ID	class	order	family	subfamily	tribe	genus	species
GCOL11739-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMWB1154-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOG483-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB1603-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ODOPE291-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORL529-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAQU1276-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BSOIL484-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMQ2150-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GEPH076-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMO378-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ODOPE775-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBBSP1616-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMJ008-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMA1574-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU1645-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAA359-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAC832-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRG3154-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOG142-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOE033-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM7318-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBSYM1984-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMWN809-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBARB492-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMW681-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAQU776-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOA334-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORO671-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMV766-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAQU806-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMX001-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACB317-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACB647-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOO814-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU599-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA10795-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMP4873-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMP4552-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLK682-17	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL934-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACB266-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM5044-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAF812-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBSYM1255-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOK453-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOH496-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORK527-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOC783-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAQU989-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYM1075-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBARB024-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOH645-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA9941-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMIX3337-17	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL2712-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAA2767-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBBSP819-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBBSP339-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM7655-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGML1303-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOF718-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOE881-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORK460-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORL298-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMS378-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM3227-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMP6723-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMIX3412-17	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL7877-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AMTPD2148-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOE862-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOP476-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRC1911-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAPB134-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMV040-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBHAP584-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYM331-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOB492-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA348-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMP6038-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ODOPE443-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL9085-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL6568-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAF458-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOO405-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRF642-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRD972-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOK546-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOG365-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMU111-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBORT184-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMU146-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMZ475-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL8093-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL5493-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL633-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBBSP1162-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM5106-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLA271-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT698-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACA363-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOA898-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOG206-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA1799-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMW911-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMU3221-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMQ1871-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ODOPE221-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAA873-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLD301-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU2840-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU1746-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU1069-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB1296-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMU259-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMU196-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BASYM1251-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT784-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORE996-08	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBORT349-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMW879-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOB873-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSK857-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MYFAB529-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
NODES078-22	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMR623-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMQ3142-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMQ2329-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORD1058-08	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBORT858-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAB291-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOP690-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOD555-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORU311-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACA920-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMNE47897-22	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMQ2694-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL5191-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FENHY082-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AMTPC269-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAC011-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAB233-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRD2185-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBACU2937-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBNE160-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBSYM770-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACB1116-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORO1000-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORO999-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORZ721-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMW641-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOB823-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORB2954-08	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOF251-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMNE48050-22	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA10228-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMU2721-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMQ500-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM15022-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL13042-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBORT902-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCX1778-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMA1478-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAF524-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBEPT464-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAC448-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSN366-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM9318-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOQ206-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOF700-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCON782-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOD218-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMP7319-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMQ2773-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL1612-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLD638-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRH2069-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU2625-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOQ105-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOK009-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACB811-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAPD198-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT254-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBHAP470-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMW257-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOG921-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACB040-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBARB223-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMQ2604-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMP4202-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ODOPE191-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL10812-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL11163-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FGMLF672-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBACU3595-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMZ118-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOF545-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBHAP443-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOC360-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSC924-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
EUBUG1193-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA10250-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMP2822-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ODOPE622-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM12243-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM8097-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOF864-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAF814-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM8968-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU1756-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU601-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCHA1047-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOO043-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBORT370-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOD061-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT853-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSA439-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU1424-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOB104-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMP2477-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMP654-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MIDGE183-06	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOTS254-17	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSQ798-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL11205-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL5517-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBEPT2171-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBHET920-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM529-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBLAB269-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMV665-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMV120-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMX165-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
MYFAB431-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GDIP3794-22	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMNB16786-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM13015-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FIDIP2890-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL8096-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBBSP515-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBEPT005-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOJ766-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCAD075-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT143-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORD1047-08	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORE2187-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMS277-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBACA034-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMW719-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOD572-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMW923-20	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMQ1852-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMZ578-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMZ400-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
ODOPE872-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL2042-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL8722-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL9473-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL2708-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BASYM1869-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM7494-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOTK671-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOG967-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMT500-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAQU186-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORL576-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBAQU1195-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOU943-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOG524-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GDIP3769-22	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA10335-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL12800-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL12546-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL4036-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL1504-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMWB878-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBORT896-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRI638-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOO702-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCON514-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRB1933-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOK058-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBACU090-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMU005-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOB501-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBEPT1299-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOP643-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCOG245-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMP1427-18	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCM4992-17	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMIX1062-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOTF355-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOSU094-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL10154-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL9104-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GCOL4120-16	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBMWB1023-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
AMTPC249-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGMM686-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM5156-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM2876-14	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GMGRD3631-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOO857-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
BCHYM7414-15	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWOTL222-13	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBSYM978-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORB2921-08	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GWORL514-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMU775-09	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBCOG770-12	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBLMW120-10	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
FBSYB475-11	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDTA10073-21	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBDP50738-19	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
GBCM4994-17	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
