LR994329 Fungi
LC014576 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Didymosphaeriaceae|Neokalmusia|Neokalmusia_scabrispora
MW632933 Fungi|Ascomycota|Sordariomycetes|Xylariales|Diatrypaceae|Diatrypella|Diatrypella_shennongensis
MN385732 Fungi|Basidiomycota|Agaricomycetes|Cantharellales|Tulasnellaceae|Tulasnella|Tulasnella_zygopetali
KR909390 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Fusarium|Fusarium_nisikadoi
GQ280550 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Calonectria|Calonectria_asiatica
GQ280579 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Calonectria|Calonectria_gracilipes
MH388365 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Sirastachys|Sirastachys_phangngaensis
KU846137 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Grandibotrys|Grandibotrys_xylophilus
MZ064414 Fungi|Ascomycota|Eurotiomycetes|Chaetothyriales|Herpotrichiellaceae|Cladophialophora|Cladophialophora_behniae
KX239842 Fungi|Ascomycota|Pezizomycetes|Pezizales|Helvellaceae|Helvella|Helvella_tinta
KX649982 Fungi|Ascomycota|Leotiomycetes|Lauriomycetales|Lauriomycetaceae|Lauriomyces|Lauriomyces_ellipticus
EU070926 Fungi|Basidiomycota|Tremellomycetes|Tremellales|Bulleribasidiaceae|Dioszegia|Dioszegia_athyri
LT548261 Fungi|Basidiomycota|Tremellomycetes|Tremellales|Bulleribasidiaceae|Dioszegia|Dioszegia_dumuzii
MK050290 Fungi|Basidiomycota|Tremellomycetes|Tremellales|Bulleribasidiaceae|Dioszegia|Dioszegia_milinica
KY104486 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetales_fam_Incertae_sedis_Peterozyma|Peterozyma|Peterozyma_xylosa
MK050428 Fungi|Basidiomycota|Microbotryomycetes|Microbotryomycetes_ord_Incertae_sedis_Chrysozymaceae|Chrysozymaceae|Chrysozyma|Chrysozyma_pseudogriseoflava
KY979767 Fungi|Ascomycota|Dothideomycetes|Mycosphaerellales|Teratosphaeriaceae|Myrtapenidiella|Myrtapenidiella_pleurocarpae
MZ064442 Fungi|Ascomycota|Dothideomycetes|Mycosphaerellales|Teratosphaeriaceae|Teratosphaeria|Teratosphaeria_combreti
KF901738 Fungi|Ascomycota|Dothideomycetes|Mycosphaerellales|Teratosphaeriaceae|Teratosphaeriopsis|Teratosphaeriopsis_pseudoafricana
JF499846 Fungi|Ascomycota|Dothideomycetes|Mycosphaerellales|Teratosphaeriaceae|Parateratosphaeria|Parateratosphaeria_karinae
KF901517 Fungi|Ascomycota|Dothideomycetes|Mycosphaerellales|Teratosphaeriaceae|Myrtapenidiella|Myrtapenidiella_corymbia
KM065941 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Pichiaceae|Kuraishia|Kuraishia_piskuri
KY104446 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Pichiaceae|Ogataea|Ogataea_trehaloabstinens
MH862292 Fungi|Basidiomycota|Agaricomycetes|Russulales|Peniophoraceae|Peniophora|Peniophora_crassitunicata
MT741709 Fungi|Basidiomycota|Agaricomycetes|Russulales|Peniophoraceae|Entomocorticium|Entomocorticium_parmeteri
MT741713 Fungi|Basidiomycota|Agaricomycetes|Russulales|Peniophoraceae|Entomocorticium|Entomocorticium_whitneyi
MT627728 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Morosphaeriaceae|Aquihelicascus|Aquihelicascus_yunnanensis
MN562126 Fungi|Ascomycota|Sordariomycetes|Amphisphaeriales|Sporocadaceae|Monochaetia|Monochaetia_massachusettsianum
KX382861 Fungi|Ascomycota|Leotiomycetes|Leotiales|Leotiaceae|Microglossum|Microglossum_truncatum
MW364556 Fungi|Ascomycota|Leotiomycetes|Helotiales|Chlorociboriaceae|Brahmaculus|Brahmaculus_packhamiae
MG678497 Fungi|Basidiomycota|Agaricomycetes|Phallales|Phallaceae|Phallus|Phallus_squamulosus
JF735264 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Ilyonectria|Ilyonectria_robusta
MW827614 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Fusicolla|Fusicolla_sporellula
KC291745 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Pseudocosmospora|Pseudocosmospora_metajoca
KX671142 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Aquanectria|Aquanectria_tenuissima
KF513289 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Gliocephalotrichum|Gliocephalotrichum_mexicanum
MN562148 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Cylindrocladiella|Cylindrocladiella_postalofficium
MT215497 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Fusicolla|Fusicolla_cassiae-fistulae
KY979751 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Cylindrocladiella|Cylindrocladiella_vitis
AY677277 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Cylindrocarpon|Cylindrocarpon_faginatum
JX231155 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Ilyonectria|Ilyonectria_vredehoekensis
KF513279 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Gliocephalotrichum|Gliocephalotrichum_humicola
UDB035302 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Nectria|Nectria_ganymede
KC291735 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Pseudocosmospora|Pseudocosmospora_eutypae
KJ676144 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Cosmospora|Cosmospora_stilbohypoxyli
DQ374405 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Gliocephalotrichum|Gliocephalotrichum_bulbilium
KM231821 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Dialonectria|Dialonectria_ullevolea
MK069422 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Fusicolla|Fusicolla_septimanifiniscientiae
JN100620 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Cylindrocladiella|Cylindrocladiella_pseudoparva
MW827617 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Macroconia|Macroconia_bulbipes
JN100577 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Cylindrocladiella|Cylindrocladiella_pseudocamelliae
MT084413 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Stylonectria|Stylonectria_qilianshanensis
KP413064 Fungi|Entorrhizomycota|Entorrhizomycetes|Entorrhizales|Entorrhizaceae|Juncorrhiza|Juncorrhiza_oxycarpi
MW546580 Fungi|Ascomycota|Pezizomycetes|Pezizales|Pyronemataceae|Chaetothiersia|Chaetothiersia_laricina
KF144910 Fungi|Ascomycota|Sordariomycetes|Amphisphaeriales|Apiosporaceae|Apiospora|Apiospora_pseudosinensis
KY494693 Fungi|Ascomycota|Sordariomycetes|Amphisphaeriales|Apiosporaceae|Apiospora|Apiospora_jiangxiensis
MT214342 Fungi|Ascomycota|Sordariomycetes|Amphisphaeriales|Apiosporaceae|Apiospora|Apiospora_chromolaenae
MK819291 Fungi|Ascomycota|Sordariomycetes|Amphisphaeriales|Apiosporaceae|Apiospora|Apiospora_neochinensis
MK014880 Fungi|Ascomycota|Sordariomycetes|Amphisphaeriales|Apiosporaceae|Apiospora|Apiospora_italica
MK014870 Fungi|Ascomycota|Sordariomycetes|Amphisphaeriales|Apiosporaceae|Apiospora|Apiospora_descalsii
KT207746 Fungi|Ascomycota|Sordariomycetes|Amphisphaeriales|Apiosporaceae|Arthrinium|Arthrinium_sargassi
MK014878 Fungi|Ascomycota|Sordariomycetes|Amphisphaeriales|Apiosporaceae|Apiospora|Apiospora_esporlensis
KU940145 Fungi|Ascomycota|Sordariomycetes|Amphisphaeriales|Apiosporaceae|Apiospora|Apiospora_thailandica
JX968241 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Bolbitiaceae|Conocybe|Conocybe_michiganensis
FJ584321 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Cordycipitaceae|Beauveria|Beauveria_gryllotalpidicola
MK329094 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Cordycipitaceae|Gamszarea|Gamszarea_lunata
JN689372 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Cordycipitaceae|Beauveria|Beauveria_lii
HQ880809 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Cordycipitaceae|Beauveria|Beauveria_sungii
KX765265 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Phaeosphaeriaceae|Chaetosphaeronema|Chaetosphaeronema_achilleae
MG520946 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Phaeosphaeriaceae|Pseudoophiobolus|Pseudoophiobolus_achilleae
KX792085 Fungi|Basidiomycota|Agaricomycetes|Boletales|Sclerodermataceae|Scleroderma|Scleroderma_camassuense
HM562118 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Pluteaceae|Pluteus|Pluteus_eludens
KU043250 Fungi|Ascomycota|Sordariomycetes|Microascales|Ceratocystidaceae|Ceratocystis|Ceratocystis_uchidae
EF127990 Fungi|Ascomycota|Sordariomycetes|Microascales|Ceratocystidaceae|Ceratocystis|Ceratocystis_neglecta
AY907030 Fungi|Ascomycota|Sordariomycetes|Microascales|Ceratocystidaceae|Ceratocystis|Ceratocystis_smalleyi
FJ200264 Fungi|Ascomycota|Sordariomycetes|Microascales|Ceratocystidaceae|Ceratocystis|Ceratocystis_mangivora
KY852475 Fungi|Ascomycota|Sordariomycetes|Microascales|Microascaceae|Kernia|Kernia_columnaris
MH859190 Fungi|Ascomycota|Sordariomycetes|Microascales|Microascaceae|Kernia|Kernia_geniculotricha
MG386059 Fungi|Ascomycota|Dothideomycetes|Venturiales|Sympoventuriaceae|Sympoventuria|Sympoventuria_melaleucae
EF057431 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Clavicipitaceae|Claviceps|Claviceps_setariicola
KY747526 Fungi|Ascomycota|Geoglossomycetes|Geoglossales|Geoglossaceae|Trichoglossum|Trichoglossum_septatum
KU846047 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Stachybotryaceae|Brevistachys|Brevistachys_variabilis
MK050451 Fungi|Basidiomycota|Microbotryomycetes|Microbotryomycetes_ord_Incertae_sedis_Colacogloeaceae|Colacogloeaceae|Colacogloea|Colacogloea_hydrangeae
UDB035328 Fungi|Ascomycota|Sordariomycetes|Xylariales|Lopadostomataceae|Lopadostoma|Lopadostoma_hawaiianum
MW632951 Fungi|Ascomycota|Pezizomycetes|Pezizales|Tuberaceae|Tuber|Tuber_zambonelliae
DQ486032 Fungi|Ascomycota|Pezizomycetes|Pezizales|Tuberaceae|Tuber|Tuber_huidongense
MN886609 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Chaetopsina|Chaetopsina_pnagiana
MT223785 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Chaetopsina|Chaetopsina_gautengina
JN205995 Fungi|Mucoromycota|Mucoromycetes|Mucorales|Mucoraceae|Mucor|Mucor_bainieri
JN205992 Fungi|Mucoromycota|Mucoromycetes|Mucorales|Mucoraceae|Ellisomyces|Ellisomyces_anomalus
JN206013 Fungi|Mucoromycota|Mucoromycetes|Mucorales|Mucoraceae|Mucor|Mucor_pseudocircinelloides
JF683424 Fungi|Ascomycota|Leotiomycetes|Rhytismatales|Rhytismataceae|Hypoderma|Hypoderma_siculum
UDB038210 Fungi|Basidiomycota|Agaricomycetes|Russulales|Stereaceae|Aleurodiscus|Aleurodiscus_amorphus
UDB011565 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Tricholomataceae|Tricholoma|Tricholoma_arvernense
MW628100 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Tricholomataceae|Tricholoma|Tricholoma_imbricatoides
UDB011574 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Tricholomataceae|Tricholoma|Tricholoma_argyraceum
MF034207 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Tricholomataceae|Tricholoma|Tricholoma_forteflavescens
MF374358 Fungi|Ascomycota|Sordariomycetes|Diaporthomycetidae_ord_Incertae_sedis_Papulosaceae|Papulosaceae|Fluminicola|Fluminicola_saprophytica
KY953043 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Incrustoporiaceae|Skeletocutis|Skeletocutis_impervia
KY953087 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Incrustoporiaceae|Skeletocutis|Skeletocutis_semipileata
KY953083 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Incrustoporiaceae|Skeletocutis|Skeletocutis_unguina
KY953028 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Incrustoporiaceae|Skeletocutis|Skeletocutis_nemoralis
KY953063 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Incrustoporiaceae|Skeletocutis|Skeletocutis_lepida
MN855218 Fungi|Basidiomycota|Ustilaginomycetes|Ustilaginales|Ustilaginaceae|Macalpinomyces|Macalpinomyces_collinsiae
KC179384 Fungi|Ascomycota|Lecanoromycetes|Teloschistales|Teloschistaceae|Polycauliona|Polycauliona_inconspecta
KU199679 Fungi|Ascomycota|Lecanoromycetes|Teloschistales|Teloschistaceae|Calogaya|Calogaya_qinghaiensis
LN849392 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_asclerogenus
JX069868 Fungi|Ascomycota|Dothideomycetes|Microthyriales|Microthyriaceae|Pseudopenidiella|Pseudopenidiella_pini
MT240622 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Phaeoseptaceae|Phaeoseptum|Phaeoseptum_hydei
AY347377 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Cytosporaceae|Cytospora|Cytospora_cinereostroma
KX986784 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_xishuangbanica
MT177935 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Cytosporaceae|Cytospora|Cytospora_globosa
MN708222 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_australiana
KX228273 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_cissampeli
MK912130 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Cytosporaceae|Cytospora|Cytospora_pubescentis
KC343057 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_cuppatea
MT822564 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_lutescens
KY885017 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Cytosporaceae|Cytospora|Cytospora_mali-sylvestris
MK673054 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Cytosporaceae|Cytospora|Cytospora_cinnamomea
MK732341 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Cytosporaceae|Cytospora|Cytospora_elaeagnicola
MK673078 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Cytosporaceae|Cytospora|Cytospora_tibetensis
KF777157 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_maytenicola
MW477884 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_zaofenghuang
JF431295 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_kochmanii
KY417744 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Cytosporaceae|Cytospora|Cytospora_rusanovii
JX069864 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_canthii
KX228293 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_ocoteae
MT822583 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_melastomatis
KP004460 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_acaciarum
KJ197288 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_charlesworthii
MG281015 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_bohemiae
MT822620 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_camelliae-sinensis
KX256256 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Cytosporaceae|Cytospora|Cytospora_vinacea
KR936130 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_tulliensis
KC343008 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_alnea
MK626859 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_fulvicolor
KC153098 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Phomopsis|Phomopsis_ternstroemiae
KJ869138 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_parapterocarpi
KC343039 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_australafricana
MZ538521 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Phaeocytostroma|Phaeocytostroma_yomense
UDB035236 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_vitimegaspora
KC843307 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_cytosporella
MT215490 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_delonicis
KX986794 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_incompleta
JX862528 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_fraxini-angustifoliae
JQ619879 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_siamensis
MK432616 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Cytosporaceae|Cytospora|Cytospora_kuanchengensis
KR936126 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_vawdreyi
KJ490630 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Diaporthaceae|Diaporthe|Diaporthe_subclavata
MK876386 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Cytosporaceae|Cytospora|Cytospora_pavettae
MG137066 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporales_fam_Incertae_sedis_Cyanosporus|Cyanosporus|Cyanosporus_comatus
KX900878 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporales_fam_Incertae_sedis_Cyanosporus|Cyanosporus|Cyanosporus_microporus
MG137082 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporales_fam_Incertae_sedis_Cyanosporus|Cyanosporus|Cyanosporus_livens
MN625256 Fungi|Mucoromycota|Mucoromycetes|Mucorales|Cunninghamellaceae|Absidia|Absidia_cornuta
MH055360 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Zygotorulaspora|Zygotorulaspora_danielsina
AF479667 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Irpicaceae|Irpex|Irpex_hydnoides
KY827302 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Tubariaceae|Tubaria|Tubaria_mediocris
UDB035385 Fungi|Ascomycota|Eurotiomycetes|Ascosphaerales|Ascosphaeraceae|Ascosphaera|Ascosphaera_larvis
U68331 Fungi|Ascomycota|Eurotiomycetes|Ascosphaerales|Ascosphaeraceae|Ascosphaera|Ascosphaera_subcuticularis
KP729270 Fungi|Basidiomycota|Agaricomycetes|Auriculariales|Auriculariaceae|Auricularia|Auricularia_orientalis
MK391517 Fungi|Basidiomycota|Agaricomycetes|Auriculariales|Auriculariales_fam_Incertae_sedis_Adustochaete|Adustochaete|Adustochaete_rava
JX065161 Fungi|Basidiomycota|Agaricomycetes|Auriculariales|Auriculariaceae|Auricularia|Auricularia_subglabra
MH213386 Fungi|Basidiomycota|Agaricomycetes|Auriculariales|Auriculariaceae|Auricularia|Auricularia_submesenterica
OK159885 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Cortinariaceae|Cortinarius|Cortinarius_fucatus
OK159893 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Cortinariaceae|Cortinarius|Cortinarius_subsciorophyllus
KX887295 Fungi|Ascomycota|Dothideomycetes|Myriangiales|Elsinoaceae|Elsinoe|Elsinoe_theae
KX887209 Fungi|Ascomycota|Dothideomycetes|Myriangiales|Elsinoaceae|Elsinoe|Elsinoe_coryli
KR476726 Fungi|Ascomycota|Dothideomycetes|Myriangiales|Elsinoaceae|Elsinoe|Elsinoe_othonnae
KX887303 Fungi|Ascomycota|Dothideomycetes|Myriangiales|Elsinoaceae|Elsinoe|Elsinoe_ziziphi
KX887229 Fungi|Ascomycota|Dothideomycetes|Myriangiales|Elsinoaceae|Elsinoe|Elsinoe_glycines
MH327822 Fungi|Ascomycota|Dothideomycetes|Myriangiales|Elsinoaceae|Elsinoe|Elsinoe_leucopogonis
KX887235 Fungi|Ascomycota|Dothideomycetes|Myriangiales|Elsinoaceae|Elsinoe|Elsinoe_krugii
KX887217 Fungi|Ascomycota|Dothideomycetes|Myriangiales|Elsinoaceae|Elsinoe|Elsinoe_euphorbiae
MK876389 Fungi|Ascomycota|Dothideomycetes|Myriangiales|Elsinoaceae|Elsinoe|Elsinoe_salignae
KX887280 Fungi|Ascomycota|Dothideomycetes|Myriangiales|Elsinoaceae|Elsinoe|Elsinoe_rhois
KX887290 Fungi|Ascomycota|Dothideomycetes|Myriangiales|Elsinoaceae|Elsinoe|Elsinoe_solidaginis
KX887199 Fungi|Ascomycota|Dothideomycetes|Myriangiales|Elsinoaceae|Elsinoe|Elsinoe_banksiicola
KX887210 Fungi|Ascomycota|Dothideomycetes|Myriangiales|Elsinoaceae|Elsinoe|Elsinoe_diospyri
KX887225 Fungi|Ascomycota|Dothideomycetes|Myriangiales|Elsinoaceae|Elsinoe|Elsinoe_flacourtiae
KX887297 Fungi|Ascomycota|Dothideomycetes|Myriangiales|Elsinoaceae|Elsinoe|Elsinoe_veneta
KT951376 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Agaricus|Agaricus_crassisquamosus
KF447893 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Agaricus|Agaricus_kerriganii
MF568546 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Agaricus|Agaricus_pietatis
KT951433 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Agaricus|Agaricus_dolichopus
DQ232642 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Agaricus|Agaricus_subantarcticus
KP705078 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Agaricus|Agaricus_subtilipes
UDB0799866 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Agaricus|Agaricus_hortusdamarum
KJ877770 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Agaricus|Agaricus_porphyrocephalus_var._pallidus
KJ877765 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Agaricus|Agaricus_griseicephalus
KM657880 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Agaricus|Agaricus_gregariomyces
KJ575612 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Agaricus|Agaricus_fuscopunctatus
MK617882 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Agaricus|Agaricus_hingganensis
MN604426 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Agaricus|Agaricus_zhangyensis
KT951414 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Agaricus|Agaricus_brunneopileatus
MT436352 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Agaricus|Agaricus_baronii
KF447895 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Agaricus|Agaricus_jacobi
KT951336 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Agaricus|Agaricus_leucolepidotus
KM657899 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Agaricus|Agaricus_karstomyces
KC669314 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Strophariaceae|Deconica|Deconica_milvispora
KM086873 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Stephanosporaceae|Stephanospora|Stephanospora_cribbiae
HG965029 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Sarocladiaceae|Sarocladium|Sarocladium_pseudostrictum
LC461491 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Sarocladiaceae|Sarocladium|Sarocladium_spirale
HG965031 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Sarocladiaceae|Sarocladium|Sarocladium_subulatum
MG735416 Fungi|Basidiomycota|Agaricomycetes|Auriculariales|Auriculariales_fam_Incertae_sedis_Hyalodon|Hyalodon|Hyalodon_antui
MW723055 Fungi|Ascomycota|Sordariomycetes|Distoseptisporales|Distoseptisporaceae|Distoseptispora|Distoseptispora_lancangjiangensis
JX458717 Fungi|Ascomycota|Pezizomycetes|Pezizales|Tuberaceae|Tuber|Tuber_sinoexcavatum
OK159906 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hygrophoraceae|Hygrocybe|Hygrocybe_hypospoda
OK159905 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Hygrophoraceae|Hygrocybe|Hygrocybe_fuhreri
MF399241 Fungi|Ascomycota|Sordariomycetes|Pleurotheciales|Pleurotheciaceae|Pleurotheciella|Pleurotheciella_saprophytica
MK138815 Fungi|Ascomycota|Eurotiomycetes|Verrucariales|Verrucariaceae|Verrucaria|Verrucaria_modica
KP259842 Fungi|Ascomycota|Eurotiomycetes|Verrucariales|Verrucariaceae|Atla|Atla_alaskana
MK539980 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Pleosporaceae|Pyrenophora|Pyrenophora_cynosuri
EU089969 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Ganodermataceae|Ganoderma|Ganoderma_carocalcareum
MZ577572 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Ganodermataceae|Furtadomyces|Furtadomyces_sumptuosus
MH862131 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Ganodermataceae|Ganoderma|Ganoderma_meredithiae
KC848275 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporaceae|Trametes|Trametes_stipitata
JQ845094 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporaceae|Grammothelopsis|Grammothelopsis_subtropica
MK834523 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporaceae|Neofavolus|Neofavolus_yunnanensis
KY449436 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporaceae|Jorgewrightia|Jorgewrightia_rimosa
