ID	order	family	subfamily	tribe	genus	species	Prob_order	Prob_family	Prob_subfamily	Prob_tribe	Prob_genus	Prob_species
BASYM430-11	Hymenoptera	Tenthredinidae	Nematinae	Dolerini	Euura	Euura_viminalis_group	0.9999981	0.9646699	0.44767272	0.5522748	0.48551866	0.2883952
GWORK239-09	Lepidoptera	Noctuidae	Metoponiinae	Abrostolini	Abraxas	Abraxas_grossulariata	0.9999987	0.9256979	0.91018766	0.65894216	0.5628395	0.07913828
FBACA068-10	Hymenoptera	Crabronidae	Crabroninae	Crabronini	Entomognathus	Crossocerus_palmipes	0.9999689	0.99608517	0.96510506	0.9980268	0.5751656	0.56616074
FBAQU751-10	Plecoptera	Leuctridae	Leuctrinae	Dendrometrini	Machimus	Chironomus_anthracinus	0.9997008	0.7065869	0.8492889	0.14069147	0.13276519	0.05482677
FBLMW687-10	Lepidoptera	Gelechiidae	Gelechiinae	Sesiini	Neotelphusa	Aroga_velocella	1.0	0.99163884	0.8020506	0.1688756	0.16836096	0.22643803
GMGMR1329-18	Hymenoptera	Ichneumonidae	Cryptinae	Andrenini	Enclisis	Demopheles_corruptor	1.0	0.97979647	0.6708643	0.29907593	0.09599802	0.09723145
FBLMZ513-12	Lepidoptera	Noctuidae	Noctuinae	Leuconyctini	Lasionhada	Eucarta_virgo	0.99998164	0.9974516	0.81193066	0.79331124	0.14459108	0.3394872
BCHYM11050-15	Hymenoptera	Crabronidae	Megachilinae	Cinetini	Hafenrefferia	Formicoxenus_nitidulus	0.6821264	0.3592234	0.49106672	0.20982559	0.14778467	0.16989872
GMGMM1461-14	Coleoptera	Buprestidae	Colydiinae	Tritomini	Argyra	Triplax_rufipes	0.99999976	0.24243526	0.09047668	0.13408239	0.20792608	0.1011373
GMGMM429-14	Hymenoptera	Ichneumonidae	Orthocentrinae	Perilissini	Campodorus	Lestica_subterranea	0.9999945	0.9812511	0.5341982	0.33140948	0.5012736	0.49184054
GBLAF482-14	Lepidoptera	Depressariidae	Coleophorinae	Notodontini	Carcina	Horisme_tersata	0.99999607	0.3499907	0.3666908	0.3164019	0.38365853	0.04184029
GWOTI834-12	Lepidoptera	Depressariidae	Sterrhinae	Hesperiini	Idaea	Agonopterix_kaekeritziana	0.9999664	0.7005193	0.41314286	0.28748706	0.5520273	0.13852957
GBLAB729-13	Lepidoptera	Noctuidae	Ennominae	Noctuini	Actinotia	Actinotia_polyodon	0.9999945	0.7671044	0.57749736	0.4345036	0.07512125	0.0835686
FBSYB279-11	Hymenoptera	Tenthredinidae	Nematinae	Dolerini	Pristiphora	Pristiphora_carinata_group	0.9999989	0.9861041	0.9611532	0.87077594	0.96022433	0.6894011
GBCOE017-13	Diptera	Staphylinidae	Pselaphinae	Pselaphini	Pselaphus	Pselaphus_heisei	0.9019134	0.94099987	0.30058235	0.934491	0.7273307	0.8572046
BCHYM7255-15	Hymenoptera	Ichneumonidae	Ichneumoninae	Aptesini	Colletes	Mesochorus_punctipleuris	0.99999726	0.9902942	0.616612	0.9174369	0.10479464	0.46341887
FBAPB995-09	Hymenoptera	Apidae	Apinae	Nomadini	Nomada	Bombus_hortorum	0.51169664	0.8040793	0.70929396	0.21443541	0.32050297	0.22098342
FBCOD692-11	Diptera	Mycetophilidae	Gnoristinae	Simuliini	Tachinus	Tachinus_proximus	0.9991702	0.9520335	0.5280997	0.29932684	0.096533045	0.23489474
FBLMT518-09	Lepidoptera	Gelechiidae	Gelechiinae	Eriopygini	Teleiodes	Teleiodes_luculella	0.9999838	0.58690053	0.52323174	0.19824292	0.54626656	0.32317105
FBAPB519-09	Hymenoptera	Halictidae	Rophitinae	Rophitini	Dufourea	Dufourea_minuta	0.9920232	0.92061573	0.79003763	0.5550815	0.9183029	0.92708385
FBLMU134-09	Lepidoptera	Chironomidae	Metoponiinae	Noctuini	Eupithecia	Eucarta_virgo	0.9823163	0.28155178	0.2116032	0.82844555	0.12788282	0.09646393
FBCOA371-10	Coleoptera	Tenebrionidae	Diaperinae	Alleculini	Scaphidema	Upis_ceramboides	0.9963117	0.96254516	0.39202335	0.20475748	0.28779206	0.07223141
FBCOA201-10	Coleoptera	Scarabaeidae	Psocinae	Aphodiini	Lamiogethes	Lamiogethes_difficilis	0.7042966	0.38994262	0.5353949	0.20570678	0.23273718	0.20783706
FBSYB271-11	Hymenoptera	Tenthredinidae	Nematinae	Dolerini	Pristiphora	Pristiphora_mollis	0.9999646	0.99105036	0.8964884	0.8827509	0.5585704	0.9374135
FBCOP101-13	Coleoptera	Staphylinidae	Scydmaeninae	Scydmaenini	Scydmaenus	Scydmaenus_hellwigii	0.3430077	0.9742373	0.20209575	0.13508704	0.32226312	0.18654074
MYFAB412-11	Diptera	Platypezidae	Nemourinae	Aedini	Valenzuela	Culiseta_bergrothi	0.7653712	0.506633	0.23605108	0.38620993	0.120389394	0.15386787
FBLMX263-11	Hymenoptera	Notodontidae	Notodontinae	Sogdini	Notodonta	Notodonta_tritophus	0.5044414	0.33961976	0.16790523	0.12079488	0.4201727	0.97243166
GBCOU1808-13	Coleoptera	Buprestidae	Buprestinae	Chrysobothrini	Chrysobothris	Chrysobothris_chrysostigma	0.94550616	0.84744406	0.96861756	0.5586442	0.82251394	0.94910043
FBCOH167-12	Coleoptera	Carabidae	Harpalinae	Lebiini	Paranchus	Sericoda_quadripunctata	0.99688125	0.8772646	0.4486079	0.41195723	0.11475907	0.33603546
GMGMU2451-20	Hymenoptera	Sciaridae	Cephinae	Anthophorini	Acnemia	Chrysopa_abbreviata	0.99212885	0.8577494	0.17159595	0.59557927	0.23473683	0.07939433
GMGMP8505-18	Diptera	Chloropidae	Chioneinae	Culisetini	Pyrgus	Rhodesiella_plumiger	0.99999857	0.24100652	0.2202373	0.3686309	0.19164987	0.04477162
GMGMP6830-18	Diptera	Sciaridae	Leiinae	Exechiini	Corynoptera	Paratanytarsus_dissimilis	0.9996792	0.96226525	0.3310344	0.23675211	0.45014688	0.2913338
GMGMP247-18	Hymenoptera	Ichneumonidae	Orthocentrinae	Cryptini	Orthocentrus	Orthocentrus_marginatus	0.99998844	0.9926196	0.9391842	0.3291863	0.49938256	0.5309131
GBACU2198-13	Hymenoptera	Bembicidae	Ammophilinae	Colletini	Nysson	Colletes_daviesanus	0.99997747	0.37411764	0.316187	0.31805015	0.1679832	0.3110767
GBMIX3374-17	Hymenoptera	Crabronidae	Crabroninae	Crabronini	Tachysphex	Tachysphex_dimidiatus	0.9789682	0.94715	0.58609104	0.94351214	0.21765056	0.48408768
GCOL6871-16	Coleoptera	Carabidae	Trechinae	Bembidiini	Asaphidion	Patrobus_australis	0.999997	0.9888648	0.65632343	0.503532	0.42544267	0.12520918
GCOL8048-16	Sarcoptiformes	Scarabaeidae	Caeciliusinae	Coryphacini	Valenzuela	Valenzuela_despaxi	0.93497646	0.27623928	0.5516499	0.46116114	0.31725892	0.15453155
BCHYM11048-15	Hymenoptera	Crabronidae	Tanypodinae	Larrini	Tachysphex	Tachysphex_dimidiatus	0.98625594	0.682794	0.34979478	0.92137563	0.1158981	0.36087373
GBCOU1685-13	Coleoptera	Dolichopodidae	Medeterinae	Clytrini	Thrypticus	Sciapus_longulus	0.9990715	0.9270612	0.38410047	0.085904665	0.17512792	0.23170234
FBSYB1487-12	Hymenoptera	Tenthredinidae	Selandriinae	Dolerini	Dolerus	Dolerus_triplicatus	0.9999778	0.8806068	0.79059994	0.9781617	0.81368506	0.546211
GBCOE773-13	Hymenoptera	Tineidae	Cephinae	Bathysmatophorini	Valenzuela	Isadelphus_inimicus	0.99447304	0.3153568	0.09340183	0.15893379	0.2479723	0.1528607
GBCOL914-12	Coleoptera	Staphylinidae	Oxytelinae	Oxytelini	Tachyporus	Platystethus_arenarius	0.6424976	0.9917606	0.72008723	0.38582778	0.21738313	0.10678444
GWORL582-09	Lepidoptera	Pyralidae	Phycitinae	Eumaeini	Ortholepis	Ortholepis_betulae	0.99991953	0.85300916	0.2816266	0.31228724	0.6809586	0.9430898
GWORA2554-09	Lepidoptera	Mycetophilidae	Plutellinae	Hemarini	Valenzuela	Hemaris_fuciformis	0.9998838	0.29733133	0.15422878	0.5741938	0.17831513	0.1533791
FBLMS048-09	Lepidoptera	Crambidae	Pierinae	Sesiini	Sesia	Coleophora_follicularis	0.99996495	0.43612865	0.2655307	0.31442833	0.07271725	0.23355006
FBNE050-11	Psocodea	Chironomidae	Chironominae	Chironomini	Valenzuela	Phaenopsectra_punctipes	0.9962425	0.6558885	0.4141243	0.98384815	0.11674809	0.053273484
MYFAB103-10	Psocodea	Mesopsocidae	Liposcelidinae	Coryphacini	Suctobelbella	Valenzuela_despaxi	0.96594596	0.4544779	0.7563491	0.1817245	0.2874628	0.073039256
FBCOG1535-12	Coleoptera	Carabidae	Trechinae	Bembidiini	Bembidion	Asaphidion_flavipes	0.82665795	0.9903716	0.3667528	0.89066935	0.5054071	0.23250033
FBCOG978-12	Diptera	Dolichopodidae	Aleocharinae	Aedini	Ampedus	Adoxophyes_orana	0.8618179	0.39227837	0.2843741	0.21937016	0.06293601	0.054409593
FBCOO884-13	Coleoptera	Argyresthiidae	Phorinae	Dyschiriini	Dyschirius	Dyschirius_politus	0.9969618	0.1326275	0.1202113	0.25985917	0.09312977	0.21769612
GWOSK895-11	Lepidoptera	Depressariidae	Phorinae	Melitaeini	Heleodromia	Euphydryas_aurinia	0.9997589	0.53150374	0.17069979	0.5211274	0.11255167	0.089328215
FBCOG778-12	Psocodea	Elateridae	Melasinae	Dirhagini	Hemicrepidius	Drapetes_mordelloides	0.96462226	0.24748926	0.11841356	0.31148586	0.15680546	0.062106967
GMGMT1385-20	Hymenoptera	Polycentropodidae	Polycentropodinae	Aptesini	Isadelphus	Isadelphus_inimicus	0.96049565	0.5929509	0.19958588	0.33251503	0.18475655	0.07468784
GMGMU2860-20	Diptera	Pipunculidae	Pipunculinae	Tomosvaryellini	Deporaus	Pentastiridius_leporinus	0.9844074	0.41873634	0.39990488	0.15367104	0.08016281	0.031700257
FBLMZ494-12	Lepidoptera	Noctuidae	Noctuinae	Leuconyctini	Acronicta	Hydraecia_micacea	0.99998164	0.94002634	0.7913359	0.56843674	0.2683507	0.118187085
ODOPE244-11	Lepidoptera	Tineidae	Pierinae	Satyrini	Erebia	Erebia_ligea	0.82185423	0.41681322	0.22342415	0.6537164	0.24288948	0.12410729
GCOL9748-16	Trichoptera	Leiodidae	Leiodinae	Anisotomini	Agathidium	Sogda_ciliaris	0.710538	0.7096218	0.9552474	0.7806594	0.7501398	0.109493285
GCOL4576-16	Coleoptera	Asilidae	Silphinae	Cyrtopogonini	Otiorhynchus	Medetera_bilineata	0.98986244	0.7197701	0.103779435	0.21411137	0.13268988	0.08655324
GBLAA2774-15	Lepidoptera	Geometridae	Oecophorinae	Sphingini	Cerceris	Papilio_machaon	0.9999373	0.27116713	0.21546496	0.13984528	0.04921975	0.04381781
GBLAA2326-15	Lepidoptera	Geometridae	Ennominae	Operophterini	Ourapteryx	Ourapteryx_sambucaria	0.9999659	0.99233514	0.9008942	0.16143651	0.65472484	0.72390723
GMGMK1467-14	Hymenoptera	Gasteruptiidae	Gasteruptiinae	Hylaeini	Oncopsis	Ulopa_reticulata	0.9919383	0.2513102	0.3626356	0.21278311	0.11286992	0.0672698
GMGMC408-14	Hymenoptera	Sciaridae	Cimbicinae	Braconini	Corynoptera	Oresbius_galactinus	0.99996126	0.5937625	0.24355017	0.23079972	0.38895094	0.17800973
GBLAB815-13	Lepidoptera	Geometridae	Ennominae	Dypterygiini	Isadelphus	Pentastiridius_leporinus	0.9999429	0.26748723	0.8556171	0.3067884	0.16960175	0.14384058
FBAPB603-09	Hymenoptera	Halictidae	Cryptinae	Panurgini	Dufourea	Tetramorium_atratulum	1.0	0.123224825	0.09556412	0.37165892	0.12756544	0.09518629
ODOPE901-11	Lepidoptera	Pyralidae	Phycitinae	Saturniini	Selagia	Abraxas_grossulariata	0.99999976	0.37753487	0.75684744	0.15691935	0.5981206	0.29444796
GBCOU1979-13	Coleoptera	Curculionidae	Entiminae	Magdalidini	Magdalis	Triplax_aenea	0.9659354	0.9146794	0.4834685	0.31823125	0.19471133	0.09765694
GBCOU1693-13	Diptera	Scarabaeidae	Cetoniinae	Cetoniini	Trichius	Trichius_fasciatus	0.9676596	0.97790056	0.79540044	0.5866292	0.28790763	0.58198434
MJBRC054-17	Diptera	Chironomidae	Chironominae	Tanytarsini	Stempellina	Rhopalus_distinctus	0.9953075	0.59505975	0.4699296	0.840362	0.12298717	0.5071852
BSOIL272-18	Sarcoptiformes	Tectocepheidae	Scirtinae	Megatomini	Trogoderma	Trogoderma_glabrum	0.93765754	0.17780928	0.4548196	0.5166714	0.0765143	0.27768975
GMGMQ4778-18	Hymenoptera	Ichneumonidae	Campopleginae	Cryptini	Hyposoter	Hyposoter_brischkei	0.9999316	0.9722491	0.6444371	0.22272173	0.680304	0.29776073
GMGMO913-18	Diptera	Chironomidae	Chironominae	Tanytarsini	Paratanytarsus	Pseudochironomus_prasinatus	0.999997	0.9625666	0.8332279	0.9137271	0.7989546	0.19828315
GWOTH369-12	Lepidoptera	Sciaridae	Larentiinae	Eupitheciini	Eupithecia	Eupithecia_pimpinellata	0.68826133	0.46021977	0.8383112	0.91292036	0.9629801	0.041145567
GWOSR445-11	Lepidoptera	Noctuidae	Oecophorinae	Tanytarsini	Magdalis	Rusina_ferruginea	0.5468797	0.33847427	0.3662821	0.38440967	0.10308317	0.076285005
GCOL13341-16	Hymenoptera	Curculionidae	Cryptinae	Magdalidini	Isochnus	Tropiphorus_elevatus	0.92316455	0.93284225	0.402705	0.12132547	0.08027952	0.07100854
GBMIX2630-15	Hymenoptera	Crabronidae	Nomadinae	Oxybelini	Nomada	Nomada_leucophthalma	0.99782336	0.20171194	0.23176372	0.38347593	0.28184798	0.15587248
GBMIX2491-15	Trichoptera	Limnephilidae	Limnephilinae	Mordellistenini	Amphimallon	Amphimallon_solstitiale	0.9789555	0.9248582	0.33140174	0.11491065	0.13198894	0.20152676
GBMIX2421-15	Hymenoptera	Philanthidae	Philanthinae	Cercerini	Cerceris	Cerceris_rybyensis	1.0	0.26804793	0.5704924	0.7190012	0.43288642	0.13391256
GBLAA903-14	Lepidoptera	Noctuidae	Acronictinae	Leuconyctini	Moma	Menacanthus_eurysternus	0.91910917	0.42236856	0.735951	0.40489867	0.349313	0.14214075
GBLAD264-14	Hymenoptera	Notodontidae	Notodontinae	Sogdini	Notodonta	Notodonta_tritophus	0.5044414	0.33961976	0.16790523	0.12079488	0.4201727	0.97243166
GBSYM1286-12	Hymenoptera	Sciaridae	Tenthredininae	Philanthini	Tenthredo	Megatoma_undata	0.9276723	0.48239774	0.7513792	0.27955464	0.35657564	0.24276619
GBCOE690-13	Hymenoptera	Pemphredonidae	Mycetoporinae	Proteinini	Xylita	Xylita_laevigata	0.97113526	0.31849167	0.09705348	0.2927832	0.053681027	0.08469268
FBCOF458-12	Psocodea	Curculionidae	Scolytinae	Ipini	Orthotomicus	Hylurgops_glabratus	0.6006551	0.2511348	0.5703614	0.931949	0.44925824	0.11312763
GWOSY005-11	Lepidoptera	Geometridae	Ennominae	Dypterygiini	Isadelphus	Pentastiridius_leporinus	0.9999429	0.26748723	0.8556171	0.3067884	0.16960175	0.14384058
FBSYM195-09	Hymenoptera	Tenthredinidae	Nematinae	Dolerini	Pristiphora	Pristiphora_pallidiventris	0.99998903	0.99268734	0.9907356	0.24623139	0.9987457	0.45559716
GWORA2569-09	Lepidoptera	Notodontidae	Notodontinae	Sesiini	Notodonta	Notodonta_tritophus	0.9999043	0.8367678	0.7252162	0.1557989	0.8155247	0.8708387
FBLMU861-09	Lepidoptera	Crambidae	Oecophorinae	Pierini	Clinotanypus	Pieris_napi	0.99987876	0.41427785	0.2724227	0.13492471	0.041169558	0.32947597
FBARB950-14	Araneae	Pisauridae	Sciophilinae	Braconini	Nomada	Hystrichopsylla_orientalis	0.9999784	0.27917627	0.50770485	0.28718585	0.24293022	0.061866045
BCHYM3988-14	Hymenoptera	Asilidae	Pteromalinae	Pteromalini	Mesopolobus	Rhopalus_distinctus	0.92423373	0.3072884	0.25895196	0.70516163	0.18583556	0.3363788
GMGMP187-18	Hymenoptera	Gasteruptiidae	Corynidinae	Formicini	Hypoponera	Euura_jugicola	0.9999987	0.33897853	0.23362452	0.22985528	0.36296144	0.28947747
GBBSP790-15	Araneae	Linyphiidae	Ecdyonurinae	Ptenidiini	Hemileius	Hemileius_initialis	0.97098494	0.93126327	0.25790665	0.25248668	0.4147945	0.04546967
GWOTF706-12	Lepidoptera	Erebidae	Arctiinae	Lithosiini	Eilema	Eilema_depressa	0.99808216	0.8494291	0.91687036	0.81883407	0.25760803	0.14167495
GBDP17535-15	Diptera	Dolichopodidae	Chamaemyiinae	Piophilini	Valenzuela	Phyllopertha_horticola	1.0	0.08867707	0.19706345	0.19697322	0.07902949	0.059539523
GBLAA1073-15	Lepidoptera	Geometridae	Ennominae	Eumaeini	Ourapteryx	Ourapteryx_sambucaria	0.9999597	0.54751897	0.7923711	0.2864732	0.51386386	0.20884375
GBLAA727-14	Diptera	Geometridae	Larentiinae	Cidariini	Eupithecia	Eupithecia_trisignaria	0.66567487	0.7209196	0.8628228	0.7833603	0.17829402	0.16320723
GBCOU836-13	Coleoptera	Sciomyzidae	Scirtinae	Drosophilini	Lamia	Lamia_textor	0.90049285	0.17184928	0.103288725	0.1704296	0.08693469	0.084479265
FBCOP372-13	Coleoptera	Silphidae	Scirtinae	Macrocerini	Valenzuela	Ptinus_subpillosus	0.6197251	0.091024466	0.2015106	0.16467647	0.074553415	0.110282145
GMGRA1062-13	Diptera	Chironomidae	Orthocladiinae	Pentaneurini	Sciapus	Machimus_setibarbus	0.9999999	0.4868337	0.22153778	0.764663	0.09064287	0.042164028
FBAPD286-11	Hymenoptera	Andrenidae	Andreninae	Andrenini	Andrena	Andrena_nitida	0.9999877	0.31083596	0.54086155	0.76636094	0.3400785	0.256229
FBLMU199-09	Lepidoptera	Tortricidae	Tortricinae	Archipini	Pandemis	Olindia_schumacherana	1.0	0.9297502	0.45858523	0.60349536	0.16975419	0.105789945
ODOPE663-11	Lepidoptera	Pyralidae	Phycitinae	Eumaeini	Selagia	Ortholepis_betulae	0.9999993	0.5898416	0.29908407	0.34781402	0.56736314	0.16660073
GWORA2112-09	Lepidoptera	Geometridae	Larentiinae	Eupitheciini	Ourapteryx	Ourapteryx_sambucaria	0.99938464	0.618588	0.39697158	0.17155986	0.33168668	0.0736761
FBLMW624-10	Lepidoptera	Coleophoridae	Coleophorinae	Sesiini	Coleophora	Coleophora_trochilella	0.9999981	0.8899692	0.94046223	0.28209043	0.6398158	0.49645606
FBCOB024-10	Coleoptera	Staphylinidae	Staphylininae	Staphylinini	Rugilus	Cafius_xantholoma	0.9999995	0.8891629	0.27877992	0.3435896	0.15309797	0.061338656
FBAPC439-10	Hymenoptera	Aulacidae	Halictinae	Crabronini	Lindenius	Entomognathus_brevis	0.99973804	0.1487195	0.30480328	0.8806583	0.09297664	0.091859326
FBCOK054-13	Coleoptera	Anthribidae	Erotinae	Hydaticini	Dermestes	Pentastiridius_leporinus	0.9999958	0.23922578	0.21211702	0.1087473	0.17659251	0.19210473
LAK180-19	Lepidoptera	Tortricidae	Nemapogoninae	Polyorthini	Olindia	Olindia_schumacherana	1.0	0.9735903	0.16612218	0.38412896	0.2051567	0.32168248
GCOL11264-16	Coleoptera	Staphylinidae	Scirtinae	Staphylinini	Bitoma	Anotylus_insecatus	0.937083	0.22203217	0.30890915	0.09537375	0.05779897	0.069317445
GCOL823-16	Coleoptera	Scarabaeidae	Scirtinae	Tachinusini	Tachyporus	Pentastiridius_leporinus	0.9992072	0.40354496	0.21271946	0.15419899	0.07289639	0.05722897
GCOL4311-16	Coleoptera	Geometridae	Ennominae	Lebiini	Rugilus	Odacantha_melanura	0.70617443	0.2869644	0.14490184	0.3989178	0.07318906	0.14415382
GBORT1038-15	Plecoptera	Nemouridae	Amphinemurinae	Medeterini	Medetera	Medetera_betulae	0.9998	0.79507136	0.41229972	0.7951534	0.424577	0.36990458
GBBSP1358-15	Psocodea	Rhagionidae	Lachesillinae	Coreini	Valenzuela	Caecilius_fuscopterus	0.93581885	0.2687885	0.30905995	0.7317151	0.10731249	0.16506234
GBBSP952-15	Araneae	Salticidae	Ephemerinae	Ochtherini	Nothris	Lasionhada_proxima	0.9998658	0.37582615	0.2670724	0.21491133	0.4626497	0.13781154
GMGML547-14	Lepidoptera	Tineidae	Mycetophilinae	Bryomyiini	Mycetophila	Acrobasis_consociella	0.7209922	0.35396147	0.18550032	0.20665249	0.25180957	0.17930181
GMGMC586-14	Hymenoptera	Sericostomatidae	Anteoninae	Nyssonini	Harpactus	Argogorytes_mystaceus	0.91333336	0.23066868	0.2776967	0.49261853	0.16558428	0.182044
EUBUG584-11	Hemiptera	Tingidae	Tinginae	Agalliini	Acalypta	Nabis_ferus	0.997703	0.13726915	0.47839954	0.4316029	0.19583018	0.36488274
GBCOU2225-13	Coleoptera	Staphylinidae	Apioninae	Apionini	Megarthrus	Apion_cruentatum	0.99946326	0.6105417	0.52573055	0.59409016	0.23456271	0.2519755
GMGRE738-13	Hymenoptera	Dryinidae	Anteoninae	Pemphredonini	Ceratinella	Stenichnus_collaris	0.9998841	0.87810093	0.9037559	0.2670717	0.25575045	0.040111136
FBCOQ217-13	Coleoptera	Curculionidae	Entiminae	Hyperini	Brachypera	Polydrusus_formosus	0.59618914	0.98696005	0.69094145	0.29586986	0.16142966	0.2595579
FBCOG1174-12	Coleoptera	Staphylinidae	Tachyporinae	Harpalini	Tachinus	Broscus_cephalotes	0.99520963	0.79668146	0.3504549	0.15704586	0.053766973	0.047298953
ODOPE654-11	Lepidoptera	Pyralidae	Phycitinae	Eumaeini	Ortholepis	Ortholepis_betulae	0.99991953	0.85300916	0.2816266	0.31228724	0.6809586	0.9430898
BASYM2077-12	Hymenoptera	Tenthredinidae	Nematinae	Halictini	Euura	Euura_humeralis_group	0.99966145	0.992991	0.7952082	0.41474605	0.1477106	0.49995518
FBLMV016-09	Lepidoptera	Noctuidae	Noctuinae	Noctuini	Eucarta	Eucarta_virgo	0.99407935	0.99797505	0.84683555	0.93459284	0.19794369	0.43887568
GBCOE312-13	Coleoptera	Curculionidae	Calochrominae	Megatomini	Megatoma	Auleutes_epilobii	0.9999373	0.45071498	0.15429807	0.42841682	0.058458347	0.17023382
GWORU466-10	Lepidoptera	Geometridae	Ennominae	Eumaeini	Ourapteryx	Ourapteryx_sambucaria	0.9989833	0.3125655	0.93930775	0.15139818	0.21020791	0.2624392
GMGMT1311-20	Hemiptera	Cicadellidae	Deltocephalinae	Cicadulini	Evacanthus	Evacanthus_interruptus	0.8989261	0.93248886	0.9226286	0.6451191	0.14604793	0.40582025
GMGMP2685-18	Diptera	Aulacigastridae	Cylindrotominae	Voriini	Xylita	Aulacigaster_pappi	0.9983771	0.3535123	0.23675103	0.5395475	0.038350143	0.1481557
GWORK644-09	Lepidoptera	Depressariidae	Depressariinae	Eupitheciini	Valenzuela	Eupithecia_ochridata	0.99999964	0.7856454	0.29349974	0.1388222	0.311048	0.053067625
FBLMX015-11	Lepidoptera	Depressariidae	Depressariinae	Psocini	Agonopterix	Agonopterix_hypericella	0.99514127	0.68994796	0.75711906	0.7413575	0.8116028	0.38800505
GCOL9111-16	Coleoptera	Buprestidae	Histerinae	Apionini	Margarinotus	Margarinotus_ventralis	0.9951828	0.2221241	0.28243306	0.2068924	0.715282	0.2306373
GCOL10086-16	Coleoptera	Staphylinidae	Mycetoporinae	Ptenidiini	Trogoderma	Megatoma_undata	0.99420375	0.70774484	0.0748294	0.20829384	0.06833786	0.14744875
GCOL10845-16	Diptera	Curculionidae	Cryptinae	Hylastini	Trypodendron	Hylastes_brunneus	0.76568455	0.37568018	0.24792123	0.7515809	0.060270943	0.04089343
GBBSP661-15	Araneae	Gnaphosidae	Tanypodinae	Simuliini	Calodromius	Sericoda_quadripunctata	1.0	0.33267546	0.29001316	0.3164902	0.047001388	0.18801293
GMGMA620-14	Diptera	Ulidiidae	Ulidiinae	Otitini	Tetanops	Ceroxys_urticae	0.6512568	0.31725338	0.17815599	0.31518713	0.18183526	0.20090152
GBLAB320-13	Lepidoptera	Tineidae	Phorinae	Melitaeini	Lycaena	Euphydryas_iduna	0.9863767	0.44713622	0.3506912	0.44152477	0.14720696	0.14151278
FBSYB1078-12	Hymenoptera	Tenthredinidae	Allantinae	Dolerini	Valenzuela	Dolerus_stygius	0.85544497	0.6932884	0.51721436	0.27264574	0.106176786	0.09495782
FBLMT320-09	Lepidoptera	Sesiidae	Sesiinae	Sesiini	Synanthedon	Pennisetia_hylaeiformis	0.8851215	0.68652797	0.93779474	0.8401724	0.93792844	0.18633297
GWORO762-09	Lepidoptera	Lycaenidae	Polyommatinae	Pierini	Carterocephalus	Scatopsciara_vagula	0.99993837	0.5491537	0.71246034	0.26689044	0.05833048	0.09217231
GWORL678-09	Lepidoptera	Geometridae	Larentiinae	Anacampsini	Xanthorhoe	Aplocera_praeformata	0.9987212	0.974567	0.9811952	0.17041834	0.9778857	0.16738991
FBAQU519-10	Odonata	Mycetophilidae	Coenagrioninae	Exechiini	Anatella	Notonecta_lutea	0.6704317	0.19178805	0.21448459	0.5761177	0.0562114	0.18985204
FBLMW469-10	Lepidoptera	Depressariidae	Depressariinae	Leuconyctini	Ourapteryx	Eucarta_virgo	0.9978301	0.6210567	0.4945241	0.62557316	0.07480587	0.11296486
FBLMX053-11	Lepidoptera	Choreutidae	Parornichinae	Leuconyctini	Rhizedra	Tinea_trinotella	0.99962664	0.5526204	0.25680795	0.30651772	0.27763474	0.111559466
GBCOU1792-13	Diptera	Keroplatidae	Rhadalinae	Bembidiini	Hydaticus	Hydaticus_transversalis	0.9647937	0.18610756	0.060637336	0.1977624	0.032801386	0.050089538
BCHYM4352-14	Hymenoptera	Pteromalidae	Pteromalinae	Pteromalini	Mesopolobus	Lycaena_phlaeas	0.99686253	0.5960367	0.31070155	0.43051434	0.053652022	0.28684384
FBCOF481-12	Coleoptera	Brentidae	Apioninae	Apionini	Eutrichapion	Apion_cruentatum	0.7872486	0.45744765	0.9661343	0.8964075	0.2693681	0.523299
GDIP3746-22	Diptera	Chironomidae	Orthocladiinae	Culisetini	Psectrocladius	Psectrocladius_ventricosus	0.9976266	0.6506139	0.86726457	0.2811871	0.73724717	0.35885197
FBLMZ402-12	Psocodea	Geometridae	Larentiinae	Eupitheciini	Eupithecia	Eupithecia_linariata	0.5087536	0.29045144	0.8738239	0.91567886	0.8221472	0.32323274
GCOL10954-16	Diptera	Anthocoridae	Ischnurinae	Semiini	Zygina	Pentastiridius_leporinus	0.7865261	0.19020273	0.068575814	0.16761586	0.11812613	0.07483189
FGMLG283-15	Lepidoptera	Nepticulidae	Rhagioninae	Hesperiini	Carterocephalus	Thymelicus_lineola	0.9999256	0.3838917	0.12815368	0.14199625	0.18179454	0.084649295
BCHYM8745-15	Diptera	Sericostomatidae	Tinodinae	Pteromalini	Corynoptera	Paratanytarsus_dissimilis	0.5513609	0.35481462	0.44648725	0.13996243	0.27867088	0.6037445
GBORT612-15	Coleoptera	Histeridae	Elaterinae	Diaperini	Platurocypta	Aplotarsus_incanus	0.9294113	0.43425182	0.18060693	0.7633531	0.12371066	0.09751007
BCHYM4926-14	Hymenoptera	Formicidae	Ammophilinae	Halictini	Cixius	Formicoxenus_nitidulus	0.97798437	0.1755082	0.12193686	0.416897	0.15700519	0.11412964
GMGRB1904-13	Plecoptera	Mycetophilidae	Mycetophilinae	Exechiini	Exechia	Exechia_contaminata	0.9480221	0.9858167	0.4789234	0.94602966	0.65155804	0.51902115
