"ID" "Class" "Order" "Family" "Subfamily" "Genus" "Prob_Class" "Prob_Order" "Prob_Family" "Prob_Subfamily" "Prob_Genus"
"22841" "GMGRG714-13" "Insecta" "Diptera" "Pipunculidae" "Nephrocerinae" "Nephrocerus" 1 0.77 0.07 0.07 0.07
"22842" "GMGRG790-13" "Insecta" "Diptera" "Phoridae" "Phorinae" "Triphleba" 1 0.83 0.41 0.36 0.33
"22843" "GMGRG808-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Platurocypta" 1 1 1 1 1
"22844" "GMGRG835-13" "Insecta" "Diptera" "Lonchaeidae" "Lonchaeinae" "Earomyia" 1 0.88 0.09 0.09 0.06
"22845" "GMGRG856-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Mycetophila" 1 1 1 1 0.99
"22846" "GMGRG870-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Mycetophila" 1 1 1 1 1
"22847" "GMGRG940-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Phronia" 1 1 0.96 0.94 0.42
"22848" "GMGRG977-13" "Insecta" "Diptera" "Cecidomyiidae" "Micromyinae" "Aprionus" 1 0.86 0.8 0.74 0.37
"22849" "GMGRH038-13" "Insecta" "Diptera" "Phoridae" "Metopininae" "Megaselia" 1 0.98 0.84 0.82 0.79
"22850" "GMGRH090-13" "Insecta" "Hymenoptera" "Ichneumonidae" "Orthocentrinae" "Helictes" 1 1 1 0.97 0.97
"22851" "GMGRH1002-13" "Insecta" "Diptera" "Chloropidae" "Oscinellinae" "Conioscinella" 1 0.92 0.13 0.12 0.08
"22852" "GMGRH103-13" "Insecta" "Hymenoptera" "Cynipidae" "Cynipinae" "Synergus" 0.96 0.75 0.42 0.42 0.42
"22853" "GMGRH1047-13" "Insecta" "Diptera" "Mycetophilidae" "Gnoristinae" "Saigusaia" 1 0.92 0.48 0.12 0.08
"22854" "GMGRH1062-13" "Insecta" "Diptera" "Conopidae" "Myopinae" "Thecophora" 0.93 0.71 0.06 0.06 0.06
"22855" "GMGRH108-13" "Insecta" "Hymenoptera" "Ichneumonidae" "Orthocentrinae" "Orthocentrus" 1 1 1 1 1
"22856" "GMGRH113-13" "Insecta" "Hymenoptera" "Ichneumonidae" "Phygadeuontinae" "Glyphicnemis" 1 0.81 0.55 0.22 0.18
"22857" "GMGRH122-13" "Insecta" "Hymenoptera" "Cynipidae" "Cynipinae" "Synergus" 0.97 0.77 0.46 0.46 0.46
"22858" "GMGRH134-13" "Insecta" "Hymenoptera" "Diapriidae" "Belytinae" "Aclista" 1 0.9 0.46 0.46 0.46
"22859" "GMGRH1385-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Phronia" 1 1 1 1 1
"22860" "GMGRH1414-13" "Insecta" "Diptera" "Sciaridae" "dummy_Sciaridae" "Dichopygina" 1 1 1 1 1
"22861" "GMGRH1566-13" "Insecta" "Hymenoptera" "Eulophidae" "Eulophinae" "Aulogymnus" 0.99 0.37 0.28 0.26 0.26
"22862" "GMGRH1601-13" "Insecta" "Diptera" "Chironomidae" "Orthocladiinae" "Limnophyes" 1 0.94 0.85 0.84 0.65
"22863" "GMGRH164-13" "Insecta" "Hymenoptera" "Ichneumonidae" "Orthocentrinae" "Plectiscidea" 1 1 1 0.92 0.85
"22864" "GMGRH1799-13" "Insecta" "Hymenoptera" "Ichneumonidae" "Metopiinae" "Exochus" 1 1 0.99 0.38 0.37
"22865" "GMGRH1802-13" "Insecta" "Hymenoptera" "Ichneumonidae" "Tryphoninae" "Erromenus" 1 1 1 0.51 0.46
"22866" "GMGRH1813-13" "Insecta" "Hymenoptera" "Ichneumonidae" "Tryphoninae" "Erromenus" 1 0.97 0.97 0.42 0.36
"22867" "GMGRH187-13" "Insecta" "Diptera" "Mycetophilidae" "Mycomyinae" "Neoempheria" 0.96 0.76 0.55 0.28 0.23
"22868" "GMGRH188-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Phronia" 1 1 1 1 1
"22869" "GMGRH190-13" "Insecta" "Diptera" "Mycetophilidae" "Gnoristinae" "Coelosynapha" 0.98 0.9 0.48 0.27 0.09
"22870" "GMGRH1907-13" "Insecta" "Hymenoptera" "Bethylidae" "Scleroderminae" "Plastanoxus" 1 0.88 0.06 0.06 0.06
"22871" "GMGRH194-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Phronia" 1 1 1 1 1
"22872" "GMGRH1990-13" "Insecta" "Hymenoptera" "Ichneumonidae" "Ctenopelmatinae" "Opheltes" 0.93 0.22 0.12 0.05 0.05
"22873" "GMGRH1991-13" "Insecta" "Hymenoptera" "Eulophidae" "Tetrastichinae" "Baryscapus" 0.86 0.26 0.19 0.18 0.18
"22874" "GMGRH2003-13" "Insecta" "Coleoptera" "Staphylinidae" "Aleocharinae" "Pyroglossa" 0.88 0.35 0.16 0.14 0.14
"22875" "GMGRH2031-13" "Insecta" "Diptera" "Mycetophilidae" "Mycomyinae" "Mycomya" 1 1 1 1 1
"22876" "GMGRH2054-13" "Insecta" "Diptera" "Limoniidae" "Limnophilinae" "Paradelphomyia" 1 1 1 1 1
"22877" "GMGRH2063-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Mycetophila" 1 0.89 0.85 0.84 0.79
"22878" "GMGRH2069-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Exechia" 1 1 0.96 0.93 0.45
"22879" "GMGRH2098-13" "Insecta" "Diptera" "Therevidae" "Therevinae" "Thereva" 1 1 1 1 1
"22880" "GMGRH2111-13" "Insecta" "Hymenoptera" "Ichneumonidae" "Ichneumoninae" "Eupalamus" 1 1 1 1 1
"22881" "GMGRH2112-13" "Insecta" "Hymenoptera" "Ichneumonidae" "Campopleginae" "Dusona" 1 1 1 1 1
"22882" "GMGRH2177-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Zygomyia" 0.98 0.87 0.57 0.49 0.2
"22883" "GMGRH221-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Platurocypta" 1 1 1 1 1
"22884" "GMGRH2213-13" "Insecta" "Diptera" "Muscidae" "Coenosiinae" "Macrorchis" 1 0.96 0.23 0.21 0.21
"22885" "GMGRH2223-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Mycetophila" 1 1 1 1 1
"22886" "GMGRH225-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Mycetophila" 1 1 1 1 1
"22887" "GMGRH2279-13" "Insecta" "Diptera" "Pipunculidae" "Pipunculinae" "Semicephalops" 1 1 1 1 1
"22888" "GMGRH2291-13" "Insecta" "Diptera" "Pipunculidae" "Pipunculinae" "Semicephalops" 1 1 1 1 1
"22889" "GMGRH2292-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Phronia" 1 1 1 0.99 0.99
"22890" "GMGRH2301-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Exechia" 1 1 1 1 1
"22891" "GMGRH2318-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Platurocypta" 0.98 0.82 0.52 0.29 0.18
"22892" "GMGRH2328-13" "Insecta" "Diptera" "Pipunculidae" "Nephrocerinae" "Nephrocerus" 0.98 0.89 0.18 0.18 0.18
"22893" "GMGRH2537-13" "Insecta" "Hymenoptera" "Cynipidae" "Cynipinae" "Synergus" 0.93 0.78 0.44 0.44 0.44
"22894" "GMGRH2661-13" "Insecta" "Hymenoptera" "Bethylidae" "Epyrinae" "Laelius" 1 1 1 1 1
"22895" "GMGRH2705-13" "Insecta" "Plecoptera" "Leuctridae" "Leuctrinae" "Leuctra" 0.99 0.43 0.4 0.4 0.4
"22896" "GMGRH299-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Platurocypta" 0.99 0.71 0.46 0.3 0.19
"22897" "GMGRH341-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Phronia" 1 1 1 1 1
"22898" "GMGRH365-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Exechia" 1 1 1 1 1
"22899" "GMGRH408-13" "Insecta" "Diptera" "Muscidae" "Coenosiinae" "Coenosia" 1 1 1 1 1
"22900" "GMGRH414-13" "Insecta" "Diptera" "Mycetophilidae" "Mycomyinae" "Neoempheria" 1 1 1 1 1
"22901" "GMGRH426-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Exechia" 1 1 1 1 1
"22902" "GMGRH560-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Phronia" 1 1 1 1 1
"22903" "GMGRH561-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Platurocypta" 0.98 0.72 0.46 0.3 0.21
"22904" "GMGRH570-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Zygomyia" 0.99 0.89 0.56 0.37 0.17
"22905" "GMGRH606-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Phronia" 1 1 1 1 1
"22906" "GMGRH614-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Phronia" 1 1 1 1 1
"22907" "GMGRH636-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Phronia" 1 0.94 0.63 0.6 0.3
"22908" "GMGRH655-13" "Insecta" "Diptera" "Mycetophilidae" "Mycomyinae" "Neoempheria" 1 1 1 1 1
"22909" "GMGRH679-13" "Insecta" "Diptera" "Scathophagidae" "Scathophaginae" "Coniosternum" 1 0.87 0.1 0.09 0.08
"22910" "GMGRH740-13" "Insecta" "Diptera" "Mycetophilidae" "Gnoristinae" "Saigusaia" 1 0.92 0.48 0.12 0.08
"22911" "GMGRH762-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Exechia" 1 1 1 1 1
"22912" "GMGRH791-13" "Insecta" "Diptera" "Mycetophilidae" "Gnoristinae" "Boletina" 1 1 1 1 1
"22913" "GMGRH793-13" "Insecta" "Diptera" "Mycetophilidae" "Gnoristinae" "Coelosynapha" 0.97 0.75 0.3 0.18 0.12
"22914" "GMGRH804-13" "Insecta" "Diptera" "Culicidae" "Anophelinae" "Anopheles" 1 0.91 0.21 0.21 0.21
"22915" "GMGRH847-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Phronia" 1 0.97 0.89 0.86 0.43
"22916" "GMGRH876-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Phronia" 1 0.97 0.89 0.86 0.43
"22917" "GMGRH885-13" "Insecta" "Diptera" "Pipunculidae" "Nephrocerinae" "Nephrocerus" 1 0.77 0.07 0.07 0.07
"22918" "GMGRH891-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Phronia" 1 1 1 1 1
"22919" "GMGRI009-13" "Insecta" "Hymenoptera" "Formicidae" "Formicinae" "Lasius" 1 1 0.99 0.99 0.99
"22920" "GMGRI078-13" "Insecta" "Coleoptera" "Leiodidae" "Leiodinae" "Leiodes" 1 0.55 0.4 0.4 0.4
"22921" "GMGRI081-13" "Insecta" "Hymenoptera" "Ichneumonidae" "Ctenopelmatinae" "Alexeter" 1 0.99 0.99 0.96 0.24
"22922" "GMGRI133-13" "Insecta" "Diptera" "Agromyzidae" "Phytomyzinae" "Cerodontha" 1 1 0.57 0.56 0.39
"22923" "GMGRI136-13" "Insecta" "Diptera" "Phoridae" "Phorinae" "Triphleba" 1 0.98 0.73 0.63 0.53
"22924" "GMGRI149-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Phronia" 1 0.97 0.89 0.86 0.43
"22925" "GMGRI159-13" "Insecta" "Diptera" "Phoridae" "Phorinae" "Triphleba" 1 1 1 1 1
"22926" "GMGRI260-13" "Insecta" "Diptera" "Pipunculidae" "Pipunculinae" "Semicephalops" 1 1 1 1 1
"22927" "GMGRI280-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Mycetophila" 1 1 1 1 1
"22928" "GMGRI293-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Phronia" 1 0.99 0.94 0.93 0.84
"22929" "GMGRI296-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Exechiopsis" 1 1 1 1 1
"22930" "GMGRI314-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Brevicornu" 1 0.86 0.64 0.55 0.28
"22931" "GMGRI363-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Exechia" 1 1 0.94 0.92 0.34
"22932" "GMGRI376-13" "Insecta" "Diptera" "Phoridae" "Phorinae" "Triphleba" 1 0.98 0.73 0.63 0.53
"22933" "GMGRI414-13" "Insecta" "Diptera" "Mycetophilidae" "Gnoristinae" "Saigusaia" 1 0.92 0.48 0.12 0.08
"22934" "GMGRI426-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Mycetophila" 1 1 0.99 0.99 0.93
"22935" "GMGRI453-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Brevicornu" 1 0.86 0.64 0.55 0.28
"22936" "GMGRI481-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Exechia" 1 1 0.91 0.91 0.66
"22937" "GMGRI504-13" "Insecta" "Diptera" "Keroplatidae" "Keroplatinae" "Orfelia" 1 1 1 1 1
"22938" "GMGRI527-13" "Insecta" "Diptera" "Dolichopodidae" "Sympycninae" "Teuchophorus" 1 0.99 0.35 0.34 0.31
"22939" "GMGRI562-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Exechia" 1 0.98 0.91 0.91 0.75
"22940" "GMGRI625-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Phronia" 1 0.91 0.86 0.85 0.74
"22941" "GMGRI638-13" "Insecta" "Diptera" "Chironomidae" "Prodiamesinae" "Monodiamesa" 0.98 0.72 0.03 0.03 0.03
"22942" "GMGRI648-13" "Insecta" "Hymenoptera" "Ichneumonidae" "Orthocentrinae" "Helictes" 1 1 1 0.83 0.81
"22943" "GMGRI661-13" "Insecta" "Hymenoptera" "Ichneumonidae" "Orthocentrinae" "Symplecis" 1 0.96 0.95 0.29 0.2
"22944" "GMGRI666-13" "Insecta" "Hymenoptera" "Ichneumonidae" "Orthocentrinae" "Plectiscidea" 1 1 1 0.92 0.85
"22945" "GMGRI670-13" "Insecta" "Hymenoptera" "Ichneumonidae" "Campopleginae" "Diadegma" 1 1 1 1 1
"22946" "GMGRI671-13" "Insecta" "Hymenoptera" "Braconidae" "Alysiinae" "Chorebus" 0.9 0.81 0.53 0.14 0.14
"22947" "GMGRI688-13" "Insecta" "Hymenoptera" "Ichneumonidae" "Phygadeuontinae" "Bathythrix" 1 1 1 1 1
"22948" "GMGRI689-13" "Insecta" "Hymenoptera" "Ichneumonidae" "Metopiinae" "Metopius" 1 0.95 0.93 0.09 0.09
"22949" "GMGRI694-13" "Insecta" "Hymenoptera" "Diapriidae" "Belytinae" "Aclista" 1 0.95 0.56 0.56 0.56
"22950" "GMGRI696-13" "Insecta" "Hymenoptera" "Ichneumonidae" "Cryptinae" "Oresbius" 0.95 0.65 0.27 0.13 0.13
"22951" "GMGRI722-13" "Insecta" "Diptera" "Mycetophilidae" "Mycomyinae" "Neoempheria" 1 1 1 1 1
"22952" "GMGRI771-13" "Insecta" "Diptera" "Mycetophilidae" "Mycetophilinae" "Exechia" 1 0.98 0.91 0.91 0.75
"22953" "GOBCL006-10" "Insecta" "Lepidoptera" "Geometridae" "Larentiinae" "Eupithecia" 1 0.9 0.74 0.58 0.21
"22954" "GODO037-18" "Insecta" "Diptera" "Cecidomyiidae" "Micromyinae" "Bryomyia" 0.97 0.35 0.08 0.08 0.07
"22955" "GODO038-18" "Insecta" "Odonata" "Libellulidae" "Sympetrinae" "Sympetrum" 1 0.84 0.81 0.52 0.52
"22956" "GODO039-18" "Insecta" "Odonata" "Libellulidae" "Sympetrinae" "Sympetrum" 1 0.68 0.46 0.25 0.25
"22957" "GODO042-19" "Insecta" "Odonata" "Libellulidae" "Leucorrhininae" "Leucorrhinia" 1 0.61 0.44 0.33 0.33
"22958" "GODO043-19" "Insecta" "Odonata" "Libellulidae" "Leucorrhininae" "Leucorrhinia" 1 0.77 0.76 0.65 0.65
"22959" "GODO044-19" "Insecta" "Odonata" "Libellulidae" "Leucorrhininae" "Leucorrhinia" 1 0.77 0.76 0.65 0.65
"22960" "GOMYR018-16" "Arachnida" "Araneae" "Theridiidae" "dummy_Theridiidae" "Dipoena" 0.2 0.2 0.03 0.03 0.03
"22961" "GOMYR030-16" "Arachnida" "Araneae" "Theridiidae" "dummy_Theridiidae" "Dipoena" 0.21 0.21 0.03 0.03 0.03
"22962" "GOMYR037-16" "Insecta" "Diptera" "Chamaemyiidae" "Chamaemyiinae" "Parochthiphila" 0.88 0.59 0.09 0.09 0.08
"22963" "GOMYR042-16" "Arachnida" "Araneae" "Dictynidae" "dummy_Dictynidae" "Argyroneta" 0.52 0.52 0.1 0.1 0.1
"22964" "GOMYR045-16" "Insecta" "Diptera" "Hybotidae" "Tachydromiinae" "Elaphropeza" 0.91 0.59 0.14 0.14 0.14
"22965" "GOMYR046-16" "Arachnida" "Araneae" "Theridiidae" "dummy_Theridiidae" "Dipoena" 0.28 0.24 0.06 0.06 0.06
"22966" "GOMYR047-16" "Insecta" "Coleoptera" "Dermestidae" "Megatominae" "Globicornis" 0.92 0.26 0.1 0.1 0.08
"22967" "GOMYR108-17" "Insecta" "Diptera" "Cecidomyiidae" "Micromyinae" "Campylomyza" 0.84 0.54 0.06 0.04 0.04
"22968" "GOMYR111-17" "Insecta" "Diptera" "Ulidiidae" "Otitinae" "Tetanops" 0.89 0.5 0.2 0.2 0.2
"22969" "GOMYR132-17" "Insecta" "Coleoptera" "Dermestidae" "Megatominae" "Globicornis" 0.96 0.29 0.1 0.1 0.08
"22970" "GOMYR147-17" "Insecta" "Coleoptera" "Dermestidae" "Megatominae" "Globicornis" 0.92 0.26 0.1 0.1 0.08
"22971" "GOMYR175-17" "Arachnida" "Araneae" "Dictynidae" "dummy_Dictynidae" "Argyroneta" 0.52 0.52 0.1 0.1 0.1
"22972" "GOMYR219-17" "Arachnida" "Araneae" "Cheiracanthiidae" "dummy_Cheiracanthiidae" "Cheiracanthium" 0.23 0.19 0.11 0.11 0.11
"22973" "GPLE033-18" "Insecta" "Plecoptera" "Taeniopterygidae" "Brachypterainae" "Rhabdiopteryx" 1 0.29 0.17 0.17 0.17
"22974" "GRACI311-08" "Insecta" "Diptera" "Syrphidae" "Eristalinae" "Ceriana" 1 0.71 0.19 0.17 0.09
"22975" "GRPAL557-11" "Insecta" "Lepidoptera" "Gracillariidae" "Lithocolletinae" "Phyllonorycter" 1 1 0.98 0.98 0.98
"22976" "GSCMA900-11" "Insecta" "Lepidoptera" "Sesiidae" "Sesiinae" "Synanthedon" 1 0.66 0.3 0.3 0.27
"22977" "GST248-15" "Insecta" "Plecoptera" "Taeniopterygidae" "Brachypterainae" "Rhabdiopteryx" 1 0.22 0.11 0.11 0.11
"22978" "GST249-15" "Insecta" "Plecoptera" "Taeniopterygidae" "Brachypterainae" "Rhabdiopteryx" 1 0.22 0.11 0.11 0.11
"22979" "GST250-15" "Insecta" "Plecoptera" "Taeniopterygidae" "Brachypterainae" "Rhabdiopteryx" 0.99 0.27 0.21 0.21 0.21
"22980" "GST252-15" "Insecta" "Diptera" "Limoniidae" "Chioneinae" "Hoplolabis" 0.97 0.64 0.23 0.23 0.18
"22981" "GST309-15" "Insecta" "Neuroptera" "Myrmeleontidae" "Myrmeleontinae" "Myrmeleon" 1 0.14 0.14 0.14 0.14
"22982" "GST310-15" "Insecta" "Neuroptera" "Myrmeleontidae" "Myrmeleontinae" "Myrmeleon" 0.99 0.11 0.11 0.11 0.11
"22983" "GST311-15" "Insecta" "Neuroptera" "Myrmeleontidae" "Myrmeleontinae" "Myrmeleon" 0.99 0.12 0.12 0.12 0.12
"22984" "GST312-15" "Insecta" "Neuroptera" "Myrmeleontidae" "Myrmeleontinae" "Myrmeleon" 0.99 0.09 0.09 0.09 0.09
"22985" "GST328-15" "Insecta" "Trichoptera" "Apataniidae" "Apataniinae" "Apatania" 1 1 1 1 1
"22986" "GST329-15" "Insecta" "Trichoptera" "Apataniidae" "Apataniinae" "Apatania" 1 1 1 1 1
"22987" "GST330-15" "Insecta" "Trichoptera" "Apataniidae" "Apataniinae" "Apatania" 1 1 1 1 1
"22988" "GST331-15" "Insecta" "Trichoptera" "Leptoceridae" "Leptocerinae" "Oecetis" 0.99 0.51 0.45 0.45 0.42
"22989" "GST332-15" "Insecta" "Trichoptera" "Leptoceridae" "Leptocerinae" "Oecetis" 0.99 0.51 0.45 0.45 0.42
"22990" "GST333-15" "Insecta" "Trichoptera" "Leptoceridae" "Leptocerinae" "Oecetis" 0.99 0.51 0.45 0.45 0.42
"22991" "GST334-15" "Insecta" "Trichoptera" "Leptoceridae" "Leptocerinae" "Oecetis" 0.99 0.55 0.54 0.54 0.44
"22992" "GST351-15" "Insecta" "Diptera" "Cecidomyiidae" "Micromyinae" "Campylomyza" 0.96 0.25 0.12 0.12 0.12
"22993" "GST352-15" "Insecta" "Diptera" "Cecidomyiidae" "Micromyinae" "Campylomyza" 0.96 0.25 0.12 0.12 0.12
"22994" "GST353-15" "Insecta" "Diptera" "Cecidomyiidae" "Micromyinae" "Campylomyza" 0.96 0.25 0.12 0.12 0.12
"22995" "GST354-15" "Insecta" "Diptera" "Cecidomyiidae" "Micromyinae" "Campylomyza" 0.96 0.25 0.12 0.12 0.12
"22996" "GST355-15" "Insecta" "Diptera" "Cecidomyiidae" "Micromyinae" "Campylomyza" 0.96 0.25 0.12 0.12 0.12
"22997" "GST356-15" "Insecta" "Diptera" "Cecidomyiidae" "Micromyinae" "Campylomyza" 0.96 0.25 0.12 0.12 0.12
"22998" "GST357-15" "Insecta" "Lepidoptera" "Cossidae" "Zeuzerinae" "Zeuzera" 0.99 0.17 0.12 0.12 0.12
"22999" "GST358-15" "Insecta" "Trichoptera" "Beraeidae" "dummy_Beraeidae" "Beraea" 1 1 1 1 1
"23000" "GST359-15" "Insecta" "Trichoptera" "Beraeidae" "dummy_Beraeidae" "Beraea" 1 1 1 1 1
"23001" "GST394-15" "Insecta" "Trichoptera" "Psychomyiidae" "Psychomyiinae" "Lype" 1 1 1 1 1
"23002" "GST398-15" "Insecta" "Trichoptera" "Limnephilidae" "Limnephilinae" "Micropterna" 1 1 1 1 1
"23003" "GTRI006-18" "Insecta" "Trichoptera" "Limnephilidae" "Drusinae" "Ecclisopteryx" 0.99 0.66 0.65 0.28 0.28
"23004" "GTRI056-18" "Insecta" "Trichoptera" "Hydroptilidae" "Hydroptilinae" "Hydroptila" 1 1 1 1 1
"23005" "GTRI086-18" "Insecta" "Trichoptera" "Leptoceridae" "Leptocerinae" "Oecetis" 1 1 1 1 1
"23006" "GTRI090-18" "Insecta" "Trichoptera" "Phryganeidae" "Phryganeinae" "Trichostegia" 1 0.26 0.21 0.21 0.19
"23007" "GTRI091-18" "Insecta" "Trichoptera" "Hydroptilidae" "Hydroptilinae" "Hydroptila" 1 1 1 1 1
"23008" "GTRI093-18" "Insecta" "Trichoptera" "Leptoceridae" "Leptocerinae" "Ceraclea" 1 1 1 1 1
"23009" "GTRI126-18" "Insecta" "Trichoptera" "Hydroptilidae" "Hydroptilinae" "Hydroptila" 1 1 1 1 1
"23010" "GTRI133-18" "Insecta" "Trichoptera" "Hydroptilidae" "Hydroptilinae" "Hydroptila" 1 1 1 1 1
"23011" "GTRI165-18" "Insecta" "Trichoptera" "Hydroptilidae" "Hydroptilinae" "Hydroptila" 1 1 1 1 1
"23012" "GTRI166-18" "Insecta" "Trichoptera" "Hydroptilidae" "Hydroptilinae" "Hydroptila" 1 1 1 1 1
"23013" "GTRI167-18" "Insecta" "Lepidoptera" "Pyralidae" "Phycitinae" "Salebriopsis" 1 0.18 0.1 0.1 0.1
"23014" "GTRI168-18" "Insecta" "Lepidoptera" "Pyralidae" "Phycitinae" "Salebriopsis" 1 0.19 0.11 0.11 0.11
"23015" "GTRI174-18" "Insecta" "Trichoptera" "Limnephilidae" "Limnephilinae" "Halesus" 1 1 1 1 1
"23016" "GTRI176-18" "Insecta" "Trichoptera" "Sericostomatidae" "dummy_Sericostomatidae" "Sericostoma" 1 1 1 1 1
"23017" "GTRI179-18" "Insecta" "Diptera" "Tephritidae" "Trypetinae" "Trypeta" 0.92 0.42 0.08 0.08 0.08
"23018" "GWONA950-14" "Insecta" "Lepidoptera" "Geometridae" "Larentiinae" "Horisme" 1 0.98 0.74 0.73 0.44
"23019" "GWOR1603-07" "Insecta" "Lepidoptera" "Geometridae" "Larentiinae" "Eupithecia" 1 1 0.99 0.99 0.99
"23020" "GWOR1609-07" "Insecta" "Lepidoptera" "Geometridae" "Larentiinae" "Eupithecia" 1 1 1 1 1
"23021" "GWOR1616-07" "Insecta" "Lepidoptera" "Geometridae" "Larentiinae" "Eupithecia" 1 1 1 1 1
"23022" "GWOR1679-07" "Insecta" "Lepidoptera" "Geometridae" "Larentiinae" "Cosmorhoe" 1 0.99 0.67 0.66 0.36
"23023" "GWOR2611-08" "Insecta" "Lepidoptera" "Geometridae" "Larentiinae" "Euphyia" 1 1 1 1 1
"23024" "GWOR3764-09" "Insecta" "Lepidoptera" "Geometridae" "Larentiinae" "Venusia" 1 1 1 1 1
"23025" "GWOR3767-09" "Insecta" "Lepidoptera" "Geometridae" "Larentiinae" "Anticollix" 1 1 1 1 1
"23026" "GWOR3771-09" "Insecta" "Lepidoptera" "Geometridae" "Larentiinae" "Eupithecia" 1 0.97 0.94 0.93 0.92
"23027" "GWOR3772-09" "Insecta" "Lepidoptera" "Geometridae" "Ennominae" "Deileptenia" 1 1 1 1 1
"23028" "GWOR3775-09" "Insecta" "Lepidoptera" "Geometridae" "Larentiinae" "Eupithecia" 1 0.97 0.94 0.93 0.92
"23029" "GWOR3776-09" "Insecta" "Lepidoptera" "Geometridae" "Ennominae" "Arichanna" 1 1 1 1 1
"23030" "GWOR3786-09" "Insecta" "Lepidoptera" "Geometridae" "Ennominae" "Macaria" 1 1 1 1 1
"23031" "GWOR3789-09" "Insecta" "Lepidoptera" "Geometridae" "Ennominae" "Cepphis" 1 1 1 1 1
"23032" "GWOR3807-09" "Insecta" "Lepidoptera" "Geometridae" "Larentiinae" "Trichopteryx" 1 1 1 1 1
"23033" "GWOR3818-09" "Insecta" "Lepidoptera" "Geometridae" "Larentiinae" "Asthena" 1 1 1 1 1
"23034" "GWOR3819-09" "Insecta" "Lepidoptera" "Geometridae" "Larentiinae" "Venusia" 1 1 1 1 1
"23035" "GWOR3831-09" "Insecta" "Lepidoptera" "Geometridae" "Larentiinae" "Eustroma" 1 1 1 1 1
"23036" "GWOR3843-09" "Insecta" "Lepidoptera" "Pyralidae" "Phycitinae" "Psorosa" 1 0.89 0.11 0.11 0.06
"23037" "GWOR3847-09" "Insecta" "Lepidoptera" "Notodontidae" "Cerurinae" "Furcula" 1 1 0.99 0.99 0.99
"23038" "GWOR3853-09" "Insecta" "Lepidoptera" "Erebidae" "Arctiinae" "Diaphora" 1 1 1 1 1
"23039" "GWOR3856-09" "Insecta" "Lepidoptera" "Pyralidae" "Phycitinae" "Psorosa" 1 0.89 0.11 0.11 0.06
"23040" "GWOR3857-09" "Insecta" "Lepidoptera" "Geometridae" "Ennominae" "Phigalia" 1 1 1 1 1
"23041" "GWOR3860-09" "Insecta" "Lepidoptera" "Noctuidae" "Noctuinae" "Apamea" 1 1 1 1 1
