ID	class	order	family	subfamily	tribe	genus	species	Prob_class	Prob_order	Prob_family	Prob_subfamily	Prob_tribe	Prob_genus	Prob_species
EULEP5085-16	Insecta	Lepidoptera	Nymphalidae	Satyrinae	dummy_Satyrinae	Hyponephele	Hyponephele_lycaon	1	1	1	1	1	0.9703999999999999	0.9703999999999999
EULEP6203-20	Insecta	Lepidoptera	Nymphalidae	Satyrinae	Satyrini	Erebia	Erebia_ligea	1	1	1	1	1	1	0.8385
GBLAB1346-14	Insecta	Lepidoptera	Gelechiidae	Anacampsinae	Anacampsini	Aproaerema	Aproaerema_wormiella	1	1	1	1	1	1	0.8836
FGMLA758-12	Insecta	Lepidoptera	Gelechiidae	Anomologinae	dummy_Anomologinae	Apodia	Apodia_martinii	1	1	1	1	1	0.6773999999999999	0.6773999999999999
FGMLA164-12	Insecta	Lepidoptera	Gelechiidae	Anomologinae	dummy_Anomologinae	Argolamprotes	Argolamprotes_micella	1	1	1	1	1	0.9996	0.9996
FBLMV887-09	Insecta	Lepidoptera	Gelechiidae	Anomologinae	dummy_Anomologinae	Oxypteryx	Oxypteryx_wilkella	1	1	1	1	1	1	0.9994
FGMLD191-13	Insecta	Lepidoptera	Gelechiidae	Anomologinae	dummy_Anomologinae	Monochroa	Monochroa_ferrea	1	1	1	1	1	1	0.9996
FGMLD292-13	Insecta	Lepidoptera	Gelechiidae	Gelechiinae	dummy_Gelechiinae	Carpatolechia	Carpatolechia_alburnella	1	1	1	1	1	1	0.9986
FBLMW687-10	Insecta	Lepidoptera	Gelechiidae	Gelechiinae	dummy_Gelechiinae	Neotelphusa	Neotelphusa_sequax	1	1	1	1	1	0.9993	0.9993
FBLMW921-10	Insecta	Lepidoptera	Gelechiidae	Gelechiinae	dummy_Gelechiinae	Teleiodes	Teleiodes_wagae	1	1	1	1	0.7621	0.7621	0.5072
FGMLH370-16	Insecta	Lepidoptera	Gelechiidae	Gelechiinae	dummy_Gelechiinae	Teleiopsis	Teleiopsis_diffinis	1	1	1	1	1	0.9991	0.9991
FGMLD503-13	Insecta	Lepidoptera	Gelechiidae	Gelechiinae	dummy_Gelechiinae	Klimeschiopsis	Klimeschiopsis_kiningerella	1	1	1	1	1	0.9996	0.9996
FGMLB432-13	Insecta	Lepidoptera	Gelechiidae	Gelechiinae	dummy_Gelechiinae	Gelechia	Gelechia_turpella	1	1	1	1	1	1	0.9994
GBLAF692-14	Insecta	Lepidoptera	Gelechiidae	Gelechiinae	Gelechiini	Aroga	Aroga_velocella	1	1	1	1	1	0.9996	0.9996
FGMLG468-15	Insecta	Lepidoptera	Gelechiidae	Gelechiinae	Gnorimoschemini	Scrobipalpula	unk	1	1	1	1	1	1	0.7413
FGMLA454-12	Insecta	Lepidoptera	Gelechiidae	Dichomeridinae	dummy_Dichomeridinae	Helcystogramma	Helcystogramma_rufescens	1	1	1	1	1	1	0.9988
GWOTF685-12	Insecta	Lepidoptera	Lycaenidae	Polyommatinae	dummy_Polyommatinae	Pseudophilotes	Pseudophilotes_vicrama	1	1	1	1	1	0.8214	0.8214
GWOSK859-11	Insecta	Lepidoptera	Lycaenidae	Polyommatinae	Polyommatini	Polyommatus	unk	1	1	1	1	1	0.9862	0.5421
GBLAA1433-15	Insecta	Lepidoptera	Lycaenidae	Theclinae	Eumaeini	Satyrium	Satyrium_pruni	1	1	1	1	1	1	0.9983
GWOR4207-09	Insecta	Lepidoptera	Notodontidae	Cerurinae	dummy_Cerurinae	Cerura	Cerura_vinula	1	1	1	1	1	1	0.9994999999999999
GBLAD162-14	Insecta	Lepidoptera	Notodontidae	Notodontinae	dummy_Notodontinae	Notodonta	Notodonta_tritophus	1	1	1	1	1	1	0.9291
GWOTA549-12	Insecta	Lepidoptera	Notodontidae	Notodontinae	dummy_Notodontinae	Ptilophora	Ptilophora_plumigera	1	1	1	1	1	0.9632	0.9632
GBLAF482-14	Insecta	Lepidoptera	Notodontidae	Pygaerinae	dummy_Pygaerinae	Clostera	Clostera_curtula	1	1	1	1	1	1	0.9989
FBLMW472-10	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Eucosmini	Epiblema	Epiblema_sticticana	1	1	1	1	1	1	0.9993
FBLMS313-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Eucosmini	Epinotia	Epinotia_subocellana	1	1	1	1	1	1	0.9992
FBLMV768-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Eucosmini	Epinotia	Epinotia_ramella	1	1	1	1	1	1	0.9847
FBLMS178-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Eucosmini	Thiodia	Thiodia_citrana	1	1	1	1	1	0.9649	0.9649
FBLMS160-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Olethreutini	Hedya	Hedya_pruniana	1	1	1	1	1	1	0.9987
FBLMV632-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Olethreutini	Celypha	Celypha_rivulana	1	1	1	1	1	1	0.9984
GWORO965-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Olethreutini	Phiaris	Phiaris_bipunctana	1	1	1	1	1	1	0.9546000000000001
FBLMT602-09	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Olethreutini	Endothenia	Endothenia_quadrimaculana	1	1	1	1	1	1	0.9989
FBLMZ643-12	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Olethreutini	Endothenia	Endothenia_nigricostana	1	1	1	1	1	1	0.9992
FBLMZ714-12	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Enarmoniini	Ancylis	Ancylis_myrtillana	1	1	1	1	1	1	0.9994999999999999
FBLMT163-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Archipini	Philedone	Philedone_gerningana	1	1	1	1	1	0.9608	0.9608
FBLMT154-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Archipini	Argyrotaenia	Argyrotaenia_ljungiana	1	1	1	1	1	0.9992	0.9992
FBLMT176-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Archipini	Ptycholoma	Ptycholoma_lecheana	1	1	1	1	1	0.9986	0.9986
FBLMT116-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	Tortricini	Acleris	Acleris_forsskaleana	1	1	1	1	1	1	0.9986
AMTPC088-15	Insecta	Lepidoptera	Tortricidae	Tortricinae	Cnephasiini	Cnephasia	unk	1	1	1	1	1	1	0.812
FBLMV749-09	Insecta	Lepidoptera	Tortricidae	Tortricinae	dummy_Tortricinae	Neocochylis	Neocochylis_dubitana	1	1	1	1	1	1	0.9983
FBLMV862-09	Insecta	Lepidoptera	Elachistidae	Elachistinae	dummy_Elachistinae	Elachista	Elachista_maculicerusella	1	1	1	1	1	1	0.9993
ODOPE301-11	Insecta	Lepidoptera	Glyphipterigidae	Orthoteliinae	dummy_Orthoteliinae	Orthotelia	Orthotelia_sparganella	1	1	1	0.9998	0.9998	0.9998	0.9998
LEPVM211-13	Insecta	Lepidoptera	Psychidae	Oiketicinae	dummy_Oiketicinae	Sterrhopterix	Sterrhopterix_fusca	1	1	1	1	1	1	0.9982
ODOPE736-11	Insecta	Lepidoptera	Sphingidae	Macroglossinae	Hemarini	Hemaris	Hemaris_fuciformis	1	1	1	1	1	1	0.9991
GBLAB164-13	Insecta	Lepidoptera	Sphingidae	Sphinginae	Sphingini	Sphinx	Sphinx_ligustri	1	1	1	1	1	0.9986	0.9986
ODOPE732-11	Insecta	Lepidoptera	Lasiocampidae	Lasiocampinae	dummy_Lasiocampinae	Lasiocampa	Lasiocampa_quercus	1	1	1	1	1	1	0.9662999999999999
FBLMU946-09	Insecta	Lepidoptera	Lasiocampidae	Poecilocampinae	dummy_Poecilocampinae	Trichiura	Trichiura_crataegi	1	1	1	1	1	0.9411	0.9411
GBLAC039-13	Insecta	Lepidoptera	Drepanidae	Drepaninae	dummy_Drepaninae	Watsonalla	Watsonalla_binaria	1	1	1	1	1	0.9996	0.9996
ODOPE708-11	Insecta	Lepidoptera	Erebidae	Arctiinae	Lithosiini	Setina	Setina_irrorella	1	1	1	1	1	0.8025	0.8025
GBLAA1679-15	Insecta	Lepidoptera	Erebidae	Arctiinae	Lithosiini	Nudaria	Nudaria_mundana	1	1	1	1	1	0.9994999999999999	0.9994999999999999
AMTPC237-15	Insecta	Lepidoptera	Erebidae	Hypeninae	dummy_Hypeninae	Hypena	Hypena_crassalis	1	1	1	1	1	1	0.9991
GWOSI799-10	Insecta	Lepidoptera	Erebidae	Hypenodinae	dummy_Hypenodinae	Schrankia	Schrankia_costaestrigalis	1	1	1	1	1	0.9992	0.9992
GBLAA2797-15	Insecta	Lepidoptera	Noctuidae	Condicinae	Leuconyctini	Eucarta	Eucarta_virgo	1	1	1	0.9481	0.9481	0.9481	0.9481
FBLMX274-11	Insecta	Lepidoptera	Noctuidae	Noctuinae	Actinotiini	Chloantha	Chloantha_hyperici	1	1	1	1	1	0.9991	0.9991
FBLMZ117-12	Insecta	Lepidoptera	Noctuidae	Noctuinae	Apameini	Globia	Globia_sparganii	1	1	1	1	1	1	0.9983
GBLAA1290-15	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Apamea	Apamea_sordens	1	1	1	1	1	1	0.9343
GWOSA387-10	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Luperina	Luperina_testacea	1	1	1	1	1	0.9991	0.9991
FBLMW357-10	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Luperina	Luperina_testacea	1	1	1	1	1	0.9991	0.9991
GBLAC833-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	dummy_Noctuinae	Conistra	Conistra_vaccinii	1	1	1	1	1	1	0.9066000000000001
GBLAB738-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Anchoscelis	Anchoscelis_helvola	1	1	1	1	1	1	0.9994
GWORO983-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Anchoscelis	Anchoscelis_nitida	1	1	1	1	1	1	0.9097000000000001
GBLAC267-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Ipimorpha	Ipimorpha_retusa	1	1	1	1	1	1	0.999
GBLAA2820-15	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xylenini	Leptologia	Leptologia_lota	1	1	1	1	1	1	0.9991
GWORO705-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Leucaniini	Eriopygodes	Eriopygodes_imbecillus	1	1	1	1	1	0.9311	0.9311
FBLMT865-09	Insecta	Lepidoptera	Noctuidae	Noctuinae	Leucaniini	Leucania	Leucania_obsoleta	1	1	1	1	1	1	0.9987
GWOSI794-10	Insecta	Lepidoptera	Noctuidae	Noctuinae	Hadenini	Anarta	Anarta_myrtilli	1	1	1	1	1	1	0.9988
ISSWG090-20	Insecta	Lepidoptera	Noctuidae	Noctuinae	Hadenini	Sideridis	Sideridis_reticulata	1	1	1	1	1	1	0.9986
AMTPC036-15	Insecta	Lepidoptera	Noctuidae	Noctuinae	Hadenini	Sideridis	Sideridis_rivularis	1	1	1	1	1	1	0.9991
ODOPE278-11	Insecta	Lepidoptera	Noctuidae	Noctuinae	Noctuini	Agrotis	Agrotis_vestigialis	1	1	1	1	1	1	0.9982
GBLAF455-14	Insecta	Lepidoptera	Noctuidae	Noctuinae	Caradrinini	Charanyca	Charanyca_trigrammica	1	1	1	1	1	0.9993	0.9993
AMTPC053-15	Insecta	Lepidoptera	Noctuidae	Cuculliinae	dummy_Cuculliinae	Cucullia	Cucullia_lucifuga	1	1	1	1	1	1	0.9984999999999999
GWOTL004-13	Insecta	Lepidoptera	Noctuidae	Dilobinae	dummy_Dilobinae	Diloba	Diloba_caeruleocephala	1	1	1	0.9295	0.9295	0.9295	0.9295
FBLMW117-10	Insecta	Lepidoptera	Noctuidae	Metoponiinae	dummy_Metoponiinae	Panemeria	Panemeria_tenebrata	1	1	1	1	1	0.9252	0.9252
GWORL308-09	Insecta	Lepidoptera	Noctuidae	Plusiinae	Plusiini	Autographa	Autographa_bractea	1	1	1	1	1	1	0.9983
GBLAF500-14	Insecta	Lepidoptera	Noctuidae	Plusiinae	Plusiini	Plusia	Plusia_festucae	1	1	1	1	1	1	0.9941
FBLMV180-09	Insecta	Lepidoptera	Noctuidae	Pantheinae	dummy_Pantheinae	Panthea	Panthea_coenobita	1	1	1	1	1	0.9992	0.9992
FBLMV864-09	Insecta	Lepidoptera	Coleophoridae	Coleophorinae	dummy_Coleophorinae	Coleophora	Coleophora_lixella	1	1	1	1	1	1	0.9053
FBLMZ003-12	Insecta	Lepidoptera	Bucculatricidae	dummy_Bucculatricidae	dummy_Bucculatricidae	Bucculatrix	Bucculatrix_thoracella	1	1	1	1	1	1	0.9537000000000001
ODOPE780-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	Vitula	Vitula_biviella	1	1	1	1	1	0.9994	0.9994
ODOPE831-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	Phycitodes	Phycitodes_albatella	1	1	1	1	1	1	0.9992
FBLMV793-09	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	Ortholepis	Ortholepis_betulae	1	1	1	1	1	1	0.9949
FBLMS392-09	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	Pyla	Pyla_fusca	1	1	1	1	1	0.9992	0.9992
ODOPE920-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	Dioryctria	Dioryctria_abietella	1	1	1	1	1	1	0.9977
ODOPE903-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	dummy_Phycitinae	Oncocera	Oncocera_semirubella	1	1	1	1	1	0.9994	0.9994
GWORL575-09	Insecta	Lepidoptera	Pyralidae	Pyralinae	dummy_Pyralinae	Hypsopygia	Hypsopygia_glaucinalis	1	1	1	1	1	1	0.9994999999999999
GWORE2200-09	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	Apeira	Apeira_syringaria	1	1	1	1	1	0.8614	0.8614
GWORM317-09	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	Phigalia	Phigalia_pilosaria	1	1	1	1	1	0.9311	0.9311
GBLAC628-13	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	Deileptenia	Deileptenia_ribeata	1	1	1	1	1	0.9992	0.9992
GWORD1074-08	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	Paradarisa	Paradarisa_consonaria	1	1	1	1	1	0.9994999999999999	0.9994999999999999
GWOTL430-13	Insecta	Lepidoptera	Geometridae	Ennominae	Ourapterygini	Ourapteryx	Ourapteryx_sambucaria	1	1	1	1	0.9997	0.9997	0.9997
GBLAF720-14	Insecta	Lepidoptera	Geometridae	Geometrinae	dummy_Geometrinae	Jodis	Jodis_putata	1	1	1	1	1	1	0.9984999999999999
GBLAB115-13	Insecta	Lepidoptera	Geometridae	Larentiinae	Eupitheciini	Eupithecia	Eupithecia_abietaria	1	1	1	1	1	1	0.9989
GBLAA739-14	Insecta	Lepidoptera	Geometridae	Larentiinae	Eupitheciini	Eupithecia	Eupithecia_indigata	1	1	1	1	1	1	0.8953
FBLMS214-09	Insecta	Lepidoptera	Geometridae	Larentiinae	Eupitheciini	Eupithecia	Eupithecia_conterminata	1	1	1	1	1	1	0.6737
GWOTI867-12	Insecta	Lepidoptera	Geometridae	Larentiinae	Eupitheciini	Eupithecia	Eupithecia_pimpinellata	1	1	1	1	1	1	0.9602999999999999
GWORP374-09	Insecta	Lepidoptera	Geometridae	Larentiinae	Eupitheciini	Eupithecia	Eupithecia_linariata	1	1	1	1	1	1	0.6913999999999999
GBLAC1024-13	Insecta	Lepidoptera	Geometridae	Larentiinae	Eupitheciini	Eupithecia	Eupithecia_lanceata	1	1	1	1	1	1	0.8444
GWOSP905-11	Insecta	Lepidoptera	Geometridae	Larentiinae	Eupitheciini	Eupithecia	Eupithecia_centaureata	1	1	1	1	1	1	0.9628
FBLMZ569-12	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	Acasis	Acasis_appensata	1	1	1	1	1	1	0.9984
GWORL678-09	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	Xanthorhoe	Xanthorhoe_fluctuata	1	1	1	1	1	1	0.6980999999999999
GBLAC1083-13	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	Eulithis	Eulithis_mellinata	1	1	1	1	1	1	0.9109
GBLAA2319-15	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	Costaconvexa	Costaconvexa_polygrammata	1	1	1	1	1	0.9996	0.9996
GWOTI474-12	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	Catarhoe	Catarhoe_rubidata	1	1	1	1	1	1	0.6869999999999999
GBLAC660-13	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	Asthena	Asthena_anseraria	1	1	1	1	1	1	0.9994
GBLGC098-12	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	Venusia	Venusia_blomeri	1	1	1	1	1	1	0.9991
GWOTD298-12	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	unk	unk	1	1	1	1	1	0.5	0.5
FBLMW369-10	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	Lampropteryx	Lampropteryx_otregiata	1	1	1	1	1	1	0.9986
GWORM060-09	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	Orthonama	Orthonama_vittata	1	1	1	1	1	1	0.9994
GWOSA599-10	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	Triphosa	Triphosa_dubitata	1	1	1	1	1	0.6414	0.6414
GWORM219-09	Insecta	Lepidoptera	Geometridae	Sterrhinae	dummy_Sterrhinae	Scopula	Scopula_caricaria	1	1	1	1	1	1	0.9991
FBLMU123-09	Insecta	Lepidoptera	Momphidae	dummy_Momphidae	dummy_Momphidae	Mompha	Mompha_langiella	1	1	1	1	1	1	0.9997
FBLMX043-11	Insecta	Lepidoptera	Gracillariidae	Gracillariinae	dummy_Gracillariinae	Gracillaria	Gracillaria_syringella	1	1	1	1	1	0.9997	0.9997
FBLMW847-10	Insecta	Lepidoptera	Gracillariidae	Lithocolletinae	dummy_Lithocolletinae	Phyllonorycter	Phyllonorycter_klemannella	1	1	1	1	1	1	0.9759
FBLMW818-10	Insecta	Lepidoptera	Gracillariidae	Lithocolletinae	dummy_Lithocolletinae	Phyllonorycter	Phyllonorycter_tristrigella	1	1	1	1	1	1	0.9994999999999999
FBLMU399-09	Insecta	Lepidoptera	Yponomeutidae	Yponomeutinae	dummy_Yponomeutinae	Yponomeuta	Yponomeuta_irrorella	1	1	1	1	1	1	0.9971
FBLMU189-09	Insecta	Lepidoptera	Yponomeutidae	Yponomeutinae	dummy_Yponomeutinae	Yponomeuta	Yponomeuta_sedella	1	1	1	1	1	1	0.9996
FBLMW468-10	Insecta	Lepidoptera	Ypsolophidae	Ypsolophinae	dummy_Ypsolophinae	Ypsolopha	Ypsolopha_vittella	1	1	1	1	1	1	0.9643999999999999
FGMLD597-13	Insecta	Lepidoptera	Nepticulidae	dummy_Nepticulidae	dummy_Nepticulidae	Trifurcula	Trifurcula_subnitidella	1	1	1	1	1	0.9998	0.9998
FBLMX014-11	Insecta	Lepidoptera	Nepticulidae	dummy_Nepticulidae	dummy_Nepticulidae	Ectoedemia	Ectoedemia_occultella	1	1	1	1	1	1	0.9541000000000001
FGMLD625-13	Insecta	Lepidoptera	Nepticulidae	dummy_Nepticulidae	dummy_Nepticulidae	Ectoedemia	Ectoedemia_argyropeza	1	1	1	1	1	1	0.9984999999999999
FGMLG125-15	Insecta	Lepidoptera	Nepticulidae	dummy_Nepticulidae	dummy_Nepticulidae	Etainia	Etainia_sericopeza	1	1	1	1	1	1	0.9466000000000001
NEPTA1415-15	Insecta	Lepidoptera	Nepticulidae	dummy_Nepticulidae	dummy_Nepticulidae	Stigmella	Stigmella_assimilella	1	1	1	1	1	1	0.999
FBLMW239-10	Insecta	Lepidoptera	Tineidae	dummy_Tineidae	dummy_Tineidae	Stenoptinea	Stenoptinea_cyaneimarmorella	1	1	1	1	1	0.9998	0.9998
FBLMT732-09	Insecta	Lepidoptera	Tineidae	dummy_Tineidae	dummy_Tineidae	Infurcitinea	Infurcitinea_ignicomella	1	1	1	1	1	0.6951999999999999	0.6951999999999999
FBLMW244-10	Insecta	Lepidoptera	Tineidae	Nemapogoninae	dummy_Nemapogoninae	Triaxomera	Triaxomera_fulvimitrella	1	1	1	1	1	0.5234	0.5234
FBLMW265-10	Insecta	Lepidoptera	Tineidae	Tineinae	dummy_Tineinae	Niditinea	Niditinea_fuscella	1	1	1	1	1	1	0.8801
FBLMW242-10	Insecta	Lepidoptera	Tineidae	Scardiinae	dummy_Scardiinae	Montescardia	Montescardia_tessulatellus	1	1	1	1	1	0.9994	0.9994
GBEPT617-14	Insecta	Trichoptera	Limnephilidae	Limnephilinae	dummy_Limnephilinae	Micropterna	Micropterna_lateralis	1	1	1	1	1	1	0.9989
FBAQU1229-12	Insecta	Trichoptera	Limnephilidae	Limnephilinae	dummy_Limnephilinae	Potamophylax	Potamophylax_rotundipennis	1	1	1	1	1	1	0.97
GBEPT1619-14	Insecta	Trichoptera	Limnephilidae	Limnephilinae	dummy_Limnephilinae	Hydatophylax	Hydatophylax_infumatus	1	1	1	1	1	0.9848	0.9848
GBEPT2152-15	Insecta	Trichoptera	Limnephilidae	Limnephilinae	dummy_Limnephilinae	Limnephilus	Limnephilus_affinis	1	1	1	1	1	1	0.9993
FBCAD083-10	Insecta	Trichoptera	Goeridae	Goerinae	dummy_Goerinae	unk	unk	1	1	0.9999	0.9999	0.9999	0.935	0.935
GBMIX191-14	Insecta	Trichoptera	Beraeidae	dummy_Beraeidae	dummy_Beraeidae	unk	unk	1	1	0.9936	0.9936	0.9936	0.9062	0.9062
FBCAD090-10	Insecta	Trichoptera	Psychomyiidae	unk	unk	unk	unk	1	1	1	0.5	0.5	0.5	0.5
GBEPT1564-14	Insecta	Trichoptera	Hydropsychidae	Hydropsychinae	dummy_Hydropsychinae	Hydropsyche	Hydropsyche_angustipennis	1	1	1	1	1	1	0.9997
FBNE216-13	Insecta	Neuroptera	Hemerobiidae	Drepanepteryginae	dummy_Drepanepteryginae	Drepanepteryx	Drepanepteryx_phalaenoides	1	1	1	0.9857	0.9857	0.9857	0.9857
GBA16671-14	Insecta	Neuroptera	Myrmeleontidae	Myrmeleontinae	Myrmeleontini	Myrmeleon	Myrmeleon_formicarius	1	1	0.5760000000000001	0.5760000000000001	0.5760000000000001	0.5760000000000001	0.5760000000000001
FBNE279-13	Insecta	Neuroptera	Coniopterygidae	Coniopteryginae	unk	unk	unk	1	1	1	1	0.7677	0.7677	0.7677
GBMNF7777-22	Insecta	unk	unk	unk	unk	unk	unk	1	0.8943	0.8943	0.8943	0.8943	0.8943	0.8943
BSOIL272-18	Insecta	unk	unk	unk	unk	unk	unk	1	0.8277000000000001	0.8277000000000001	0.8277000000000001	0.8277000000000001	0.8277000000000001	0.8277000000000001
GBCB2572-14	Insecta	Hymenoptera	Xyelidae	Xyelinae	dummy_Xyelinae	Xyela	unk	1	0.5839	0.45990000000000003	0.45990000000000003	0.45990000000000003	0.45990000000000003	0.4519
GBCM5012-17	Insecta	unk	unk	unk	unk	unk	unk	1	0.59	0.59	0.59	0.59	0.59	0.59
GBCM5004-17	Insecta	unk	unk	unk	unk	unk	unk	1	0.7818999999999999	0.7818999999999999	0.7818999999999999	0.7818999999999999	0.7818999999999999	0.7818999999999999
GBORT667-15	Insecta	unk	unk	unk	unk	unk	unk	1	0.5625	0.5625	0.5625	0.5625	0.5625	0.5625
GBORT535-14	Insecta	Orthoptera	Acrididae	Oedipodinae	Sphingonotini	Sphingonotus	Sphingonotus_caerulans	1	0.5222	0.5222	0.5222	0.5222	0.5222	0.5222
FBORT070-09	Insecta	unk	unk	unk	unk	unk	unk	1	0.7276	0.7276	0.7276	0.7276	0.7276	0.7276
EUBUG549-11	Insecta	Hemiptera	Miridae	Mirinae	Mirini	Polymerus	Polymerus_tepastus	1	1	1	1	1	1	0.7712
EUBUG584-11	Insecta	Hemiptera	Tingidae	Tinginae	Tingini	Acalypta	Acalypta_nigrina	1	1	1	1	1	1	0.9381
BCEAB521-17	Insecta	Hemiptera	Corixidae	Corixinae	Corixini	Sigara	Sigara_hellensii	1	1	1	1	1	1	0.8277000000000001
BCEAB067-16	Insecta	Hemiptera	Corixidae	Corixinae	Corixini	Sigara	unk	1	1	1	1	1	1	0.8324
BCEAB078-16	Insecta	Hemiptera	Corixidae	Cymatiainae	dummy_Cymatiainae	Cymatia	Cymatia_bonsdorffii	1	1	1	0.8803	0.8803	0.8803	0.8803
FBAQU1269-12	Insecta	Hemiptera	Corixidae	unk	unk	unk	unk	1	1	1	0.9402	0.9402	0.9402	0.9402
GBMNE91033-22	Insecta	Hemiptera	unk	unk	unk	unk	unk	1	1	1	1	1	1	1
GBEPT444-14	Insecta	Ephemeroptera	Heptageniidae	Heptageniinae	dummy_Heptageniinae	unk	unk	1	1	1	1	1	0.623	0.623
GASBB199-18	Insecta	Plecoptera	Perlodidae	Perlodinae	dummy_Perlodinae	unk	unk	1	1	1	1	1	0.6256	0.6256
GMGMR220-18	Insecta	Diptera	Sciomyzidae	Sciomyzinae	Tetanocerini	Dichetophora	Dichetophora_finlandica	1	1	1	1	1	0.6234	0.6234
GMGMU3581-20	Insecta	Diptera	Sphaeroceridae	Limosininae	dummy_Limosininae	Spelobia	Spelobia_luteilabris	1	1	1	1	1	1	0.9994999999999999
AMTPF6642-16	Insecta	Diptera	Psilidae	Psilinae	dummy_Psilinae	Imantimyia	Imantimyia_sylvatica	1	1	1	1	1	1	0.9676
GMGMT438-20	Insecta	Diptera	Agromyzidae	Agromyzinae	dummy_Agromyzinae	Agromyza	unk	1	1	1	1	1	1	0.8033
GBMWB2079-15	Insecta	Diptera	Scathophagidae	Scathophaginae	Cleigastrini	Acerocnema	Acerocnema_breviseta	1	1	1	1	1	0.9464	0.9464
GBMWB1145-15	Insecta	Diptera	Fanniidae	dummy_Fanniidae	dummy_Fanniidae	Fannia	Fannia_pallitibia	1	1	1	1	1	1	0.9992
BCFOR686-15	Insecta	Diptera	Fanniidae	dummy_Fanniidae	dummy_Fanniidae	Fannia	Fannia_latipalpis	1	1	1	1	1	1	0.9994
GMGRD3413-13	Insecta	Diptera	Muscidae	Coenosiinae	Coenosiini	Coenosia	Coenosia_sallae	1	1	1	1	1	1	0.9993
FBSYR1171-13	Insecta	Diptera	Tachinidae	Exoristinae	Eryciini	Carcelia	Carcelia_puberula	1	1	1	1	1	1	0.9988
FBTAC083-13	Insecta	Diptera	Tachinidae	Phasiinae	Cylindromyiini	Cylindromyia	Cylindromyia_interrupta	1	1	1	1	1	1	0.9991
GMGMO1150-18	Insecta	Diptera	Polleniidae	Polleniinae	dummy_Polleniinae	Pollenia	Pollenia_vagabunda	1	1	1	1	1	1	0.9994999999999999
GMGRF3746-13	Insecta	Diptera	Chloropidae	Oscinellinae	Elachipterini	Elachiptera	Elachiptera_diastema	1	1	1	1	1	1	0.9993
GBDP21629-19	Insecta	Diptera	Pipunculidae	Chalarinae	dummy_Chalarinae	Verrallia	Verrallia_fasciata	1	1	1	1	1	1	0.596
GMGRD1592-13	Insecta	Diptera	Pipunculidae	Pipunculinae	Tomosvaryellini	Dorylomorpha	unk	1	1	1	1	1	1	0.5755
GMGMT1630-20	Insecta	Diptera	Syrphidae	Eristalinae	Brachyopini	Brachyopa	Brachyopa_obscura	1	1	1	1	1	1	0.532
