ID	class	order	family	subfamily	tribe	genus	Prob_class	Prob_order	Prob_family	Prob_subfamily	Prob_tribe	Prob_genus
ODOPE512-11	Insecta	Lepidoptera	Pyralidae	Pyralinae	dummy_Pyralinae	Hypsopygia	1	1	1	1	1	0.986
FBLMW133-10	Insecta	Lepidoptera	Oecophoridae	Pleurotinae	dummy_Pleurotinae	Pleurota	1	1	1	0.6333	0.6333	0.6333
GMGMQ4817-18	Insecta	Lepidoptera	Oecophoridae	Oecophorinae	dummy_Oecophorinae	unk	1	1	1	1	1	0.7867999999999999
GBLAC1019-13	Insecta	Lepidoptera	Geometridae	Archiearinae	dummy_Archiearinae	Archiearis	1	1	1	0.9993	0.9993	0.9993
GWOSM008-11	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	Peribatodes	1	1	1	1	1	0.9994
GWOTD472-12	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	unk	1	1	1	1	1	0.5538000000000001
GBLAF195-14	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	Phigalia	1	1	1	1	1	0.9994999999999999
GBLAD283-14	Insecta	Lepidoptera	Geometridae	Ennominae	dummy_Ennominae	Deileptenia	1	1	1	1	1	0.9992
GBLAC060-13	Insecta	Lepidoptera	Geometridae	Ennominae	Ourapterygini	Ourapteryx	1	1	1	1	0.9741	0.9741
GBLAF364-14	Insecta	Lepidoptera	Geometridae	Geometrinae	dummy_Geometrinae	Jodis	1	1	1	1	1	0.9992
GWOSI835-10	Insecta	Lepidoptera	Geometridae	Larentiinae	Cidariini	Thera	1	1	1	1	0.5273	0.5273
GWORM074-09	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	Entephria	1	1	1	1	1	0.9797
GBLAF395-14	Insecta	Lepidoptera	Geometridae	Larentiinae	dummy_Larentiinae	Philereme	1	1	1	1	1	0.9987
GWOTF318-12	Insecta	Lepidoptera	Geometridae	Larentiinae	Eupitheciini	Eupithecia	1	1	1	1	0.8782000000000001	0.8782000000000001
GBLAA076-14	Insecta	Lepidoptera	Geometridae	Sterrhinae	dummy_Sterrhinae	Cyclophora	1	1	1	1	1	0.9686
GWORO247-09	Insecta	Lepidoptera	Geometridae	Sterrhinae	dummy_Sterrhinae	Idaea	1	1	1	1	1	0.9987
GWOTI788-12	Insecta	Lepidoptera	Geometridae	Sterrhinae	dummy_Sterrhinae	Idaea	1	1	1	1	1	0.9987
GWOSA769-10	Insecta	Lepidoptera	Lasiocampidae	Lasiocampinae	dummy_Lasiocampinae	Gastropacha	1	1	1	1	1	0.9988
GBLAA1058-15	Insecta	Lepidoptera	Lasiocampidae	Lasiocampinae	dummy_Lasiocampinae	unk	1	1	1	1	1	0.5357000000000001
GBLAB036-13	Insecta	Lepidoptera	Lasiocampidae	Malacosomatinae	dummy_Malacosomatinae	Malacosoma	1	1	1	0.9482	0.9482	0.9482
GBLAA1653-15	Insecta	Lepidoptera	Gracillariidae	Gracillariinae	dummy_Gracillariinae	Caloptilia	1	1	1	1	1	0.9976
ODOPE101-11	Insecta	Lepidoptera	Gracillariidae	Lithocolletinae	dummy_Lithocolletinae	Phyllonorycter	1	1	1	1	1	0.9989
FGMLL257-17	Insecta	Lepidoptera	Gracillariidae	Ornixolinae	dummy_Ornixolinae	Parectopa	1	1	1	1	1	0.9573
FGMLL766-17	Insecta	Lepidoptera	Gracillariidae	Parornichinae	dummy_Parornichinae	Parornix	1	1	1	1	1	0.9978
FBCAD082-10	Insecta	Trichoptera	Goeridae	Goerinae	dummy_Goerinae	unk	1	1	0.9999	0.9999	0.9999	0.8952
GTRI090-18	Insecta	Trichoptera	Brachycentridae	dummy_Brachycentridae	dummy_Brachycentridae	unk	1	1	0.503	0.503	0.503	0.4976
FBAQU367-09	Insecta	Trichoptera	Leptoceridae	Leptocerinae	dummy_Leptocerinae	Oecetis	1	1	1	1	1	0.999
JPCAD020-08	Insecta	Trichoptera	Ecnomidae	dummy_Ecnomidae	dummy_Ecnomidae	Ecnomus	1	1	0.9998	0.9998	0.9998	0.9998
GBEPT2119-15	Insecta	Trichoptera	Hydroptilidae	Hydroptilinae	dummy_Hydroptilinae	Oxyethira	1	1	1	1	1	0.6703999999999999
GMGMV4935-20	Insecta	Trichoptera	Hydroptilidae	Orthotrichiinae	dummy_Orthotrichiinae	Orthotrichia	1	1	1	1	1	0.6819999999999999
GBEPT575-14	Insecta	Trichoptera	Glossosomatidae	Glossosomatinae	dummy_Glossosomatinae	Glossosoma	1	1	1	0.6696	0.6696	0.6696
ISSWG395-21	Insecta	Hemiptera	Pentatomidae	Pentatominae	Carpocorini	Peribalus	1	1	1	1	1	0.9118
ISSWG613-21	Insecta	Hemiptera	Oxycarenidae	dummy_Oxycarenidae	dummy_Oxycarenidae	unk	1	1	1	1	1	0.6674999999999999
BCEAB337-16	Insecta	Hemiptera	Corixidae	Corixinae	Glaenocorisini	Glaenocorisa	1	1	1	1	0.9849	0.9849
FBHET684-12	Insecta	Hemiptera	Saldidae	Saldinae	Saldoidini	Micracanthia	1	1	1	1	1	0.5466000000000001
FBHET548-12	Insecta	Hemiptera	Miridae	Phylinae	Pilophorini	Pilophorus	1	1	1	1	0.5912	0.5912
FBHET225-11	Insecta	Hemiptera	Miridae	Phylinae	Semiini	Tytthus	1	1	1	1	1	0.9994999999999999
BCEAB536-17	Insecta	Hemiptera	unk	unk	unk	unk	1	1	0.6746	0.6746	0.6746	0.6746
GBMIX1481-15	Insecta	Psocodea	unk	unk	unk	unk	1	1	1	1	1	1
FBAQU554-10	Insecta	Odonata	Libellulidae	unk	unk	unk	1	1	1	0.5761000000000001	0.5761000000000001	0.5761000000000001
GBORT1104-15	Insecta	Orthoptera	Acrididae	Oedipodinae	Sphingonotini	Sphingonotus	1	0.5507000000000001	0.5507000000000001	0.5507000000000001	0.5507000000000001	0.5507000000000001
GBORT936-15	Insecta	unk	unk	unk	unk	unk	1	0.5732	0.5732	0.5732	0.5732	0.5732
GBORT951-15	Insecta	Orthoptera	Acrididae	Oedipodinae	Sphingonotini	Sphingonotus	1	0.5446000000000001	0.5446000000000001	0.5446000000000001	0.5446000000000001	0.5446000000000001
FBORT270-09	Insecta	Orthoptera	Acrididae	Oedipodinae	Sphingonotini	Sphingonotus	1	0.6405	0.6405	0.6405	0.6405	0.6405
FBORT332-10	Insecta	unk	unk	unk	unk	unk	1	0.5894999999999999	0.5894999999999999	0.5894999999999999	0.5894999999999999	0.5894999999999999
GBEPT301-14	Insecta	Plecoptera	Taeniopterygidae	unk	unk	unk	1	1	0.9882	0.48150000000000004	0.48150000000000004	0.48150000000000004
FBAQU334-09	Insecta	Plecoptera	Nemouridae	Nemourinae	dummy_Nemourinae	Nemoura	1	1	1	1	1	0.9994
GBMIX2517-15	Insecta	Plecoptera	Perlodidae	Isoperlinae	dummy_Isoperlinae	Isoperla	1	1	1	0.7202	0.7202	0.7202
FBAQU731-10	Insecta	Plecoptera	Leuctridae	Leuctrinae	dummy_Leuctrinae	Leuctra	1	1	0.6012	0.6012	0.6012	0.6012
GBMWB1032-15	Insecta	Diptera	Heleomyzidae	Heleomyzinae	Heleomyzini	Heleomyza	1	1	1	1	1	0.9097000000000001
GMGMO1343-18	Insecta	Diptera	Pseudopomyzidae	dummy_Pseudopomyzidae	dummy_Pseudopomyzidae	Pseudopomyza	1	1	0.5577000000000001	0.5577000000000001	0.5577000000000001	0.5577000000000001
GBDP21634-19	Insecta	Diptera	Pipunculidae	Chalarinae	dummy_Chalarinae	Verrallia	1	1	1	1	1	0.7984999999999999
GBDTA10547-21	Insecta	Diptera	Cecidomyiidae	unk	unk	unk	1	1	1	0.6164999999999999	0.6164999999999999	0.6164999999999999
GBDTA10738-21	Insecta	Diptera	Cecidomyiidae	Micromyinae	Aprionini	Aprionus	1	1	1	1	0.5838	0.5838
GBDTA10755-21	Insecta	Diptera	Cecidomyiidae	Micromyinae	Aprionini	Aprionus	1	1	1	1	0.6299	0.6299
GBDTA10758-21	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	unk	1	1	1	1	0.7713	0.7713
GMGRD2677-13	Insecta	Diptera	Chloropidae	Oscinellinae	Botanobiini	Hapleginella	1	1	1	1	1	0.7231
GMGMQ1612-18	Insecta	Diptera	Chloropidae	Oscinellinae	Fiebrigellini	Lasiambia	1	1	1	1	1	0.9993
GDIP21627-23	Insecta	Diptera	Muscidae	Muscinae	Muscini	Morellia	1	1	1	1	1	0.9019
GMGMT1604-20	Insecta	Diptera	Syrphidae	Pipizinae	dummy_Pipizinae	Pipiza	1	1	1	1	1	0.5327000000000001
GMGMA1578-14	Insecta	Diptera	Phoridae	Phorinae	dummy_Phorinae	Aenigmatias	1	1	1	1	1	0.9918
GMGMN1305-14	Insecta	Diptera	Tachinidae	Exoristinae	Exoristini	Bessa	1	1	1	1	1	0.9075
GBMTM025-15	Insecta	Diptera	Dolichopodidae	Medeterinae	Medeterini	Medetera	1	1	1	1	0.999	0.999
GDIP3716-22	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Paratanytarsus	1	1	1	1	1	0.8492000000000001
GMGMC1488-14	Insecta	Diptera	Chironomidae	Orthocladiinae	dummy_Orthocladiinae	Synorthocladius	1	1	1	1	1	0.9939
MIDGE485-07	Insecta	Diptera	Chironomidae	Diamesinae	Diamesini	unk	1	1	1	1	1	0.71
GMGRD466-13	Insecta	Diptera	Ceratopogonidae	Ceratopogoninae	Palpomyiini	unk	1	1	1	1	1	0.7751
GMGRE2458-13	Insecta	Diptera	Sciaridae	dummy_Sciaridae	dummy_Sciaridae	Dichopygina	1	1	1	1	1	0.9993
AMTPF5890-16	Insecta	Diptera	Mycetophilidae	Mycetophilinae	Exechiini	Allodiopsis	1	1	1	1	1	0.8371000000000001
FBNE230-13	Insecta	Neuroptera	Chrysopidae	Chrysopinae	Chrysopini	Chrysoperla	1	1	1	1	1	0.9417000000000001
FBNE263-13	Insecta	Neuroptera	Hemerobiidae	Hemerobiinae	dummy_Hemerobiinae	Hemerobius	1	1	1	1	1	0.8488000000000001
FBNE240-13	Insecta	Neuroptera	Coniopterygidae	Coniopteryginae	unk	unk	1	1	1	1	0.5454	0.5454
FBNE053-11	Insecta	Neuroptera	Coniopterygidae	Coniopteryginae	unk	unk	1	1	0.9988	0.9988	0.7158	0.7158
MYFAB068-10	Arachnida	unk	unk	unk	unk	unk	1	0.7086	0.7086	0.7086	0.7086	0.7086
GBBSP306-15	Arachnida	Araneae	Lycosidae	dummy_Lycosidae	dummy_Lycosidae	Acantholycosa	1	1	1	1	1	0.5311
GBBSP517-15	Arachnida	Araneae	unk	unk	unk	unk	1	1	0.7028	0.7028	0.7028	0.7028
GBBSP1137-15	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	dummy_Linyphiidae	Tapinocyba	1	1	1	1	1	0.933
GBBSP1515-15	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	dummy_Linyphiidae	Helophora	1	1	1	1	1	0.9465
GBBSP658-15	Arachnida	Araneae	Theridiidae	dummy_Theridiidae	dummy_Theridiidae	Robertus	1	1	1	1	1	0.9994999999999999
GBBSP874-15	Arachnida	Araneae	Theridiidae	dummy_Theridiidae	dummy_Theridiidae	Steatoda	1	1	1	1	1	0.5640000000000001
GBBSP747-15	Arachnida	Araneae	Salticidae	dummy_Salticidae	dummy_Salticidae	Sibianor	1	1	1	1	1	0.8124
GBMYR072-13	Arachnida	Opiliones	Phalangiidae	Oligolophinae	dummy_Oligolophinae	unk	1	0.8444	0.8444	0.8444	0.8444	0.7373
FBCOB1045-10	Insecta	Coleoptera	Clambidae	Clambinae	dummy_Clambinae	Clambus	1	1	0.9152	0.9152	0.9152	0.9152
GBCOU1346-13	Insecta	Coleoptera	Rhadalidae	Rhadalinae	Aplocnemini	Aplocnemus	1	1	0.7707	0.7707	0.7707	0.7707
GCOL9424-16	Insecta	Coleoptera	Attelabidae	Rhynchitinae	Rhynchitini	Neocoenorrhinus	1	1	1	1	1	0.5511
GCOL1744-16	Insecta	Coleoptera	Byrrhidae	Byrrhinae	dummy_Byrrhinae	Byrrhus	1	1	1	1	1	0.9994
FBCOJ277-12	Insecta	Coleoptera	Histeridae	Abraeinae	Acritini	Acritus	1	1	1	1	0.9998	0.9998
GCOL12533-16	Insecta	Coleoptera	Elateridae	Negastriinae	Negastriini	Zorochros	1	1	1	1	1	0.8649000000000001
FBCOC582-10	Insecta	Coleoptera	Throscidae	dummy_Throscidae	dummy_Throscidae	Trixagus	1	1	0.6778	0.6778	0.6778	0.6778
FBAQU404-10	Insecta	Coleoptera	Elmidae	Elminae	dummy_Elminae	unk	1	1	1	1	1	0.6388
GBCOU997-13	Insecta	Coleoptera	Cantharidae	Cantharinae	Cantharini	unk	1	1	1	1	1	0.9237000000000001
GBCOU2818-13	Insecta	Coleoptera	Cantharidae	Cantharinae	Cantharini	Rhagonycha	1	1	1	1	1	0.9991
GBCOF858-13	Insecta	Coleoptera	Tenebrionidae	Tenebrioninae	Melanimonini	Melanimon	1	1	1	1	0.9997	0.9997
FBCOB741-10	Insecta	Coleoptera	Tenebrionidae	Diaperinae	Myrmechixenini	Myrmechixenus	1	1	1	1	0.9997	0.9997
GBCOU3045-13	Insecta	Coleoptera	Buprestidae	Buprestinae	Melanophilini	unk	1	1	1	1	1	0.5339
FBCOE460-12	Insecta	Coleoptera	Scirtidae	Scirtinae	dummy_Scirtinae	Contacyphon	1	1	1	1	1	0.6329
GBCOG387-13	Insecta	Coleoptera	Scarabaeidae	Aphodiinae	Aphodiini	Melinopterus	1	1	1	1	1	0.8284
FBCOB357-10	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	Perapion	1	1	1	1	1	0.9996
FBCOG910-12	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	Catapion	1	1	1	1	1	0.883
FBCOE283-12	Insecta	Coleoptera	Brentidae	Apioninae	Apionini	Ischnopterapion	1	1	1	1	1	0.9988
FBCOB995-10	Insecta	Coleoptera	Curculionidae	Scolytinae	unk	unk	1	1	1	1	0.5369	0.5369
FBCOA464-10	Insecta	Coleoptera	Curculionidae	Scolytinae	Xyloterini	Trypodendron	1	1	1	1	0.9998	0.9998
GBCOG597-13	Insecta	Coleoptera	Curculionidae	Scolytinae	Xyleborini	Anisandrus	1	1	1	1	1	0.9997
FBCOC072-10	Insecta	Coleoptera	Curculionidae	Scolytinae	Ipini	unk	1	1	1	1	1	0.6654999999999999
GCOL7507-16	Insecta	Coleoptera	Curculionidae	Curculioninae	Mecinini	Rhinusa	1	1	1	1	1	0.7009
GCOL13085-16	Insecta	Coleoptera	Curculionidae	Curculioninae	Rhamphini	Tachyerges	1	1	1	1	1	0.9883
FBCOP665-13	Insecta	Coleoptera	Curculionidae	Curculioninae	Tychiini	unk	1	1	1	1	1	0.5164
FBCOA022-10	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	Ceutorhynchini	Coeliodinus	1	1	1	1	1	0.9521000000000001
GBCOU3562-13	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	Ceutorhynchini	Ceutorhynchus	1	1	1	1	1	0.5288
FBCOJ372-12	Insecta	Coleoptera	Curculionidae	Ceutorhynchinae	Ceutorhynchini	Hadroplontus	1	1	1	1	1	0.889
FBCON319-13	Insecta	Coleoptera	Curculionidae	Entiminae	Cneorhinini	Philopedon	1	1	1	1	0.9573	0.9573
GBCOD319-13	Insecta	Coleoptera	Chrysomelidae	Bruchinae	Bruchini	Bruchus	1	1	1	1	1	0.7464
GCOL5210-16	Insecta	Coleoptera	Chrysomelidae	Cassidinae	Cassidini	Cassida	1	1	1	0.9176000000000001	0.9176000000000001	0.9176000000000001
GCOL2608-16	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Alticini	Chaetocnema	1	1	1	1	1	0.9993
FBCOC948-10	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Alticini	Chaetocnema	1	1	1	1	1	0.9993
GCOL1807-16	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Alticini	Phyllotreta	1	1	1	1	1	0.9345
GCOL2432-16	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Alticini	Longitarsus	1	1	1	1	1	0.7508
GBCOU1445-13	Insecta	Coleoptera	Chrysomelidae	Galerucinae	Luperini	unk	1	1	1	1	1	0.761
GCOL7961-16	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	dummy_Chrysomelinae	Chrysolina	1	1	1	1	1	0.9992
FBCOF684-12	Insecta	Coleoptera	Chrysomelidae	Chrysomelinae	dummy_Chrysomelinae	Gonioctena	1	1	1	1	1	0.9996
GBCOU2789-13	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	Clytrini	Smaragdina	1	1	1	1	1	0.9994999999999999
FBCOK532-13	Insecta	Coleoptera	Chrysomelidae	Cryptocephalinae	Cryptocephalini	Cryptocephalus	1	1	1	1	1	0.9994
GCOL2360-16	Insecta	Coleoptera	Carabidae	Nebriinae	Notiophilini	Notiophilus	1	1	1	1	0.5902	0.5902
FBCOH251-12	Insecta	Coleoptera	Carabidae	Carabinae	Carabini	Carabus	1	1	1	1	0.7462	0.7462
GCOL11593-16	Insecta	Coleoptera	Carabidae	Harpalinae	Lebiini	Cymindis	1	1	1	1	1	0.5779000000000001
GCOL5995-16	Insecta	Coleoptera	Carabidae	Harpalinae	Platynini	unk	1	1	1	1	1	0.7084999999999999
FBCOD148-11	Insecta	Coleoptera	Carabidae	Harpalinae	Platynini	Limodromus	1	1	1	1	1	0.8423
FBCOE1283-12	Insecta	Coleoptera	Dytiscidae	Agabinae	Agabini	Agabus	1	1	1	1	1	0.9989
FBCOD209-11	Insecta	Coleoptera	Dytiscidae	Agabinae	Agabini	Agabus	1	1	1	1	1	0.9989
GCOL924-16	Insecta	Coleoptera	Dytiscidae	Colymbetinae	Colymbetini	Colymbetes	1	1	1	1	1	0.9994999999999999
FBCOD263-11	Insecta	Coleoptera	Dytiscidae	Dytiscinae	Aciliini	Graphoderus	1	1	1	1	1	0.7479
GCOL824-16	Insecta	Coleoptera	Dytiscidae	Hydroporinae	Bidessini	unk	1	1	1	1	1	0.6886
GCOL8255-16	Insecta	Coleoptera	Haliplidae	dummy_Haliplidae	dummy_Haliplidae	unk	1	1	1	1	1	0.514
FBCOA466-10	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Oxypodini	Haploglossa	1	1	1	1	1	0.9774999999999999
GBCOC013-12	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Oxypodini	Dinarda	1	1	1	1	1	0.9527000000000001
GCOL7442-16	Insecta	Coleoptera	Staphylinidae	Aleocharinae	Placusini	Placusa	1	1	1	1	0.9908	0.9908
GCOL8652-16	Insecta	Coleoptera	Staphylinidae	Oxyporinae	dummy_Oxyporinae	Oxyporus	1	1	1	0.6883999999999999	0.6883999999999999	0.6883999999999999
GCOL6561-16	Insecta	Coleoptera	Staphylinidae	Omaliinae	Anthophagini	unk	1	1	1	1	1	0.5
FBCOB788-10	Insecta	Coleoptera	Staphylinidae	Tachyporinae	Tachyporini	unk	1	1	1	1	1	0.508
GCOL8108-16	Insecta	Coleoptera	Staphylinidae	Paederinae	Lathrobiini	Lathrobium	1	1	1	1	1	0.9997
FBCOA176-10	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Brachyglutini	Fagniezia	1	1	1	1	1	0.9804999999999999
FBCOA139-10	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Trichonychini	Bibloplectus	1	1	1	1	1	0.9998
FBCOH559-12	Insecta	Coleoptera	Staphylinidae	Pselaphinae	Pselaphini	Pselaphus	1	1	1	1	0.9997	0.9997
FBCOD622-11	Insecta	Coleoptera	Staphylinidae	Scydmaeninae	Stenichnini	Stenichnus	1	1	1	1	1	0.9997
GBCOE695-13	Insecta	Coleoptera	Staphylinidae	Scydmaeninae	Stenichnini	Neuraphes	1	1	1	1	1	0.9996
FBAQU291-09	Insecta	Coleoptera	Hydrophilidae	Enochrinae	dummy_Enochrinae	Enochrus	1	1	1	1	1	0.7949999999999999
FBCOG795-12	Insecta	Coleoptera	Helophoridae	dummy_Helophoridae	dummy_Helophoridae	Helophorus	1	1	0.9994	0.9994	0.9994	0.9994
FBAQU294-09	Insecta	Coleoptera	Hydraenidae	unk	unk	unk	1	1	1	0.5155	0.5155	0.5155
CSP023-09	Insecta	Coleoptera	Dermestidae	unk	unk	unk	1	1	1	0.6053	0.6053	0.6053
CSP028-09	Insecta	Coleoptera	Dermestidae	unk	unk	unk	1	1	1	0.5809	0.5809	0.5809
FBCOA865-10	Insecta	Coleoptera	Ptinidae	Xyletininae	Xyletinini	Xyletinus	1	1	1	0.9261	0.9261	0.9261
GCOL5755-16	Insecta	Coleoptera	Ptinidae	Ernobiinae	Ernobiini	Ernobius	1	1	1	1	0.7077	0.7077
FBCON267-13	Insecta	Coleoptera	Ptinidae	Eucradinae	Hedobiini	Ptinomorphus	1	1	1	0.9999	0.9999	0.9999
FBCOI061-12	Insecta	Coleoptera	Nitidulidae	Epuraeinae	dummy_Epuraeinae	Epuraea	1	1	1	0.6979	0.6979	0.6979
FBCOI439-12	Insecta	Coleoptera	Nitidulidae	Nitidulinae	dummy_Nitidulinae	Soronia	1	1	1	1	1	0.9994999999999999
GCOL8487-16	Insecta	Coleoptera	Nitidulidae	Meligethinae	dummy_Meligethinae	Astylogethes	1	1	1	1	1	0.9998
FBCOB132-10	Insecta	Coleoptera	Nitidulidae	Meligethinae	dummy_Meligethinae	Genistogethes	1	1	1	1	1	0.9082
FBCOG644-12	Insecta	Coleoptera	Corylophidae	Corylophinae	Orthoperini	Orthoperus	1	1	1	1	0.9261	0.9261
GBCOU2215-13	Insecta	Coleoptera	unk	unk	unk	unk	1	1	0.6319	0.6319	0.6319	0.6319
FBCOB991-10	Insecta	Coleoptera	Tetratomidae	Hallomeninae	dummy_Hallomeninae	Hallomenus	1	1	1	0.9878	0.9878	0.9878
FBCOP555-13	Insecta	Coleoptera	Tetratomidae	unk	unk	unk	1	1	1	0.5004	0.5004	0.5004
GCOL12839-16	Insecta	Coleoptera	Zopheridae	Colydiinae	unk	unk	1	1	1	1	0.6218	0.6218
FBCON594-13	Insecta	Coleoptera	Cerambycidae	unk	unk	unk	1	1	1	0.5009	0.5009	0.5009
FBCOC135-10	Insecta	Coleoptera	Cerambycidae	Spondylidinae	Asemini	Tetropium	1	1	1	1	1	0.9422
GCOL9897-16	Insecta	Coleoptera	Cryptophagidae	Atomariinae	dummy_Atomariinae	Atomaria	1	1	1	1	1	0.9741
FBCOK837-13	Insecta	Coleoptera	Cryptophagidae	Cryptophaginae	dummy_Cryptophaginae	Spavius	1	1	1	1	1	0.9997
FBCOK603-13	Insecta	Coleoptera	Mordellidae	Mordellinae	Mordellistenini	Mordellistena	1	1	1	1	1	0.9998
FBCOB479-10	Insecta	Coleoptera	Phalacridae	Phalacrinae	dummy_Phalacrinae	Stilbus	1	1	1	1	1	0.9997
FBCOC171-10	Insecta	Coleoptera	Peltidae	dummy_Peltidae	dummy_Peltidae	Peltis	1	1	0.9873	0.9873	0.9873	0.9873
FBCOB726-10	Insecta	Coleoptera	Scraptiidae	Anaspidinae	Anaspidini	Anaspis	1	1	0.7104999999999999	0.7104999999999999	0.7104999999999999	0.7104999999999999
GMGMP8622-18	Insecta	Hymenoptera	Braconidae	unk	unk	unk	1	1	1	0.7597	0.7597	0.7597
GMGMV1498-20	Insecta	Hymenoptera	Braconidae	unk	unk	unk	1	1	1	0.53	0.53	0.53
GMGMD1518-14	Insecta	Hymenoptera	Braconidae	unk	unk	unk	1	1	1	0.5375	0.5375	0.5375
GMGMU1912-20	Insecta	Hymenoptera	Braconidae	Braconinae	Braconini	Bracon	1	1	1	0.6892999999999999	0.6892999999999999	0.6892999999999999
GMGMQ4018-18	Insecta	Hymenoptera	Braconidae	unk	unk	unk	1	1	1	1	1	1
GBDTA14926-21	Insecta	Hymenoptera	Braconidae	Microgastrinae	dummy_Microgastrinae	Pholetesor	1	1	1	0.6044999999999999	0.6044999999999999	0.6044999999999999
GMGMU2445-20	Insecta	Hymenoptera	unk	unk	unk	unk	1	1	0.8898	0.8898	0.8898	0.8898
BCHYM7502-15	Insecta	Hymenoptera	Braconidae	Microgastrinae	dummy_Microgastrinae	Pholetesor	1	1	1	0.6546000000000001	0.6546000000000001	0.6546000000000001
GBDTA1768-21	Insecta	Hymenoptera	Braconidae	unk	unk	unk	1	1	1	0.6194999999999999	0.6194999999999999	0.6194999999999999
GBDTA13760-21	Insecta	Hymenoptera	Braconidae	Microgastrinae	dummy_Microgastrinae	Pholetesor	1	1	1	0.5344	0.5344	0.5344
BCHYM9341-15	Insecta	Hymenoptera	Astatidae	dummy_Astatidae	dummy_Astatidae	unk	1	1	1	1	1	0.7665
BCHYM18409-19	Insecta	Hymenoptera	unk	unk	unk	unk	1	1	0.6141	0.6141	0.6141	0.6141
GMGMP783-18	Insecta	Trichoptera	Hydroptilidae	Orthotrichiinae	dummy_Orthotrichiinae	unk	1	1	1	1	1	0.5186000000000001
GMGMP3901-18	Insecta	Trichoptera	Hydroptilidae	Orthotrichiinae	dummy_Orthotrichiinae	unk	1	1	1	1	1	0.5066
GBACU1342-12	Insecta	Hymenoptera	Andrenidae	Andreninae	Andrenini	Andrena	1	1	1	0.9997	0.9997	0.9997
GBACU1808-12	Insecta	Hymenoptera	Andrenidae	Andreninae	Andrenini	Andrena	1	1	1	0.9997	0.9997	0.9997
FBAPD078-11	Insecta	Hymenoptera	Andrenidae	Andreninae	Andrenini	Andrena	1	1	1	0.9997	0.9997	0.9997
FBAPD577-11	Insecta	Hymenoptera	Apidae	Apinae	Anthophorini	Anthophora	1	1	1	1	0.7634	0.7634
FBAPB548-09	Insecta	Hymenoptera	Apidae	Apinae	Eucerini	Eucera	1	1	1	1	0.7894999999999999	0.7894999999999999
GBACU3477-13	Insecta	Hymenoptera	Apidae	Apinae	Bombini	Bombus	1	1	1	1	0.8436000000000001	0.8436000000000001
FBHAP833-09	Insecta	Hymenoptera	Apidae	Apinae	Bombini	Bombus	1	1	1	1	0.9202	0.9202
FBAPC162-10	Insecta	Hymenoptera	Apidae	Nomadinae	Nomadini	Nomada	1	1	1	1	0.8794000000000001	0.8794000000000001
FBHAP422-09	Insecta	Hymenoptera	Apidae	Nomadinae	Nomadini	Nomada	1	1	1	1	0.9994	0.9994
FBAPD207-11	Insecta	Hymenoptera	Apidae	Nomadinae	Nomadini	Nomada	1	1	1	1	0.7381	0.7381
FBHAP432-09	Insecta	Hymenoptera	Apidae	Nomadinae	Nomadini	Nomada	1	1	1	1	0.9994	0.9994
GBACU3261-13	Insecta	Hymenoptera	Megachilidae	Megachilinae	Anthidiini	Stelis	1	1	1	1	1	0.9996
FBAPB666-09	Insecta	Hymenoptera	Megachilidae	Megachilinae	Osmiini	Osmia	1	1	1	1	1	0.5247
FBAPC734-11	Insecta	Hymenoptera	Megachilidae	Megachilinae	Osmiini	Osmia	1	1	1	1	1	0.5356000000000001
FBAPC797-11	Insecta	Hymenoptera	Megachilidae	Megachilinae	Megachilini	Coelioxys	1	1	1	1	1	0.8383
FBAPB400-09	Insecta	Hymenoptera	Megachilidae	Megachilinae	Megachilini	Megachile	1	1	1	1	1	0.8085
FBAPB412-09	Insecta	Hymenoptera	Megachilidae	Megachilinae	Megachilini	Megachile	1	1	1	1	1	0.8853
GBACU3594-13	Insecta	Hymenoptera	Megachilidae	Megachilinae	Megachilini	Megachile	1	1	1	1	1	0.8853
FBAPC108-10	Insecta	Hymenoptera	Melittidae	Melittinae	Melittini	Melitta	1	1	1	1	0.9999	0.9999
FBAPC1015-11	Insecta	Hymenoptera	Halictidae	Halictinae	Halictini	Lasioglossum	1	1	1	1	1	0.7722
