ID	class	order	family	subfamily	genus	species	Prob_class	Prob_order	Prob_family	Prob_subfamily	Prob_genus	Prob_species
SMNKA094-16	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	Agyneta	Agyneta_rurestris	1	1	1	1	1	0.8398000000000001
SMNKA201-16	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	Agyneta	unk	1	1	1	1	1	0.5842999999999999
SMNKA260-16	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	Bolyphantes	Bolyphantes_alticeps	1	1	1	1	1	1
SMNKA263-16	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	unk	unk	1	1	1	1	0.9528000000000001	0.9528000000000001
SMNSA135-16	Arachnida	Araneae	unk	unk	unk	unk	1	1	0.5	0.5	0.5	0.5
MYFAB387-11	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	unk	1	0.5485	0.5485	0.5485	0.5485	0.5485
MYFAB348-11	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	unk	1	0.5892	0.5892	0.5892	0.5892	0.5892
MYFAB363-11	Arachnida	unk	unk	unk	unk	unk	1	1	1	1	1	1
MYFAB384-11	Arachnida	unk	unk	unk	unk	unk	1	0.5281	0.5281	0.5281	0.5281	0.5281
MYFAB338-11	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	unk	1	0.5863999999999999	0.5863999999999999	0.5863999999999999	0.5863999999999999	0.5863999999999999
MYFAB081-10	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	unk	1	0.5871999999999999	0.5871999999999999	0.5871999999999999	0.5871999999999999	0.5871999999999999
MYFAB142-10	Arachnida	unk	unk	unk	unk	unk	1	0.5003	0.5003	0.5003	0.5003	0.5003
TRCBG1489-20	Arachnida	unk	unk	unk	unk	unk	1	1	1	1	1	1
MYFAB087-10	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	unk	1	0.6041	0.6041	0.6041	0.6041	0.6041
MYFAB448-11	Arachnida	unk	unk	unk	unk	unk	1	0.5495	0.5495	0.5495	0.5495	0.5495
TMGF1626-16	Insecta	Coleoptera	Buprestidae	Agrilinae	Agrilus	unk	1	0.9698	0.9698	0.9698	0.9698	0.5348
MYFAB274-10	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	unk	1	0.5521	0.5521	0.5521	0.5521	0.5521
MYFAB040-10	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	unk	1	0.6208	0.6208	0.6208	0.6208	0.6208
MYFAB125-10	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	unk	1	0.5882	0.5882	0.5882	0.5882	0.5882
MYFAB088-10	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	unk	1	0.6041	0.6041	0.6041	0.6041	0.6041
MYFAB021-10	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	unk	1	0.6730999999999999	0.6730999999999999	0.6730999999999999	0.6730999999999999	0.6730999999999999
MYFAB354-11	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	unk	1	0.5474	0.5474	0.5474	0.5474	0.5474
MYFAB059-10	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	unk	1	0.5226000000000001	0.5226000000000001	0.5226000000000001	0.5226000000000001	0.5226000000000001
MYFAB192-10	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	unk	1	0.6183	0.6183	0.6183	0.6183	0.6183
MYFAB469-11	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	unk	1	0.6294	0.6294	0.6294	0.6294	0.6294
MYFAB078-10	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	unk	1	0.6505	0.6505	0.6505	0.6505	0.6505
MYFAB358-11	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	unk	1	0.5862999999999999	0.5862999999999999	0.5862999999999999	0.5862999999999999	0.5862999999999999
MYFAB456-11	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	unk	1	0.5769000000000001	0.5769000000000001	0.5769000000000001	0.5769000000000001	0.5769000000000001
TBGMI153-21	Arachnida	Sarcoptiformes	Ceratozetidae	dummy_Ceratozetidae	Fuscozetes	Fuscozetes_fuscipes	1	1	1	1	1	1
TBGMI158-21	Arachnida	Sarcoptiformes	Nothridae	dummy_Nothridae	Nothrus	Nothrus_palustris	1	1	1	1	1	0.5289
TBGMI155-21	Arachnida	Sarcoptiformes	Gustaviidae	dummy_Gustaviidae	Gustavia	Gustavia_microcephala	1	1	1	1	1	1
TBGMI182-21	Arachnida	Sarcoptiformes	unk	unk	unk	unk	1	1	0.724	0.724	0.724	0.724
TBGMI185-21	Arachnida	Sarcoptiformes	Damaeidae	dummy_Damaeidae	Porobelba	Porobelba_spinosa	1	1	1	1	0.7169	0.7169
MYFAB071-10	Arachnida	unk	unk	unk	unk	unk	1	0.6336	0.6336	0.6336	0.6336	0.6336
MYFAB336-11	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	unk	1	0.5868	0.5868	0.5868	0.5868	0.5868
MYFAB074-10	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	unk	1	0.6516000000000001	0.6516000000000001	0.6516000000000001	0.6516000000000001	0.6516000000000001
MYFAB157-10	Arachnida	unk	unk	unk	unk	unk	1	0.5492	0.5492	0.5492	0.5492	0.5492
TBGMI106-21	Insecta	Hemiptera	Anthocoridae	dummy_Anthocoridae	unk	unk	1	1	1	1	0.6009	0.6009
TMGFE097-15	Insecta	unk	unk	unk	unk	unk	1	0.7689	0.7689	0.7689	0.7689	0.7689
NOEPT237-13	Insecta	Plecoptera	Capniidae	dummy_Capniidae	unk	unk	1	1	0.9397000000000001	0.9397000000000001	0.7454	0.7454
NOEPT243-13	Insecta	Plecoptera	Capniidae	dummy_Capniidae	unk	unk	1	1	1	1	0.5853999999999999	0.5853999999999999
NOEPT229-13	Insecta	Plecoptera	Capniidae	dummy_Capniidae	unk	unk	1	1	0.9397000000000001	0.9397000000000001	0.7454	0.7454
TBGMI033-21	Insecta	Ephemeroptera	unk	unk	unk	unk	1	1	0.8568000000000001	0.8568000000000001	0.8568000000000001	0.8568000000000001
TBGMI023-21	Insecta	Ephemeroptera	unk	unk	unk	unk	1	1	0.4975	0.4975	0.4975	0.4975
MIDGE116-06	Insecta	Diptera	Chironomidae	Chironominae	Micropsectra	Micropsectra_logani	1	1	1	1	1	1
MIDGE145-06	Insecta	Diptera	Chironomidae	Chironominae	Micropsectra	Micropsectra_sofiae	1	1	1	1	1	1
MIDGE135-06	Insecta	Diptera	Chironomidae	Chironominae	Micropsectra	Micropsectra_roseiventris	1	1	1	1	1	0.7264999999999999
MIDGE107-06	Insecta	Diptera	Chironomidae	Chironominae	Micropsectra	Micropsectra_apposita	1	1	1	1	1	1
MIDGE111-06	Insecta	Diptera	Chironomidae	Chironominae	Micropsectra	Micropsectra_junci	1	1	1	1	1	0.7361
MIDGE458-07	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsus	unk	1	1	1	1	1	0.7759
MIDGE949-11	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsus	Tanytarsus_gracilentus	1	1	1	1	1	1
MIDGE901-09	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsus	unk	1	1	1	1	1	0.6397
MIDGE193-06	Insecta	Diptera	Chironomidae	Chironominae	Stempellinella	unk	1	1	1	1	0.9648	0.8825
TANYT096-14	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsus	Tanytarsus_medius	1	1	1	1	1	1
MIDGE947-11	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsus	Tanytarsus_bathophilus	1	1	1	1	1	0.9988
MIDGE929-11	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsus	Tanytarsus_excavatus	1	1	1	1	1	1
MIDGE188-06	Insecta	Diptera	Chironomidae	Chironominae	Stempellina	Stempellina_bausei	1	1	1	1	1	1
POLBA086-15	Insecta	Diptera	Chironomidae	Chironominae	Polypedilum	Polypedilum_bicrenatum	1	1	1	1	1	1
MIDGE1048-14	Insecta	Diptera	Chironomidae	Orthocladiinae	Psectrocladius	Psectrocladius_obvius	1	1	1	1	1	0.8946000000000001
MIDGE1041-14	Insecta	Diptera	Chironomidae	Orthocladiinae	Paracladius	Paracladius_quadrinodosus	1	1	1	1	1	0.6519
MIDGE1045-14	Insecta	Diptera	Chironomidae	Orthocladiinae	Chaetocladius	Chaetocladius_crassisaetosus	1	1	1	1	1	0.5224
MIDGE041-06	Insecta	Diptera	Chironomidae	Orthocladiinae	Chaetocladius	Chaetocladius_laminatus	1	1	1	1	1	1
SATIP642-09	Insecta	Diptera	Tipulidae	Tipulinae	Tipula	unk	1	1	1	1	1	0.7940999999999999
NORSC2095-17	Insecta	Diptera	Sciaridae	dummy_Sciaridae	Corynoptera	Corynoptera_subdentata	1	1	1	1	1	0.9997
MJBRC129-17	Insecta	Diptera	Cecidomyiidae	Porricondylinae	unk	unk	1	1	1	0.8012	0.6693999999999999	0.6693999999999999
MJBRC065-17	Insecta	Diptera	Cecidomyiidae	Porricondylinae	unk	unk	1	1	1	1	0.7081	0.7081
MJBRC040-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	unk	1	1	1	1	0.5674	0.5674
MJBRC018-15	Insecta	Diptera	Cecidomyiidae	Micromyinae	Aprionus	Aprionus_betulae	1	1	1	1	1	0.9826
MJBRC017-15	Insecta	Diptera	Cecidomyiidae	Micromyinae	Aprionus	unk	1	1	1	1	1	0.7198
MJBRC068-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	unk	1	1	1	1	0.9011	0.9011
MJBRC150-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	unk	1	1	1	1	0.9906	0.9906
MJBRC081-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	unk	1	1	1	1	0.9973	0.9973
MJBRC116-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	unk	1	1	1	1	0.749	0.749
MJBRC082-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	unk	1	1	1	1	0.6418	0.6418
MJBRC135-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	unk	1	1	1	0.9728	0.7322	0.7322
MJBRC141-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	unk	1	1	1	1	0.9754999999999999	0.9754999999999999
MJBRC126-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	unk	1	1	1	0.9475	0.7433	0.7433
MJBRC153-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	unk	1	1	1	1	0.9906	0.9906
SYGEO216-19	Insecta	Diptera	Syrphidae	Eristalinae	Xylota	unk	1	1	1	1	1	0.9648
TACFI429-12	Insecta	Diptera	Tachinidae	Exoristinae	Exorista	unk	1	1	1	1	1	0.5047
NODES080-22	Insecta	Diptera	Tachinidae	Exoristinae	Exorista	unk	1	1	1	1	1	1
NODES018-21	Insecta	Diptera	Tachinidae	Exoristinae	Blondelia	Blondelia_nigripes	1	1	1	1	0.9872	0.9872
TACFI442-12	Insecta	Diptera	Tachinidae	Phasiinae	Phasia	Phasia_pusilla	1	1	1	1	1	1
TACFI446-12	Insecta	Diptera	Tachinidae	Phasiinae	Cylindromyia	unk	1	1	1	1	1	0.8253
TACFI464-12	Insecta	Diptera	Tachinidae	Tachininae	Panzeria	Panzeria_puparum	1	1	1	1	1	1
TBGMI031-21	Insecta	Coleoptera	Carabidae	unk	unk	unk	1	1	1	0.8922	0.8922	0.8922
ZSMDB080-16	Insecta	Coleoptera	Dytiscidae	Colymbetinae	Colymbetes	Colymbetes_paykulli	1	1	1	1	1	1
TBGMI055-21	Insecta	Coleoptera	Scarabaeidae	unk	unk	unk	1	1	0.9006000000000001	0.4662	0.4662	0.4662
TBGMI030-21	Insecta	Coleoptera	Staphylinidae	Paederinae	Lathrobium	unk	1	0.9550000000000001	0.7958	0.36769999999999997	0.36769999999999997	0.36769999999999997
ULMCA015-19	Insecta	Coleoptera	Nitidulidae	Carpophilinae	Carpophilus	Carpophilus_marginellus	1	1	1	1	1	1
GWOSU982-11	Insecta	Lepidoptera	Pieridae	Pierinae	unk	unk	1	1	1	1	0.5657000000000001	0.5657000000000001
GWOSU955-11	Insecta	Lepidoptera	Pieridae	Pierinae	unk	unk	1	1	1	1	0.5	0.5
GWOTF704-12	Insecta	Lepidoptera	Pieridae	Pierinae	Pieris	unk	1	1	1	1	1	0.5892999999999999
ODOPE133-11	Insecta	Lepidoptera	Gracillariidae	Lithocolletinae	Phyllonorycter	unk	1	1	1	1	1	0.5962999999999999
ODOPE389-11	Insecta	Lepidoptera	Gracillariidae	Gracillariinae	Caloptilia	Caloptilia_populetorum	1	1	1	1	1	0.9997
GWOTI467-12	Insecta	Lepidoptera	Lycaenidae	Polyommatinae	Agriades	unk	1	1	1	1	0.9994	0.7758
ODOPE750-11	Insecta	Lepidoptera	Lycaenidae	Lycaeninae	Lycaena	Lycaena_hippothoe	1	1	1	1	1	0.9243
GWOTG493-12	Insecta	Lepidoptera	Notodontidae	Notodontinae	Ptilophora	Ptilophora_plumigera	1	1	1	1	1	1
ODOPE677-11	Insecta	Lepidoptera	Nymphalidae	Satyrinae	Erebia	unk	1	1	1	1	0.9994999999999999	0.9972
GWOTF673-12	Insecta	Lepidoptera	Nymphalidae	Satyrinae	Lasiommata	Lasiommata_petropolitana	1	1	1	1	1	1
GWOSU1039-11	Insecta	Lepidoptera	Nymphalidae	Nymphalinae	Euphydryas	Euphydryas_maturna	1	1	1	1	1	1
GWOSU077-11	Insecta	Lepidoptera	Nymphalidae	Nymphalinae	Euphydryas	Euphydryas_aurinia	1	1	1	1	1	0.9998
GWOTL176-13	Insecta	Lepidoptera	Nymphalidae	Apaturinae	Apatura	Apatura_iris	1	1	1	1	1	1
LNAUT3404-15	Insecta	Lepidoptera	Lypusidae	Chimabachinae	Diurnea	Diurnea_lipsiella	1	1	1	1	0.9998	0.9998
LNAUT3405-15	Insecta	Lepidoptera	Lypusidae	Chimabachinae	Diurnea	Diurnea_lipsiella	1	1	1	1	0.9998	0.9998
ODOPE053-11	Insecta	Lepidoptera	Yponomeutidae	Yponomeutinae	Paraswammerdamia	Paraswammerdamia_albicapitella	1	1	1	1	1	0.9694999999999999
ODOPE337-11	Insecta	Lepidoptera	Yponomeutidae	Yponomeutinae	Yponomeuta	Yponomeuta_sedella	1	1	1	1	1	1
ODOPE806-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	Selagia	Selagia_argyrella	1	1	1	1	1	0.9547000000000001
ODOPE902-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	Selagia	Selagia_spadicella	1	1	1	1	1	0.9281
ODOPE549-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	Pyla	Pyla_fusca	1	1	1	1	1	1
ODOPE900-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	Sciota	Sciota_adelphella	1	1	1	1	1	0.9998
ODOPE887-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	Laodamia	Laodamia_faecella	1	1	1	1	0.9676	0.9676
ODOPE910-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	Pempelia	Pempelia_palumbella	1	1	1	1	1	1
ODOPE638-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	Delplanqueia	Delplanqueia_dilutella	1	1	1	1	0.9999	0.9999
ODOPE227-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	Delplanqueia	Delplanqueia_dilutella	1	1	1	1	0.6108	0.6108
ODOPE919-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	Dioryctria	Dioryctria_abietella	1	1	1	1	1	0.9994999999999999
ODOPE917-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	Dioryctria	Dioryctria_simplicella	1	1	1	1	1	0.979
ODOPE833-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	Phycitodes	Phycitodes_maritima	1	1	1	1	1	1
ODOPE776-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	Phycitodes	Phycitodes_binaevella	1	1	1	1	1	1
ODOPE950-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	Episcythrastis	Episcythrastis_tetricella	1	1	1	1	1	1
ODOPE784-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	Ephestia	Ephestia_elutella	1	1	1	1	1	1
ODOPE783-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	Plodia	Plodia_interpunctella	1	1	1	1	1	1
ODOPE779-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	Vitula	Vitula_biviella	1	1	1	1	1	1
ODOPE947-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	unk	unk	1	1	1	1	0.5543	0.5543
ODOPE222-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	Acrobasis	unk	1	1	1	1	1	0.656
ODOPE940-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	Acrobasis	unk	1	1	1	1	1	0.8579000000000001
ODOPE564-11	Insecta	Lepidoptera	Pyralidae	Phycitinae	Nyctegretis	Nyctegretis_lineana	1	1	1	1	1	1
ODOPE872-11	Insecta	Lepidoptera	Pyralidae	Pyralinae	Hypsopygia	Hypsopygia_costalis	1	1	1	1	1	1
ODOPE870-11	Insecta	Lepidoptera	Pyralidae	Pyralinae	Aglossa	Aglossa_pinguinalis	1	1	1	1	1	1
TIPSY038-08	Insecta	Lepidoptera	Psychidae	Psychinae	Proutia	unk	1	1	1	1	0.7686000000000001	0.7251
TIPSY045-08	Insecta	Lepidoptera	Psychidae	Oiketicinae	unk	unk	1	1	1	1	1	1
ODOPE291-11	Insecta	Lepidoptera	Psychidae	Oiketicinae	Canephora	Canephora_hirsuta	1	1	1	1	1	1
TIPSY028-08	Insecta	Lepidoptera	Psychidae	Oiketicinae	Pachythelia	Pachythelia_villosella	1	1	1	1	0.9992	0.9992
GWOTF294-12	Insecta	Lepidoptera	Noctuidae	Noctuinae	Leucania	unk	1	1	1	1	0.757	0.5278
GWOTL017-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	Charanyca	Charanyca_trigrammica	1	1	1	1	1	1
GWOTL021-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	Thalpophila	Thalpophila_matura	1	1	1	1	1	1
ODOPE267-11	Insecta	Lepidoptera	Noctuidae	Noctuinae	Crypsedra	Crypsedra_gemmea	1	1	1	1	1	1
GWOTI172-12	Insecta	Lepidoptera	Noctuidae	Noctuinae	Globia	Globia_sparganii	1	1	1	1	1	0.8829
GWOTI128-12	Insecta	Lepidoptera	Noctuidae	Noctuinae	Sedina	Sedina_buettneri	1	1	1	1	0.9994999999999999	0.9994999999999999
ODOPE282-11	Insecta	Lepidoptera	Noctuidae	Noctuinae	Antitype	Antitype_chi	1	1	1	1	0.9998	0.9998
GWOTL220-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	Cosmia	Cosmia_pyralina	1	1	1	1	1	1
GWOTL232-13	Insecta	Lepidoptera	Noctuidae	Noctuinae	Xestia	Xestia_ditrapezium	1	1	1	1	1	1
ODOPE273-11	Insecta	Lepidoptera	Noctuidae	Noctuinae	Noctua	Noctua_orbona	1	1	1	1	1	1
GWOTL123-13	Insecta	Lepidoptera	Noctuidae	Pantheinae	Colocasia	Colocasia_coryli	1	1	1	1	1	1
GWOSU057-11	Insecta	Lepidoptera	Noctuidae	Acronictinae	Acronicta	Acronicta_tridens	1	1	1	1	1	0.9992
GWOTL131-13	Insecta	Lepidoptera	Nolidae	Nolinae	Nola	Nola_cucullatella	1	1	1	1	1	1
GWOTD002-12	Insecta	Lepidoptera	Nolidae	Nolinae	Nola	Nola_aerugula	1	1	1	1	1	0.9997
GWOTD215-12	Insecta	Lepidoptera	Nolidae	Nolinae	Nola	Nola_aerugula	1	1	1	1	1	0.6718999999999999
GWOTD204-12	Insecta	Lepidoptera	Nolidae	Nolinae	Meganola	Meganola_strigula	1	1	1	1	1	0.9997
GWOSU030-11	Insecta	Lepidoptera	Erebidae	Boletobiinae	Eublemma	Eublemma_minutata	1	1	1	1	1	0.9994999999999999
GWOTF307-12	Insecta	Lepidoptera	Erebidae	Boletobiinae	Phytometra	Phytometra_viridaria	1	1	1	1	1	1
ODOPE734-11	Insecta	Lepidoptera	Sphingidae	Smerinthinae	Smerinthus	Smerinthus_ocellata	1	1	1	1	1	1
GWOSU086-11	Insecta	Lepidoptera	Geometridae	Larentiinae	Epirrhoe	Epirrhoe_hastulata	1	1	1	1	1	0.9446000000000001
GWOSU084-11	Insecta	Lepidoptera	Geometridae	Larentiinae	Eupithecia	Eupithecia_goossensiata	1	1	1	1	1	0.9978
GWOTH362-12	Insecta	Lepidoptera	Geometridae	Larentiinae	Eupithecia	Eupithecia_centaureata	1	1	1	1	1	0.9433
GWOTH352-12	Insecta	Lepidoptera	Geometridae	Larentiinae	Eupithecia	Eupithecia_venosata	1	1	1	1	1	1
GWOTH363-12	Insecta	Lepidoptera	Geometridae	Larentiinae	Eupithecia	Eupithecia_trisignaria	1	1	1	1	1	1
ODOPE366-11	Insecta	Lepidoptera	Geometridae	Larentiinae	Eupithecia	Eupithecia_abietaria	1	1	1	1	1	0.9998
ODOPE386-11	Insecta	Lepidoptera	Geometridae	Larentiinae	Eupithecia	Eupithecia_abietaria	1	1	1	1	1	0.9998
GWOTH340-12	Insecta	Lepidoptera	Geometridae	Larentiinae	Perizoma	Perizoma_bifaciata	1	1	1	1	1	1
GWOTH332-12	Insecta	Lepidoptera	Geometridae	Larentiinae	Philereme	Philereme_vetulata	1	1	1	1	1	1
GWOSY010-11	Insecta	Lepidoptera	Geometridae	Larentiinae	Hydriomena	Hydriomena_ruberata	1	1	1	1	1	0.9904999999999999
GWOTF371-12	Insecta	Lepidoptera	Geometridae	Larentiinae	Entephria	Entephria_flavicinctata	1	1	1	1	1	0.9188000000000001
GWOTH311-12	Insecta	Lepidoptera	Geometridae	Larentiinae	Entephria	Entephria_nobiliaria	1	1	1	1	1	0.9466000000000001
ODOPE358-11	Insecta	Lepidoptera	Geometridae	Larentiinae	Hydrelia	Hydrelia_sylvata	1	1	1	1	1	1
GWOTD307-12	Insecta	Lepidoptera	Geometridae	Larentiinae	Catarhoe	Catarhoe_rubidata	1	1	1	1	1	1
GWOTI428-12	Insecta	Lepidoptera	Geometridae	Larentiinae	Carsia	Carsia_sororiata	1	1	1	1	1	1
LTOLB032-08	Insecta	Lepidoptera	Geometridae	Larentiinae	Aplocera	unk	1	1	1	1	1	0.6006
GWOTI448-12	Insecta	Lepidoptera	Geometridae	Geometrinae	unk	unk	1	1	1	1	0.5854999999999999	0.5854999999999999
GWOTI890-12	Insecta	Lepidoptera	Geometridae	Geometrinae	Thalera	Thalera_fimbrialis	1	1	1	1	1	1
GWOTD471-12	Insecta	Lepidoptera	Geometridae	Ennominae	Psodos	Psodos_coracina	1	1	1	1	1	1
GWOTD806-12	Insecta	Lepidoptera	Geometridae	Ennominae	unk	unk	1	1	1	1	0.8197000000000001	0.8197000000000001
GWOTD472-12	Insecta	Lepidoptera	Geometridae	Ennominae	unk	unk	1	1	1	1	0.5587000000000001	0.5587000000000001
GWOTH875-12	Insecta	Lepidoptera	Geometridae	Ennominae	Charissa	Charissa_obscurata	1	1	1	1	1	1
GWOTD469-12	Insecta	Lepidoptera	Geometridae	Ennominae	unk	unk	1	1	1	1	0.9773	0.9773
GWOTD473-12	Insecta	Lepidoptera	Geometridae	Ennominae	unk	unk	1	1	1	1	0.8381000000000001	0.8381000000000001
GWOSY006-11	Insecta	Lepidoptera	Geometridae	Ennominae	Perconia	Perconia_strigillaria	1	1	1	1	1	1
GWOSY004-11	Insecta	Lepidoptera	Geometridae	Ennominae	Perconia	Perconia_strigillaria	1	1	1	1	0.7116	0.7116
GWOTI914-12	Insecta	Lepidoptera	Geometridae	Sterrhinae	Scopula	Scopula_incanata	1	1	1	1	1	0.9999
ODOPE727-11	Insecta	Lepidoptera	Lasiocampidae	Poecilocampinae	Poecilocampa	Poecilocampa_populi	1	1	1	1	1	1
GWOSU060-11	Insecta	Lepidoptera	Lasiocampidae	Lasiocampinae	Gastropacha	Gastropacha_quercifolia	1	1	1	1	1	1
ODOPE324-11	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Eucosma	Eucosma_campoliliana	1	1	1	1	1	1
ODOPE582-11	Insecta	Lepidoptera	Tortricidae	Olethreutinae	Pelochrista	Pelochrista_caecimaculana	1	1	1	1	1	0.8372
ODOPE023-11	Insecta	Lepidoptera	Tortricidae	Tortricinae	Thyraylia	Thyraylia_nana	1	1	1	1	0.9933	0.9933
LEFIJ1429-12	Insecta	Lepidoptera	Tortricidae	Tortricinae	Acleris	Acleris_variegana	1	1	1	1	1	0.5371
LAK051-19	Insecta	Lepidoptera	Tortricidae	Tortricinae	Tortrix	Tortrix_viridana	1	1	1	1	0.9998	0.9998
GWOTL216-13	Insecta	Lepidoptera	Drepanidae	Thyatirinae	Achlya	Achlya_flavicornis	1	1	1	1	1	1
NEPTA367-13	Insecta	Lepidoptera	Nepticulidae	dummy_Nepticulidae	Stigmella	Stigmella_anomalella	1	1	1	1	1	0.9031
NEPTA2410-20	Insecta	Lepidoptera	Nepticulidae	dummy_Nepticulidae	Stigmella	unk	1	1	1	1	1	0.7863999999999999
NEPTA563-13	Insecta	Lepidoptera	Nepticulidae	dummy_Nepticulidae	Stigmella	Stigmella_luteella	1	1	1	1	1	1
NEPTA1525-15	Insecta	Lepidoptera	Nepticulidae	dummy_Nepticulidae	unk	unk	1	1	1	1	0.6554	0.6554
NEPT216-10	Insecta	Lepidoptera	Nepticulidae	dummy_Nepticulidae	Ectoedemia	unk	1	1	1	1	1	0.5846
NEPTA212-13	Insecta	Lepidoptera	Nepticulidae	dummy_Nepticulidae	Fomoria	Fomoria_septembrella	1	1	1	1	1	1
ODOPE040-11	Insecta	Lepidoptera	Tineidae	Nemapogoninae	Nemapogon	Nemapogon_granella	1	1	1	1	1	0.9402
ODOPE417-11	Insecta	Lepidoptera	Tineidae	Tineinae	Tinea	Tinea_columbariella	1	1	1	1	1	0.9997
ODOPE428-11	Insecta	Lepidoptera	Tineidae	Tineinae	Tinea	Tinea_steueri	1	1	1	1	1	1
LEEUA638-11	Insecta	Lepidoptera	Tineidae	Tineinae	Trichophaga	Trichophaga_scandinaviella	1	1	1	1	0.8374	0.8374
GWOTD387-12	Insecta	Lepidoptera	Glyphipterigidae	Glyphipteriginae	Glyphipterix	unk	1	1	1	1	1	0.8242
LNAUW4356-18	Insecta	Lepidoptera	Glyphipterigidae	Glyphipteriginae	Glyphipterix	unk	1	1	1	0.9999	0.9999	0.9999
LNAUW4080-18	Insecta	Lepidoptera	Oecophoridae	Pleurotinae	Pleurota	Pleurota_bicostella	1	1	1	0.6406000000000001	0.6406000000000001	0.6406000000000001
ODOPE334-11	Insecta	Lepidoptera	Oecophoridae	Oecophorinae	Oecophora	Oecophora_bractella	1	1	1	1	1	1
LEFIJ1435-12	Insecta	Lepidoptera	Gelechiidae	Gelechiinae	Scrobipalpa	unk	1	1	1	1	1	0.9811
ODOPE065-11	Insecta	Lepidoptera	Gelechiidae	Anomologinae	Metzneria	Metzneria_aprilella	1	1	1	1	1	1
PHLAI956-14	Insecta	Lepidoptera	Depressariidae	Depressariinae	Agonopterix	Agonopterix_angelicella	1	1	1	1	1	1
ODOPE085-11	Insecta	Lepidoptera	Depressariidae	Ethmiinae	Ethmia	Ethmia_quadrillella	1	1	1	1	1	0.9938
ODOPE579-11	Insecta	Lepidoptera	Depressariidae	Hypercalliinae	Hypercallia	Hypercallia_citrinalis	1	1	1	1	1	1
ODOPE075-11	Insecta	Lepidoptera	Momphidae	dummy_Momphidae	Mompha	Mompha_conturbatella	1	1	1	1	1	0.9999
