ID	class	order	family	subfamily	genus	Prob_class	Prob_order	Prob_family	Prob_subfamily	Prob_genus
ODOPE719-11	Insecta	Lepidoptera	Hepialidae	dummy_Hepialidae	Hepialus	1	1	1	1	1
ODOPE261-11	Insecta	Lepidoptera	Hepialidae	dummy_Hepialidae	Korscheltellus	1	1	1	1	1
ODOPE063-11	Insecta	Lepidoptera	Opostegidae	Oposteginae	Pseudopostega	1	1	1	1	1
ODOPE030-11	Insecta	Lepidoptera	Adelidae	Adelinae	Cauchas	1	1	1	1	1
ODOPE031-11	Insecta	Lepidoptera	Adelidae	Nematopogoninae	Nematopogon	1	1	1	1	1
ODOPE038-11	Insecta	Lepidoptera	Tineidae	Nemapogoninae	Nemapogon	1	1	1	1	1
ODOPE041-11	Insecta	Lepidoptera	Tineidae	Nemapogoninae	Nemapogon	1	1	1	1	1
ODOPE040-11	Insecta	Lepidoptera	Tineidae	Nemapogoninae	Nemapogon	1	1	1	1	1
ODOPE434-11	Insecta	Lepidoptera	Tineidae	Nemapogoninae	Nemapogon	1	1	1	1	1
ODOPE411-11	Insecta	Lepidoptera	Tineidae	Nemapogoninae	Nemaxera	1	1	1	1	1
ODOPE416-11	Insecta	Lepidoptera	Tineidae	Nemapogoninae	Triaxomera	1	1	1	1	1
ODOPE417-11	Insecta	Lepidoptera	Tineidae	Tineinae	Tinea	1	1	1	1	1
ODOPE043-11	Insecta	Lepidoptera	Tineidae	Tineinae	Tinea	1	1	1	1	1
ODOPE436-11	Insecta	Lepidoptera	Tineidae	Tineinae	Monopis	1	1	1	1	1
ODOPE335-11	Insecta	Lepidoptera	Tineidae	Tineinae	Monopis	1	1	1	1	1
ODOPE401-11	Insecta	Lepidoptera	Tineidae	Tineinae	Monopis	1	1	1	1	1
LEFIK049-10	Insecta	Lepidoptera	Tineidae	Tineinae	Trichophaga	1	1	1	1	0.8278000000000001
ODOPE432-11	Insecta	Lepidoptera	Tineidae	Tineinae	Trichophaga	1	1	1	1	0.8375
LEFIL546-10	Insecta	Lepidoptera	Tineidae	Tineinae	Trichophaga	1	1	1	1	0.8278000000000001
ODOPE421-11	Insecta	Lepidoptera	Tineidae	Scardiinae	Montescardia	1	1	1	1	1
ODOPE430-11	Insecta	Lepidoptera	Tineidae	Perissomasticinae	Haplotinea	1	1	1	1	1
ODOPE426-11	Insecta	Lepidoptera	Tineidae	unk	unk	1	1	1	0.8032	0.8032
ODOPE420-11	Insecta	Lepidoptera	Tineidae	dummy_Tineidae	Stenoptinea	1	1	1	1	1
NEPTA262-13	Insecta	Lepidoptera	Tineidae	dummy_Tineidae	unk	1	1	0.9556000000000001	0.8190000000000001	0.6867
NEPTA263-13	Insecta	Lepidoptera	Tineidae	dummy_Tineidae	unk	1	1	0.9556000000000001	0.8190000000000001	0.6867
ODOPE026-11	Insecta	Lepidoptera	Eriocraniidae	dummy_Eriocraniidae	Eriocrania	1	1	1	1	1
ODOPE025-11	Insecta	Lepidoptera	Eriocraniidae	dummy_Eriocraniidae	Eriocrania	1	1	1	1	1
ODOPE027-11	Insecta	Lepidoptera	Eriocraniidae	dummy_Eriocraniidae	Eriocrania	1	1	1	1	1
ISSWG485-21	Insecta	Hemiptera	Miridae	Mirinae	Apolygus	1	1	1	1	1
ZMBN1662-20	Insecta	Hemiptera	Saldidae	Saldinae	Saldula	1	1	1	1	1
ISSWG618-21	Insecta	Hemiptera	Oxycarenidae	unk	unk	1	1	1	0.6698999999999999	0.6698999999999999
MYFAB448-11	Arachnida	unk	unk	unk	unk	0.8742000000000001	0.5316000000000001	0.5316000000000001	0.5316000000000001	0.5316000000000001
MMHYD344-21	Insecta	Hemiptera	unk	unk	unk	1	1	0.7844999999999999	0.7844999999999999	0.7844999999999999
RLP001-20	Insecta	Hemiptera	Cicadellidae	Deltocephalinae	unk	1	1	1	1	0.8802
TMGFE094-15	Insecta	unk	unk	unk	unk	1	0.9331	0.9331	0.9331	0.9331
TRCBG224-20	Arachnida	unk	unk	unk	unk	1	1	1	1	1
HYDCA096-16	Arachnida	unk	unk	unk	unk	1	0.8546000000000001	0.8546000000000001	0.8546000000000001	0.8546000000000001
JPCAD310-08	Insecta	Trichoptera	Limnephilidae	Limnephilinae	Colpotaulius	1	1	1	1	0.492
JPCAD308-08	Insecta	Trichoptera	Limnephilidae	Limnephilinae	Colpotaulius	1	1	1	1	0.5132
JPCAD309-08	Insecta	Trichoptera	Limnephilidae	Limnephilinae	Colpotaulius	1	1	1	1	0.492
HMCAD489-09	Insecta	Trichoptera	Limnephilidae	Limnephilinae	Limnephilus	1	1	1	1	1
HMCAD264-08	Insecta	Trichoptera	Limnephilidae	Limnephilinae	Potamophylax	1	1	1	1	1
HMKKT859-11	Insecta	Trichoptera	Limnephilidae	Limnephilinae	Potamophylax	1	1	1	1	1
JPCAD068-08	Insecta	Trichoptera	Polycentropodidae	Polycentropodinae	Cyrnus	1	1	1	1	1
JPCAD020-08	Insecta	Trichoptera	Ecnomidae	dummy_Ecnomidae	Ecnomus	1	1	1	1	1
JPCAD458-08	Insecta	Trichoptera	Hydropsychidae	Hydropsychinae	Hydropsyche	1	1	1	1	1
MMHYD347-21	Insecta	Trichoptera	Hydroptilidae	Hydroptilinae	Hydroptila	1	1	1	0.7042999999999999	0.6031
MMHYD346-21	Insecta	Trichoptera	Hydroptilidae	Hydroptilinae	Hydroptila	1	1	1	0.4127	0.32280000000000003
NOVMC047-21	Insecta	Trichoptera	Hydroptilidae	Orthotrichiinae	Orthotrichia	1	1	1	0.7274999999999999	0.42010000000000003
NOVMC038-21	Insecta	Trichoptera	Hydroptilidae	Orthotrichiinae	Orthotrichia	1	1	1	0.6338	0.4985
NOVMC037-21	Insecta	Trichoptera	Hydroptilidae	Orthotrichiinae	Orthotrichia	1	1	1	0.6871999999999999	0.5232
RDBAB058-06	Insecta	Trichoptera	Hydroptilidae	Hydroptilinae	Hydroptila	1	1	1	0.9467000000000001	0.8699000000000001
NODES066-21	Insecta	Hymenoptera	Ichneumonidae	Tryphoninae	Exenterus	1	1	1	1	1
NODES062-21	Insecta	Hymenoptera	Ichneumonidae	Campopleginae	Olesicampe	1	1	1	1	1
LAK005-19	Insecta	Hymenoptera	Ichneumonidae	Ophioninae	unk	1	1	1	0.992	0.734
SMNSH036-23	Insecta	Hymenoptera	unk	unk	unk	1	1	0.5147	0.5147	0.5147
PSESC012-21	Insecta	Hymenoptera	Megachilidae	Megachilinae	unk	1	1	1	1	0.8720000000000001
HYMAA517-23	Insecta	Hymenoptera	Andrenidae	Andreninae	Andrena	1	1	1	1	1
NODES057-21	Insecta	Hymenoptera	Braconidae	Aphidiinae	Aphidius	1	1	1	0.7702	0.7702
NODES069-21	Insecta	Hymenoptera	Diprionidae	Diprioninae	Gilpinia	1	1	1	1	1
SMNKA229-16	Arachnida	Araneae	Salticidae	dummy_Salticidae	Heliophanus	1	1	1	1	1
SMNSA248-16	Arachnida	Araneae	Salticidae	dummy_Salticidae	unk	1	1	1	1	0.7336
SMNKA045-16	Arachnida	Araneae	Thomisidae	dummy_Thomisidae	Xysticus	1	1	1	1	1
SMNSA147-16	Arachnida	Araneae	Thomisidae	dummy_Thomisidae	Xysticus	1	1	1	1	1
SMNKA288-16	Arachnida	Araneae	Thomisidae	dummy_Thomisidae	Ozyptila	1	1	1	1	0.5883999999999999
SMNKA149-16	Arachnida	Araneae	Thomisidae	dummy_Thomisidae	Ozyptila	1	1	1	1	1
SMNSA140-16	Arachnida	Araneae	Oxyopidae	dummy_Oxyopidae	Oxyopes	1	1	1	1	1
SMNKA318-16	Arachnida	Araneae	Gnaphosidae	dummy_Gnaphosidae	Zelotes	1	1	1	1	1
SMNSA169-16	Arachnida	Araneae	Theridiidae	dummy_Theridiidae	Steatoda	1	1	1	1	0.5579000000000001
SMNKA057-16	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	Walckenaeria	1	1	1	1	1
SMNSA173-16	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	Agyneta	1	1	1	1	1
SMNSA077-16	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	unk	1	1	1	1	0.9517000000000001
SMNSA107-16	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	Erigone	1	1	1	1	1
SMNKA259-16	Arachnida	Araneae	Linyphiidae	dummy_Linyphiidae	Bolyphantes	1	1	1	1	1
SMNSA165-16	Arachnida	Araneae	Araneidae	dummy_Araneidae	Larinioides	1	1	1	1	1
SMNSA035-16	Arachnida	Araneae	unk	unk	unk	1	1	0.9964	0.9964	0.9964
SMNKA028-16	Arachnida	Araneae	unk	unk	unk	1	1	0.9673999999999999	0.9673999999999999	0.9673999999999999
SMNSA135-16	Arachnida	Araneae	unk	unk	unk	1	1	0.5	0.5	0.5
MYFAB143-10	Arachnida	unk	unk	unk	unk	1	0.8047000000000001	0.8047000000000001	0.8047000000000001	0.8047000000000001
MYFAB274-10	Arachnida	unk	unk	unk	unk	1	0.5912	0.5912	0.5912	0.5912
MYFAB021-10	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	1	0.7591	0.7591	0.7591	0.7591
MYFAB348-11	Arachnida	unk	unk	unk	unk	1	0.7096	0.7096	0.7096	0.7096
MYFAB060-10	Arachnida	unk	unk	unk	unk	1	0.5861	0.5861	0.5861	0.5861
MYFAB367-11	Arachnida	unk	unk	unk	unk	1	0.9999	0.9999	0.9999	0.9999
MYFAB126-10	Arachnida	unk	unk	unk	unk	1	0.6652999999999999	0.6652999999999999	0.6652999999999999	0.6652999999999999
MYFAB068-10	Arachnida	unk	unk	unk	unk	1	0.9078	0.9078	0.9078	0.9078
MYFAB370-11	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	1	0.5171	0.5171	0.5171	0.5171
MYFAB324-11	Arachnida	unk	unk	unk	unk	1	0.7143999999999999	0.7143999999999999	0.7143999999999999	0.7143999999999999
SMNSA261-16	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	1	0.9999	0.9999	0.9999	0.8636000000000001
SMNSA179-16	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	1	0.904	0.904	0.904	0.8802
MYFAB444-11	Arachnida	unk	unk	unk	unk	1	0.5637000000000001	0.5637000000000001	0.5637000000000001	0.5637000000000001
TBGMI106-21	Insecta	Hemiptera	Anthocoridae	dummy_Anthocoridae	unk	1	1	1	1	0.6013
MYFAB298-11	Arachnida	unk	unk	unk	unk	1	0.6476000000000001	0.6476000000000001	0.6476000000000001	0.6476000000000001
MYFAB496-11	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	1	0.6497	0.6497	0.6497	0.6497
MYFAB159-10	Arachnida	unk	unk	unk	unk	1	0.6324	0.6324	0.6324	0.6324
MYFAB431-11	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	1	0.59	0.59	0.59	0.59
MYFAB058-10	Arachnida	unk	unk	unk	unk	1	0.5861	0.5861	0.5861	0.5861
MYFAB284-10	Arachnida	unk	unk	unk	unk	1	0.6057	0.6057	0.6057	0.6057
MYFAB522-11	Arachnida	unk	unk	unk	unk	1	0.5569000000000001	0.5569000000000001	0.5569000000000001	0.5569000000000001
MYFAB149-10	Arachnida	unk	unk	unk	unk	1	0.5609000000000001	0.5609000000000001	0.5609000000000001	0.5609000000000001
TBGMI116-21	Arachnida	unk	unk	unk	unk	1	0.5776000000000001	0.5776000000000001	0.5776000000000001	0.5776000000000001
MYFAB283-10	Arachnida	unk	unk	unk	unk	1	0.6057	0.6057	0.6057	0.6057
MYFAB131-10	Arachnida	unk	unk	unk	unk	1	0.7852999999999999	0.7852999999999999	0.7852999999999999	0.7852999999999999
MYFAB352-11	Arachnida	unk	unk	unk	unk	1	0.7847	0.7847	0.7847	0.7847
MYFAB095-10	Arachnida	unk	unk	unk	unk	1	0.5859	0.5859	0.5859	0.5859
MYFAB338-11	Arachnida	unk	unk	unk	unk	1	0.7122999999999999	0.7122999999999999	0.7122999999999999	0.7122999999999999
MYFAB230-10	Arachnida	unk	unk	unk	unk	1	0.8393	0.8393	0.8393	0.8393
TBGMI102-21	Arachnida	unk	unk	unk	unk	1	0.5245	0.5245	0.5245	0.5245
MYFAB489-11	Arachnida	unk	unk	unk	unk	1	0.763	0.763	0.763	0.763
MYFAB468-11	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	1	0.5384	0.5384	0.5384	0.5384
MYFAB072-10	Arachnida	unk	unk	unk	unk	1	0.6565	0.6565	0.6565	0.6565
MYFAB415-11	Arachnida	unk	unk	unk	unk	1	0.5028	0.5028	0.5028	0.5028
MYFAB456-11	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	1	0.5122	0.5122	0.5122	0.5122
TBGMI178-21	Arachnida	Sarcoptiformes	Phenopelopidae	dummy_Phenopelopidae	Eupelops	1	1	1	1	1
TBGMI174-21	Arachnida	Sarcoptiformes	Oppiidae	dummy_Oppiidae	Oppiella	1	1	0.7097	0.7097	0.7097
TBGMI169-21	Arachnida	Sarcoptiformes	Carabodidae	dummy_Carabodidae	Carabodes	1	1	1	1	1
MYFAB485-11	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	1	0.59	0.59	0.59	0.59
MYFAB278-10	Arachnida	unk	unk	unk	unk	1	0.689	0.689	0.689	0.689
MYFAB384-11	Arachnida	unk	unk	unk	unk	1	0.5613	0.5613	0.5613	0.5613
MYFAB385-11	Arachnida	unk	unk	unk	unk	1	0.5609000000000001	0.5609000000000001	0.5609000000000001	0.5609000000000001
MYFAB280-10	Arachnida	unk	unk	unk	unk	1	0.5776000000000001	0.5776000000000001	0.5776000000000001	0.5776000000000001
TBGMI125-21	Arachnida	Opiliones	Phalangiidae	Oligolophinae	unk	1	0.5647000000000001	0.5647000000000001	0.5647000000000001	0.5647000000000001
MMHYD345-21	Insecta	Hemiptera	unk	unk	unk	1	1	0.7844999999999999	0.7844999999999999	0.7844999999999999
MYFAB148-10	Arachnida	unk	unk	unk	unk	1	0.5609000000000001	0.5609000000000001	0.5609000000000001	0.5609000000000001
MYFAB142-10	Arachnida	unk	unk	unk	unk	1	0.8193	0.8193	0.8193	0.8193
MYFAB358-11	Arachnida	unk	unk	unk	unk	1	0.7124999999999999	0.7124999999999999	0.7124999999999999	0.7124999999999999
TBGMI043-21	Insecta	Coleoptera	Dermestidae	Attageninae	Attagenus	1	0.8648000000000001	0.8223	0.8223	0.8223
TRIPO024-16	Insecta	Diptera	Chironomidae	Chironominae	Polypedilum	1	1	1	1	1
MIDGE011-06	Insecta	Diptera	Chironomidae	Chironominae	Phaenopsectra	1	1	1	1	1
MIDGE172-06	Insecta	Diptera	Chironomidae	Chironominae	Paratanytarsus	1	1	1	1	1
MIDGE174-06	Insecta	Diptera	Chironomidae	Chironominae	Paratanytarsus	1	1	1	1	0.9723999999999999
MIDGE160-06	Insecta	Diptera	Chironomidae	Chironominae	Paratanytarsus	1	1	1	1	1
MIDGE176-06	Insecta	Diptera	Chironomidae	Chironominae	Paratanytarsus	1	1	1	1	0.9723999999999999
MIDGE458-07	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsus	1	1	1	1	1
TANYT095-14	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsus	1	1	1	1	1
MIDGE963-13	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsus	1	1	1	1	1
MIDGE929-11	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsus	1	1	1	1	1
MIDGE948-11	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsus	1	1	1	1	1
TANYT227-15	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsus	1	1	1	1	1
MIDGE903-09	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsus	1	1	1	1	1
MIDGE150-06	Insecta	Diptera	Chironomidae	Chironominae	Micropsectra	1	1	1	1	1
MIDGE101-06	Insecta	Diptera	Chironomidae	Chironominae	Micropsectra	1	1	1	1	1
MIDGE105-06	Insecta	Diptera	Chironomidae	Chironominae	Micropsectra	1	1	1	1	1
MIDGE113-06	Insecta	Diptera	Chironomidae	Chironominae	Micropsectra	1	1	1	1	1
MIDGE134-06	Insecta	Diptera	Chironomidae	Chironominae	Micropsectra	1	1	1	1	1
MIDGE495-07	Insecta	Diptera	Chironomidae	Chironominae	Micropsectra	1	1	1	1	1
MIDGE500-07	Insecta	Diptera	Chironomidae	Chironominae	Micropsectra	1	1	1	1	1
MIDGE455-07	Insecta	Diptera	Chironomidae	Chironominae	Micropsectra	1	1	1	1	1
MIDGE466-07	Insecta	Diptera	Chironomidae	Chironominae	Micropsectra	1	1	1	1	1
MIDGE135-06	Insecta	Diptera	Chironomidae	Chironominae	Micropsectra	1	1	1	1	1
MIDGE158-06	Insecta	Diptera	Chironomidae	Chironominae	Micropsectra	1	1	1	1	1
MIDGE155-06	Insecta	Diptera	Chironomidae	Chironominae	Micropsectra	1	1	1	1	1
MIDGE188-06	Insecta	Diptera	Chironomidae	Chironominae	Stempellina	1	1	1	1	1
MIDGE020-06	Insecta	Diptera	Chironomidae	Orthocladiinae	Metriocnemus	1	1	1	1	1
MIDGE361-06	Insecta	Diptera	Chironomidae	Orthocladiinae	Metriocnemus	1	1	1	1	0.8981
MIDGE339-06	Insecta	Diptera	Chironomidae	Orthocladiinae	unk	1	1	1	0.9786	0.5666000000000001
MIDGE461-07	Insecta	Diptera	Chironomidae	Orthocladiinae	Rheocricotopus	1	1	1	1	1
MIDGE734-08	Insecta	Diptera	Chironomidae	Orthocladiinae	Krenosmittia	1	1	1	1	1
MIDGE030-06	Insecta	Diptera	Chironomidae	Orthocladiinae	Tvetenia	1	1	1	1	0.9841
MIDGE726-08	Insecta	Diptera	Chironomidae	Orthocladiinae	Chaetocladius	1	1	1	1	1
MIDGE723-08	Insecta	Diptera	Chironomidae	Orthocladiinae	Chaetocladius	1	1	1	1	1
MIDGE440-07	Insecta	Diptera	Chironomidae	Orthocladiinae	Limnophyes	1	1	1	1	1
MIDGE025-06	Insecta	Diptera	Chironomidae	Orthocladiinae	Thienemanniella	1	1	1	1	1
MIDGE492-07	Insecta	Diptera	Chironomidae	Tanypodinae	Macropelopia	1	1	1	1	1
MIDGE428-07	Insecta	Diptera	Chironomidae	Diamesinae	unk	1	1	1	1	0.4929
MYFAB551-11	Insecta	unk	unk	unk	unk	1	0.9686	0.9686	0.9686	0.9686
SYGEO028-19	Insecta	Diptera	Syrphidae	Syrphinae	Xanthogramma	1	1	1	1	1
SYGEO312-19	Insecta	Diptera	Syrphidae	Syrphinae	Didea	1	1	1	1	1
SYGEO018-19	Insecta	Diptera	Syrphidae	Syrphinae	unk	1	1	1	1	0.8993
SYGEO156-19	Insecta	Diptera	Syrphidae	Eristalinae	Volucella	1	1	1	1	1
TACFI670-13	Insecta	Diptera	Tachinidae	Dexiinae	unk	1	1	1	1	0.6538
NLDIP2024-15	Insecta	Diptera	Tachinidae	Tachininae	Tachina	1	1	1	1	1
TACFI450-12	Insecta	Diptera	Tachinidae	Tachininae	Phytomyptera	1	1	1	1	1
TACFI043-11	Insecta	Diptera	Tachinidae	Exoristinae	unk	1	1	1	1	0.5075
TACFI206-12	Insecta	Diptera	Tachinidae	Exoristinae	unk	1	1	1	1	0.6485
NODES078-22	Insecta	Diptera	Tachinidae	Exoristinae	Exorista	1	1	1	1	1
NODES079-22	Insecta	Diptera	Tachinidae	Exoristinae	Exorista	1	1	1	1	1
NODES080-22	Insecta	Diptera	Tachinidae	Exoristinae	Exorista	1	1	1	1	1
TACFI223-12	Insecta	Diptera	Tachinidae	Exoristinae	Hubneria	1	1	1	1	1
NODES017-21	Insecta	Diptera	Tachinidae	Exoristinae	Senometopia	1	1	1	1	1
TACFI435-12	Insecta	Diptera	Tachinidae	Exoristinae	Medina	1	1	1	1	1
TACFI642-12	Insecta	Diptera	Tachinidae	Exoristinae	Winthemia	1	1	1	1	1
ISSWG068-20	Insecta	Diptera	Tachinidae	Phasiinae	Phasia	1	1	1	1	1
TACFI445-12	Insecta	Diptera	Tachinidae	Phasiinae	Cylindromyia	1	1	1	1	1
TACFI446-12	Insecta	Diptera	Tachinidae	Phasiinae	Cylindromyia	1	1	1	1	1
MIDGE429-07	Insecta	Diptera	Anisopodidae	Anisopodinae	Sylvicola	1	1	0.809	0.809	0.809
UKAN756-22	Insecta	Diptera	Tabanidae	Tabaninae	Atylotus	1	1	1	1	1
MYFAB567-11	Insecta	Ephemeroptera	unk	unk	unk	1	0.9113	0.5138	0.5138	0.5138
TBGMI056-21	Insecta	Diptera	Keroplatidae	Macrocerinae	Macrocera	1	1	1	1	1
SCINO501-15	Insecta	Diptera	Sciaridae	dummy_Sciaridae	Leptosciarella	1	1	1	1	0.9732
SCINO481-15	Insecta	Diptera	Sciaridae	dummy_Sciaridae	Leptosciarella	1	1	1	1	0.9786
NORSC2040-17	Insecta	Diptera	Sciaridae	dummy_Sciaridae	Scatopsciara	1	1	1	1	0.8123
SCINO480-15	Insecta	Diptera	Sciaridae	dummy_Sciaridae	Bradysia	1	1	1	1	1
NORSC2184-17	Insecta	Diptera	Sciaridae	dummy_Sciaridae	Corynoptera	1	1	1	1	1
MJBRC042-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	1	1	1	1	0.6408
MJBRC155-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	1	1	1	1	0.8375
MJBRC006-15	Insecta	Diptera	Cecidomyiidae	Micromyinae	Aprionus	1	1	1	1	1
MJBRC001-15	Insecta	Diptera	Cecidomyiidae	Micromyinae	Aprionus	1	1	1	1	1
MJBRC015-15	Insecta	Diptera	Cecidomyiidae	Micromyinae	Aprionus	1	1	1	1	1
MJBRC003-15	Insecta	Diptera	Cecidomyiidae	Micromyinae	Aprionus	1	1	1	1	1
MJBRC038-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	1	1	1	1	0.9191
MJBRC071-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	1	1	1	1	0.9091
MJBRC135-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	1	1	1	1	0.7801999999999999
MJBRC069-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	1	1	1	1	0.902
MJBRC054-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	1	1	1	1	0.7642
MJBRC028-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	1	1	1	1	0.7394999999999999
MJBRC125-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	1	1	1	1	0.7683
MJBRC066-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	1	1	1	1	0.902
MJBRC160-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	1	1	1	1	0.7396
MJBRC118-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	1	1	1	1	0.9091
MJBRC159-17	Insecta	Diptera	Cecidomyiidae	Micromyinae	unk	1	1	1	1	0.8545
MYFAB556-11	Insecta	Diptera	Mycetophilidae	Gnoristinae	unk	1	0.6661999999999999	0.6661999999999999	0.6661999999999999	0.3504
TRCBG996-20	Arachnida	unk	unk	unk	unk	1	1	1	1	1
NOEPT200-13	Insecta	Plecoptera	Capniidae	dummy_Capniidae	unk	1	1	0.9957	0.9957	0.727
NOEPT140-12	Insecta	Plecoptera	Capniidae	dummy_Capniidae	Capnia	1	1	1	1	0.6778
NOEPT194-13	Insecta	Plecoptera	Capniidae	dummy_Capniidae	unk	1	1	1	1	0.5278
NOEPT237-13	Insecta	Plecoptera	Capniidae	dummy_Capniidae	unk	1	1	0.9957	0.9957	0.727
NOEPT119-12	Insecta	Plecoptera	Leuctridae	Leuctrinae	Leuctra	1	1	0.9626	0.9626	0.9626
TBGMI045-21	Insecta	Ephemeroptera	unk	unk	unk	1	1	0.7494	0.7494	0.7494
TMGFE098-15	Insecta	unk	unk	unk	unk	1	0.9331	0.9331	0.9331	0.9331
TMGFE095-15	Insecta	unk	unk	unk	unk	1	0.9038	0.9038	0.9038	0.9038
TBGMI054-21	Insecta	Coleoptera	Silphidae	Silphinae	unk	1	1	0.9537000000000001	0.9537000000000001	0.35119999999999996
TBGMI048-21	Insecta	Coleoptera	unk	unk	unk	1	0.8290000000000001	0.5072	0.5072	0.5072
MYFAB622-16	Insecta	Coleoptera	unk	unk	unk	1	1	0.5186000000000001	0.5186000000000001	0.5186000000000001
ULMCA016-19	Insecta	Coleoptera	Nitidulidae	Cryptarchinae	unk	1	1	1	1	0.5673
TBGMI061-21	Insecta	unk	unk	unk	unk	1	0.3966	0.3966	0.3966	0.3966
TBGMI031-21	Insecta	Coleoptera	Carabidae	unk	unk	1	1	1	0.7987	0.7987
ZSMDB107-16	Insecta	Coleoptera	Dytiscidae	Colymbetinae	Rhantus	1	1	1	1	1
GWOSU976-11	Insecta	Lepidoptera	Pieridae	Pierinae	unk	1	1	1	1	0.5073
GWOSU975-11	Insecta	Lepidoptera	Pieridae	Pierinae	unk	1	1	1	1	0.5592
ODOPE688-11	Insecta	Lepidoptera	Nymphalidae	Satyrinae	Erebia	1	1	1	1	1
ODOPE669-11	Insecta	Lepidoptera	Nymphalidae	Satyrinae	Erebia	1	1	1	1	0.9628
ODOPE683-11	Insecta	Lepidoptera	Nymphalidae	Satyrinae	Erebia	1	1	1	1	0.9546000000000001
ODOPE673-11	Insecta	Lepidoptera	Nymphalidae	Satyrinae	Erebia	1	1	1	1	0.9586000000000001
ODOPE687-11	Insecta	Lepidoptera	Nymphalidae	Satyrinae	Erebia	1	1	1	1	0.7667
ODOPE671-11	Insecta	Lepidoptera	Nymphalidae	Satyrinae	Erebia	1	1	1	1	0.8628000000000001
ODOPE686-11	Insecta	Lepidoptera	Nymphalidae	Satyrinae	Erebia	1	1	1	1	0.7366
ODOPE677-11	Insecta	Lepidoptera	Nymphalidae	Satyrinae	Erebia	1	1	1	1	0.9994999999999999
GWOTF673-12	Insecta	Lepidoptera	Nymphalidae	Satyrinae	Lasiommata	1	1	1	1	1
GWOSU1039-11	Insecta	Lepidoptera	Nymphalidae	Nymphalinae	Euphydryas	1	1	1	1	1
GWOSU077-11	Insecta	Lepidoptera	Nymphalidae	Nymphalinae	Euphydryas	1	1	1	1	1
GWOTL175-13	Insecta	Lepidoptera	Nymphalidae	Apaturinae	Apatura	1	1	1	1	1
ODOPE018-11	Insecta	Lepidoptera	Elachistidae	Elachistinae	Elachista	1	1	1	1	1
NGSFT2378-16	Insecta	Lepidoptera	Elachistidae	Agonoxeninae	unk	1	1	1	1	0.6151
ODOPE624-11	Insecta	Lepidoptera	Depressariidae	Ethmiinae	Ethmia	1	1	1	1	1
ODOPE085-11	Insecta	Lepidoptera	Depressariidae	Ethmiinae	Ethmia	1	1	1	1	1
ODOPE089-11	Insecta	Lepidoptera	Lypusidae	Lypusinae	Lypusa	1	1	1	1	1
LNAUT3403-15	Insecta	Lepidoptera	Lypusidae	Chimabachinae	Diurnea	1	1	1	1	0.9999
LNAUT3402-15	Insecta	Lepidoptera	Lypusidae	Chimabachinae	Diurnea	1	1	1	1	0.9999
ODOPE725-11	Insecta	Lepidoptera	Cossidae	Cossinae	Cossus	1	1	1	1	1
ODOPE695-11	Insecta	Lepidoptera	Notodontidae	Notodontinae	Notodonta	1	1	1	1	1
GWOTL209-13	Insecta	Lepidoptera	Notodontidae	Notodontinae	unk	1	1	1	1	0.5
GWOTF720-12	Insecta	Lepidoptera	Notodontidae	Notodontinae	Notodonta	1	1	1	1	0.5092
GWOTA549-12	Insecta	Lepidoptera	Notodontidae	Notodontinae	Ptilophora	1	1	1	1	1
GWOTL213-13	Insecta	Lepidoptera	Notodontidae	Notodontinae	Gluphisia	1	1	1	1	1
ODOPE692-11	Insecta	Lepidoptera	Notodontidae	Cerurinae	Cerura	1	1	1	1	1
